,MVC
channel_1,67.71426573948901
channel_2,43.924473328992754
channel_3,43.26125323461251
channel_4,84.65027768407381
channel_5,90.13552119626583
channel_6,74.00630058163833
channel_7,80.63279747358973
channel_8,55.6260512918483
