Timestamps,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z
14_12_54_104,-2.0,0.0,0.0,-1.0,-3.0,-2.0,-1.0,-1.0,0.953125,-0.1044921875,0.2216796875,-1.707317073170732,-0.30487804878048785,1.6463414634146343
14_12_54_104,2.0,0.0,-1.0,0.0,0.0,-3.0,0.0,1.0,0.96142578125,-0.11376953125,0.21630859375,-0.6707317073170732,-0.3658536585365854,0.7317073170731708
14_12_54_104,-2.0,-1.0,-2.0,-1.0,-1.0,1.0,1.0,1.0,0.96728515625,-0.1220703125,0.22265625,-0.30487804878048785,-0.6707317073170732,0.3658536585365854
14_12_54_104,-1.0,-1.0,-3.0,-3.0,-1.0,2.0,-2.0,0.0,0.95947265625,-0.1259765625,0.220703125,-0.5487804878048781,-0.6097560975609757,0.7317073170731708
14_12_54_104,-1.0,-1.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,0.9501953125,-0.123046875,0.2197265625,-0.24390243902439027,-0.3658536585365854,1.0365853658536586
14_12_54_104,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,0.94677734375,-0.1162109375,0.224609375,-0.24390243902439027,-0.12195121951219513,0.7926829268292683
14_12_54_104,0.0,-5.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14_12_54_104,2.0,2.0,-2.0,-3.0,1.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
14_12_54_104,-2.0,1.0,-1.0,-4.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
14_12_54_104,-2.0,-1.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14_12_54_150,-2.0,1.0,-1.0,-4.0,1.0,1.0,-2.0,-2.0,0.95458984375,-0.115234375,0.216796875,-1.0975609756097562,-0.3658536585365854,2.1341463414634148
14_12_54_150,-1.0,-1.0,-4.0,-2.0,-4.0,-3.0,-2.0,0.0,0.953125,-0.1044921875,0.2216796875,-1.707317073170732,-0.30487804878048785,1.6463414634146343
14_12_54_150,0.0,2.0,-1.0,0.0,1.0,-2.0,-3.0,-1.0,0.96142578125,-0.11376953125,0.21630859375,-0.6707317073170732,-0.3658536585365854,0.7317073170731708
14_12_54_150,-1.0,-3.0,0.0,0.0,-1.0,1.0,-2.0,1.0,0.96728515625,-0.1220703125,0.22265625,-0.30487804878048785,-0.6707317073170732,0.3658536585365854
14_12_54_150,1.0,-1.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,0.95947265625,-0.1259765625,0.220703125,-0.5487804878048781,-0.6097560975609757,0.7317073170731708
14_12_54_150,-1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.9501953125,-0.123046875,0.2197265625,-0.24390243902439027,-0.3658536585365854,1.0365853658536586
14_12_54_150,0.0,-1.0,-2.0,-5.0,-1.0,0.0,-1.0,-2.0,0.94677734375,-0.1162109375,0.224609375,-0.24390243902439027,-0.12195121951219513,0.7926829268292683
14_12_54_150,-1.0,1.0,1.0,-1.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
