,MVC
channel_1,39.00848229670487
channel_2,21.383249171713338
channel_3,75.95920932807981
channel_4,85.98424985234112
channel_5,71.93907259767762
channel_6,39.69616851159151
channel_7,27.45756636930137
channel_8,17.084395596096577
