,MVC
channel_1,48.32239165939561
channel_2,65.51449869242136
channel_3,46.052092202776784
channel_4,67.2555121556469
channel_5,38.218769348057364
channel_6,31.190826068249272
channel_7,43.097974999382494
channel_8,28.183710972762498
