cv_inf_ms,proc_time_ms
135.31,160.58
140.7,170.85
109.105,137.58
132.775,160.63
130.137,159.18
109.611,133.45
140.269,169.74
81.774,108.82
157.91,193.23
83.475,108.26
82.219,114.48
78.837,108.38
85.285,116.75
99.825,128.27
97.327,130.44
118.55,168.74
122.673,153.82
113.995,141.16
121.933,149.71
111.591,147.73
129.358,160.7
94.672,130.98
92.522,125.26
95.912,127.24
80.288,109.65
108.447,142.8
81.076,114.64
97.819,128.45
138.105,172.18
112.986,142.59
123.796,152.62
112.849,143.65
108.878,133.29
113.323,140.3
102.908,130.43
112.645,135.66
101.713,134.49
102.266,134.09
97.656,141.99
125.657,159.71
96.142,129.55
153.585,186.4
133.751,158.82
114.821,165.95
109.848,141.24
119.253,162.07
114.509,137.12
97.091,121.14
115.773,137.1
98.888,119.66
114.22,133.02
103.025,128.85
102.641,126.81
143.605,164.24
133.597,157.46
121.157,144.49
120.749,146.14
100.507,124.39
109.144,134.97
116.905,140.06
108.218,134.42
113.734,138.78
109.101,133.8
140.821,170.38
125.908,161.72
89.177,120.93
96.216,127.01
96.252,132.66
117.071,148.85
124.678,154.99
133.289,155.92
141.85,173.39
121.189,151.85
112.112,138.1
116.344,141.63
117.713,145.67
118.122,147.34
132.153,166.01
78.733,110.18
121.934,155.11
79.595,109.73
94.945,126.49
115.234,146.39
151.026,182.12
116.514,144.28
135.831,161.02
105.708,137.48
101.081,134.1
102.545,133.19
99.639,131.87
124.658,163.47
112.044,146.94
138.879,173.24
122.799,154.52
145.002,177.3
129.133,157.11
141.598,174.1
130.794,158.77
121.965,181.94
113.498,164.97
147.684,167.14
151.907,168.28
153.3,192.27
116.31,160.7
137.367,199.84
129.545,164.13
122.474,173.58
89.705,142.11
82.152,132.29
89.403,111.59
104.45,134.46
145.65,164.94
77.81,101.91
95.176,114.76
125.308,145.74
122.535,148.56
96.374,123.29
108.786,134.7
138.022,159.67
112.281,136.29
85.279,108.71
97.355,122.73
84.835,113.93
108.767,140.3
83.361,111.22
114.437,144.45
110.071,135.17
84.234,115.03
123.852,149.93
140.417,168.29
148.301,174.54
133.848,160.01
99.063,127.35
99.365,133.62
93.238,124.1
97.497,127.67
95.038,129.12
118.832,151.83
117.651,147.13
95.338,125.49
115.451,147.16
110.854,141.53
91.302,116.89
135.626,164.32
136.377,165.81
123.157,164.37
127.994,162.24
75.897,105.33
109.662,138.63
112.499,145.44
105.067,132.72
91.138,120.0
118.398,152.78
109.123,134.45
112.227,137.19
129.95,160.17
115.906,169.16
163.962,194.21
152.967,194.65
147.733,181.76
143.462,176.51
136.199,168.79
105.634,174.04
122.717,144.6
114.333,132.29
111.19,134.07
134.177,150.97
139.992,164.49
122.698,144.8
107.217,186.52
149.877,189.44
117.386,148.4
132.882,170.85
142.184,186.99
153.682,198.02
138.317,169.97
130.227,166.59
130.036,164.54
119.48,149.81
115.405,150.14
101.172,139.62
123.721,156.98
107.281,145.53
155.485,190.85
105.484,143.16
127.153,158.71
133.919,168.19
112.537,147.08
117.166,149.83
120.952,156.61
125.597,156.26
133.421,162.36
131.804,162.29
122.719,153.3
135.703,168.84
115.045,146.14
146.767,176.26
135.488,165.75
112.438,146.68
149.669,181.17
127.385,161.62
107.773,143.25
125.479,153.53
110.372,142.11
142.669,174.55
133.648,166.54
119.436,152.96
132.062,167.78
138.547,164.28
158.886,193.29
109.021,135.7
109.813,141.5
116.125,144.87
114.618,140.86
136.471,170.96
121.767,155.5
132.263,163.42
112.724,144.71
106.187,175.38
131.888,162.53
90.667,116.64
137.542,165.35
113.952,139.37
133.417,161.13
109.612,139.71
95.676,136.15
102.896,139.07
103.771,136.37
96.759,128.16
105.707,136.78
91.459,122.78
118.169,149.76
145.753,174.6
139.71,169.24
134.751,164.4
134.065,167.04
123.948,153.59
112.009,147.99
139.649,170.73
122.501,152.72
135.557,161.79
152.433,186.87
116.288,146.91
119.698,186.52
143.35,183.99
134.303,163.17
117.684,154.16
116.937,147.96
116.057,154.22
127.434,159.15
116.712,144.9
107.807,135.57
104.271,129.63
136.025,167.21
130.165,163.98
120.275,153.26
117.96,143.91
134.697,167.32
107.903,139.17
116.791,145.76
115.318,144.94
72.208,102.64
109.599,154.12
125.649,172.62
161.709,207.41
137.034,178.21
129.884,160.66
74.975,109.97
109.489,144.92
97.308,132.02
96.157,126.66
126.219,157.48
105.819,139.97
113.794,146.43
114.082,141.35
117.051,143.82
112.649,139.77
105.031,142.23
95.031,130.73
113.449,153.13
123.731,159.64
91.146,121.2
78.221,111.8
130.227,174.29
89.366,117.1
113.15,144.44
109.414,136.18
119.581,151.95
120.815,147.91
111.067,146.05
91.094,126.47
126.184,159.41
136.209,170.13
113.508,142.4
113.072,141.9
114.892,142.53
114.986,140.74
97.332,139.94
96.73,138.07
101.052,140.93
94.21,131.76
95.463,129.62
87.921,123.02
87.862,125.69
88.495,123.99
96.93,130.87
96.395,128.46
96.364,133.46
97.246,136.49
94.164,130.5
119.775,151.01
143.777,177.48
109.788,137.17
129.773,158.65
111.329,154.24
118.341,155.79
130.058,167.85
108.222,137.53
113.817,140.91
122.19,155.5
125.582,153.13
100.646,132.18
91.093,125.77
94.416,128.61
96.799,135.23
97.299,131.73
97.775,128.3
89.243,124.5
95.88,127.64
95.109,130.62
92.876,128.18
93.885,126.27
98.038,134.29
144.607,178.17
114.562,152.51
122.988,154.05
118.066,151.78
103.324,137.07
127.913,166.67
131.828,166.41
99.433,126.43
143.276,174.6
126.709,167.14
131.444,169.47
139.815,172.37
114.792,142.2
143.514,168.47
107.683,143.0
130.557,167.48
121.71,146.98
122.304,166.83
81.619,116.49
113.976,146.88
105.235,138.01
109.039,139.67
119.139,148.12
110.517,138.1
111.061,139.38
132.771,163.78
111.795,139.98
137.887,164.39
75.946,107.06
92.402,121.88
94.154,129.68
118.104,147.89
100.34,137.02
126.249,158.78
88.381,114.89
131.437,162.35
112.941,145.69
123.092,150.3
127.72,155.5
102.943,142.83
129.921,163.62
152.043,184.86
118.325,146.44
111.111,142.86
95.793,129.82
105.689,137.96
137.614,177.99
103.624,135.13
126.114,155.83
113.021,140.79
116.46,143.8
110.418,137.36
134.619,160.91
102.865,140.04
114.564,148.33
158.289,189.42
141.467,184.84
116.579,154.09
128.085,165.36
121.091,152.16
123.445,153.77
133.252,166.38
118.137,150.27
108.223,143.51
111.994,142.74
141.098,171.58
106.428,137.05
110.677,143.29
113.629,140.83
129.348,159.74
136.217,174.99
93.408,129.56
91.545,125.36
93.077,129.15
78.843,110.97
96.706,133.05
94.973,124.9
141.888,177.91
91.87,122.69
133.74,168.06
127.827,157.89
118.698,158.57
131.275,167.22
144.124,180.36
112.851,141.4
119.078,147.05
106.646,139.78
99.537,133.2
119.908,153.41
120.942,152.33
87.779,119.64
118.917,152.49
102.668,129.82
103.706,133.98
118.583,147.23
137.788,169.15
122.657,150.89
112.453,141.47
112.455,138.6
116.626,160.73
135.419,170.17
97.709,128.88
88.114,117.38
111.906,145.74
100.592,127.29
99.998,132.74
112.154,139.14
101.077,130.75
134.969,162.76
117.296,146.21
115.524,144.64
99.793,132.04
94.612,130.16
135.306,170.63
95.527,120.92
94.293,126.59
88.994,123.56
119.2,151.97
94.785,122.8
127.266,160.36
117.683,142.87
120.534,151.7
124.075,175.7
104.822,136.86
103.508,137.27
120.567,154.98
108.218,136.29
160.112,187.95
81.579,116.64
93.003,130.9
109.364,145.08
106.899,140.69
125.211,165.72
123.205,153.66
130.463,157.93
130.265,159.78
154.633,193.47
123.211,151.79
105.205,142.11
102.446,138.62
110.389,142.19
137.245,170.83
128.233,160.75
116.302,147.11
133.375,161.78
151.359,183.8
135.963,166.63
121.208,148.66
139.534,170.61
136.774,174.05
140.83,171.57
128.567,153.92
98.26,135.63
91.248,126.79
101.81,135.27
128.489,163.06
100.375,136.41
99.074,131.21
101.504,131.48
108.577,138.71
115.811,144.07
110.826,140.99
117.818,150.5
125.615,154.3
102.75,137.82
139.916,177.26
127.246,158.87
129.954,159.66
123.579,164.05
113.799,145.4
128.042,160.82
129.034,160.92
131.145,165.84
121.936,157.18
114.738,144.6
123.653,154.28
137.62,169.6
125.233,165.53
99.775,133.1
122.826,160.68
115.948,147.31
100.358,143.59
89.922,129.49
89.962,126.77
121.036,151.57
94.707,131.82
119.254,156.29
112.769,142.14
119.275,149.49
101.592,141.92
102.055,141.61
107.629,142.77
80.367,115.04
100.851,137.93
106.567,141.59
119.877,152.01
112.414,137.32
118.259,149.14
109.662,140.03
118.748,150.81
93.645,129.26
92.243,127.57
98.821,134.9
109.977,147.74
85.083,116.78
118.463,151.26
108.888,147.04
118.151,151.6
117.064,148.55
117.745,151.07
105.011,142.64
129.261,155.95
118.208,146.34
109.683,140.06
109.387,140.08
92.747,129.32
95.697,126.86
95.922,128.84
98.971,134.55
118.105,153.58
121.838,154.62
108.138,137.84
110.758,147.08
116.251,147.82
115.965,140.97
107.013,147.27
117.714,152.22
105.075,137.64
92.318,126.63
80.762,116.48
111.538,147.16
98.57,132.49
125.397,160.38
116.386,145.65
109.807,138.42
102.879,135.39
115.492,144.44
118.968,146.54
114.437,157.5
104.223,138.5
130.772,163.18
117.495,145.74
116.136,148.05
125.84,155.95
139.506,169.55
98.268,135.79
92.11,123.57
127.306,162.37
120.862,152.31
112.354,149.2
103.75,138.36
88.363,115.97
114.647,148.22
101.777,134.22
88.839,128.1
94.953,127.65
123.996,158.96
99.52,131.06
115.811,142.3
112.874,143.89
115.63,142.74
115.103,142.03
134.275,159.93
126.774,160.94
140.73,177.39
132.688,164.89
98.197,129.94
96.203,128.97
101.564,138.95
100.794,133.24
96.211,131.96
112.484,147.98
103.915,136.22
103.011,139.31
88.669,123.68
91.697,120.12
78.842,107.19
92.951,126.81
97.114,128.59
91.181,132.49
98.046,129.0
109.012,138.31
93.855,132.91
95.149,125.78
91.644,125.41
106.041,138.27
109.331,139.52
79.535,106.43
103.667,137.17
117.134,151.0
76.184,106.58
90.831,121.84
93.105,124.65
94.643,129.2
103.999,139.2
91.418,121.68
108.849,141.6
96.545,126.52
97.992,131.61
91.052,120.98
93.757,126.59
105.724,137.84
98.258,132.38
119.78,154.97
77.178,110.18
136.614,175.78
107.698,139.4
118.195,151.46
120.341,156.54
112.797,159.4
115.47,152.52
117.942,154.33
115.858,148.87
125.256,166.31
109.09,145.7
115.371,156.78
78.971,117.92
122.392,161.73
93.565,123.36
120.292,153.66
112.28,142.37
117.076,145.05
120.292,147.77
121.735,153.63
99.846,128.19
101.447,134.68
96.522,129.35
114.328,146.96
116.454,146.22
87.538,117.52
116.155,148.41
117.291,148.85
127.117,152.12
108.622,145.07
92.453,127.64
95.117,131.68
96.49,126.89
90.163,123.08
100.482,140.03
94.235,124.22
96.558,129.98
119.966,155.76
81.07,110.61
91.792,127.19
113.715,148.29
93.728,125.64
82.902,116.32
108.731,142.9
129.606,171.1
98.011,120.91
98.314,131.4
114.345,140.3
111.095,136.08
116.466,146.52
127.65,155.51
127.562,165.92
105.217,137.68
93.592,129.13
112.066,147.91
90.13,115.1
90.933,122.18
112.112,144.83
98.308,131.59
123.111,158.37
128.06,157.33
121.631,148.91
148.903,182.34
145.457,180.87
129.332,156.54
131.597,176.64
128.219,160.44
111.146,142.38
140.841,170.14
116.424,153.06
111.818,147.78
120.529,150.09
122.144,156.62
127.533,157.59
119.638,147.75
104.274,137.42
130.265,168.53
144.72,181.23
135.717,165.59
136.687,165.46
100.076,132.17
116.666,132.17
105.93,122.17
138.864,156.62
143.746,160.55
130.238,150.17
111.725,132.73
115.293,135.23
99.007,124.74
111.213,131.38
113.559,137.84
104.743,129.32
119.276,144.55
136.822,205.27
116.211,140.67
98.905,121.29
106.107,132.97
114.945,140.64
116.655,142.35
125.049,148.2
120.515,161.96
114.085,195.23
146.362,174.04
147.485,175.02
129.776,159.46
117.252,146.42
98.355,143.54
93.177,127.15
105.181,139.04
124.358,156.47
80.61,107.73
91.676,122.05
114.519,148.75
98.877,129.06
83.714,117.43
114.635,146.42
128.586,158.48
118.941,148.65
111.645,141.4
105.64,135.34
114.835,148.27
110.825,142.13
97.382,125.6
81.487,112.93
109.532,144.71
82.262,109.92
135.741,168.04
138.242,169.91
138.831,167.21
132.753,164.21
107.875,135.84
133.3,164.39
115.216,146.81
141.99,172.62
117.833,142.43
91.924,129.4
107.72,136.66
130.617,166.37
140.952,171.55
131.124,161.33
131.017,161.11
84.902,128.14
130.975,142.77
111.187,123.43
154.369,167.39
122.699,135.32
134.238,157.56
72.949,87.52
91.94,114.72
90.361,114.32
138.473,160.35
117.073,183.47
110.378,135.49
104.471,129.76
126.607,152.63
120.496,152.75
134.579,161.05
84.98,110.12
95.516,128.36
139.609,172.31
76.849,105.65
115.696,142.07
130.39,161.35
117.61,150.13
131.041,159.5
136.295,178.77
141.526,167.06
125.087,142.82
112.41,128.41
118.71,135.81
134.765,163.49
101.698,121.72
162.15,185.3
126.539,152.04
139.199,160.85
108.394,145.7
123.273,149.94
123.936,152.67
129.648,156.0
1304.217,1384.46
119.205,129.59
99.678,111.85
96.043,110.17
106.292,120.95
87.825,108.82
101.956,128.95
110.438,124.22
106.709,129.2
129.206,145.28
175.946,197.8
114.928,134.61
122.072,139.76
122.206,139.67
128.737,149.03
124.733,142.48
110.193,135.26
114.099,139.98
113.777,133.17
150.053,175.37
129.923,150.82
160.859,179.95
167.122,207.64
152.328,175.16
153.097,175.67
131.344,148.89
145.528,170.22
137.925,158.25
142.134,160.67
143.632,168.93
125.774,149.89
135.479,160.83
129.605,147.12
132.695,154.17
128.014,157.9
105.986,130.9
125.143,151.58
145.255,162.61
139.848,161.21
149.54,171.51
127.677,157.03
119.672,140.1
138.905,160.87
154.104,178.54
113.351,128.95
136.475,155.83
127.686,148.87
148.895,170.97
164.385,186.06
164.639,185.02
128.935,144.66
108.345,134.8
145.713,165.94
135.61,155.9
159.539,186.97
125.791,141.29
133.227,153.77
135.819,149.77
133.861,150.77
113.656,134.22
132.863,156.94
153.939,171.12
143.349,161.77
113.67,136.62
165.606,184.28
145.808,167.4
155.969,173.82
145.144,172.45
121.19,145.51
135.991,156.96
135.822,153.03
153.36,172.97
124.369,145.01
128.14,146.7
144.468,172.2
152.16,174.41
113.818,128.61
116.161,134.19
140.952,173.74
118.232,174.31
130.555,189.76
146.627,170.93
115.538,139.49
137.138,157.71
125.182,144.63
169.169,192.35
133.722,154.19
162.404,182.4
142.927,168.52
140.296,166.74
120.313,153.13
117.734,138.63
138.114,165.73
120.877,174.66
113.811,142.2
120.216,140.12
148.495,210.69
121.871,143.05
99.089,118.59
143.869,164.56
118.852,139.2
131.4,149.52
107.817,136.94
104.368,133.59
157.62,185.56
138.316,166.67
132.391,156.3
114.838,139.85
106.557,129.21
115.606,143.61
94.476,120.04
97.745,127.39
105.213,149.07
96.099,121.47
117.067,145.24
132.017,163.03
159.155,188.56
109.837,135.57
139.033,165.65
138.771,165.61
132.275,158.02
117.687,143.52
97.003,127.98
107.909,131.03
106.729,134.5
111.004,140.27
99.488,125.62
114.811,140.51
127.24,156.44
126.982,155.0
100.336,126.79
86.796,113.69
145.536,175.28
151.843,173.11
131.707,163.18
144.501,173.03
112.961,136.68
123.676,149.66
118.803,150.14
117.442,147.64
133.19,154.75
118.742,147.39
125.577,164.73
128.429,158.34
121.353,145.66
117.756,140.74
118.989,144.19
104.435,133.54
102.447,126.82
114.785,146.17
132.974,170.04
112.26,142.16
129.563,153.38
127.802,158.38
129.997,156.72
106.163,131.81
168.596,195.18
113.462,141.28
107.397,165.2
111.083,130.03
134.627,153.52
132.102,149.23
104.393,166.11
159.269,178.0
118.414,181.07
134.284,191.75
129.07,183.64
127.752,145.13
134.051,166.07
129.186,176.8
106.358,145.4
130.073,151.28
117.827,159.14
101.515,126.2
138.046,155.42
121.369,144.09
112.285,141.03
126.059,155.93
138.61,154.66
137.576,198.15
147.093,167.75
114.633,135.2
166.555,194.5
115.662,135.27
114.149,136.87
131.597,154.94
114.554,150.58
104.677,133.7
90.342,118.31
99.088,130.66
129.155,157.04
89.553,133.66
152.542,180.81
117.335,141.39
111.855,138.43
114.28,138.96
111.01,135.71
128.599,153.69
120.492,150.58
122.175,159.65
132.806,165.97
115.882,139.75
118.198,144.69
150.892,178.74
128.72,157.5
114.335,140.73
117.696,145.42
116.577,140.37
97.911,139.24
128.621,158.6
125.268,157.06
114.919,142.85
152.082,188.86
152.476,187.79
110.344,139.07
145.851,172.38
163.609,192.97
104.437,132.39
117.343,146.84
113.928,139.94
115.426,141.6
139.297,167.68
91.916,135.7
138.381,162.8
107.632,157.38
110.836,136.84
129.829,152.74
129.954,146.75
125.833,184.54
100.048,125.57
103.156,128.3
90.854,115.12
134.352,166.44
146.764,171.86
113.495,137.98
120.524,141.63
117.892,140.04
113.881,142.24
115.764,139.64
134.658,172.69
113.486,139.06
104.934,134.34
92.135,117.48
100.932,137.26
113.976,139.82
127.66,162.02
129.248,154.39
111.733,136.51
109.626,143.08
107.352,135.92
109.819,133.51
114.948,142.87
107.925,135.77
126.761,151.09
122.309,151.32
109.527,149.93
100.097,128.52
90.883,122.38
104.803,138.44
99.108,133.07
98.879,129.01
98.353,135.8
105.746,141.54
83.333,118.83
99.492,130.42
108.405,142.37
95.125,129.56
96.553,130.1
118.409,141.28
100.657,128.49
97.602,125.77
98.415,126.53
98.456,130.11
99.819,128.75
97.361,131.51
103.22,137.56
96.067,128.97
99.511,128.6
116.944,147.51
91.542,118.71
99.344,130.52
110.145,142.06
92.849,126.24
133.141,155.91
125.868,156.78
84.315,118.6
115.355,131.34
98.461,123.18
117.071,133.84
120.238,141.01
97.531,125.3
107.561,128.69
111.613,130.96
116.768,138.54
101.149,132.53
127.269,149.26
128.258,166.9
108.076,134.63
117.426,177.56
129.097,163.63
156.329,188.96
100.999,132.03
107.325,136.73
101.87,126.71
115.197,142.39
116.172,139.25
118.494,144.21
121.761,147.68
111.77,136.9
139.637,168.29
86.795,112.71
136.001,173.29
93.415,119.16
117.91,149.85
97.481,122.91
110.319,135.11
113.59,136.99
112.53,137.91
120.275,144.78
119.981,146.24
114.569,140.59
102.774,131.29
106.534,140.79
94.836,124.25
109.146,136.1
128.745,169.43
90.766,118.98
135.184,167.2
117.035,138.68
111.773,133.81
118.779,144.85
116.851,138.96
117.327,145.96
104.471,134.88
107.709,137.98
97.099,129.43
97.817,129.49
103.686,135.56
96.507,126.36
103.341,129.92
114.107,142.11
127.768,159.76
115.956,138.97
117.843,142.1
111.802,137.03
108.892,150.57
112.28,139.16
118.922,145.84
130.159,151.06
94.4,126.67
80.414,109.94
99.932,127.99
96.861,126.8
98.717,132.89
104.367,134.93
138.243,171.82
117.49,156.56
116.42,140.14
116.371,138.03
110.714,134.4
118.664,146.49
119.95,143.4
100.232,139.32
97.913,124.99
107.479,132.98
111.991,138.76
91.362,118.03
103.893,131.99
122.721,152.4
81.341,110.36
117.981,139.91
101.009,125.28
88.454,116.53
107.885,134.15
104.125,137.96
100.108,129.02
94.893,124.97
115.192,153.78
101.602,131.98
82.212,113.62
109.671,143.23
79.122,109.06
99.019,133.77
95.558,130.17
93.502,122.02
131.336,163.82
89.543,113.19
112.903,141.17
100.386,126.74
90.929,114.88
104.048,135.2
97.659,129.99
92.857,119.87
103.311,134.63
122.551,151.95
110.162,135.33
119.798,145.05
117.887,144.04
113.898,136.82
126.562,149.77
91.016,120.29
108.374,134.21
101.657,136.46
98.694,128.45
107.565,136.94
98.329,125.17
90.927,125.05
121.849,152.3
78.016,109.09
83.258,117.76
117.828,141.88
94.119,121.8
102.312,131.22
107.758,137.45
94.85,127.94
100.447,134.17
107.595,140.38
106.196,132.29
83.956,109.6
120.493,162.46
102.909,152.57
91.993,120.6
107.273,136.92
120.375,144.4
115.447,141.12
110.832,134.57
100.29,138.44
100.749,130.19
114.45,145.84
98.458,131.59
89.157,120.13
127.393,173.13
100.62,129.82
78.135,106.0
107.14,133.49
124.398,154.36
116.709,139.97
113.62,142.95
112.339,136.44
111.187,136.65
119.894,144.36
112.513,137.6
120.287,141.32
94.343,134.69
94.827,131.15
134.874,167.51
93.43,118.03
83.399,109.9
108.092,139.73
92.062,117.55
92.035,127.2
121.442,144.88
112.945,137.87
111.78,152.82
91.405,124.86
99.717,131.53
99.369,131.12
114.52,137.96
101.146,130.16
114.009,139.88
94.318,126.5
124.908,156.62
75.719,105.32
101.144,127.27
119.117,151.32
118.076,148.92
113.825,137.41
122.46,148.95
110.496,133.93
101.233,139.14
104.967,145.96
93.547,125.56
90.727,123.67
166.018,207.48
119.912,143.01
136.035,161.49
108.401,139.78
99.098,129.09
101.34,133.63
91.126,124.41
92.431,124.32
97.602,130.78
121.563,152.7
102.742,173.67
122.881,148.29
118.94,150.09
114.963,141.26
109.054,144.65
100.907,138.09
115.572,151.0
80.329,111.6
88.721,118.53
100.13,133.66
97.229,125.81
109.64,138.72
97.875,132.76
93.927,124.98
96.804,127.59
109.849,139.96
104.523,134.34
106.096,142.03
84.572,117.4
112.119,144.68
125.186,156.23
112.85,147.8
123.099,147.34
111.945,134.37
150.577,250.93
165.687,207.51
128.881,165.58
127.375,156.99
130.681,159.97
125.335,159.69
133.486,164.55
122.361,157.62
108.879,137.09
142.127,184.27
89.461,118.84
117.697,151.08
89.157,118.43
104.734,133.53
123.447,154.25
128.796,151.83
118.607,144.16
114.716,139.99
111.401,136.11
106.231,140.95
94.441,126.33
97.228,137.5
99.58,130.69
104.21,141.18
96.874,129.39
93.052,127.21
131.537,165.83
119.606,153.58
140.032,167.54
114.574,141.98
120.597,149.89
136.473,166.07
120.628,149.9
131.278,160.91
152.198,181.12
113.267,144.54
92.955,125.64
92.765,122.58
106.732,134.62
112.343,142.21
98.451,127.76
113.987,141.5
131.303,160.59
116.852,143.15
99.995,141.19
125.332,158.07
122.264,159.9
101.085,131.16
89.165,117.71
120.928,148.8
120.748,149.99
135.782,163.19
132.637,165.61
83.091,110.74
101.602,132.67
154.701,179.4
139.589,171.43
115.969,148.43
100.457,138.91
118.504,152.02
164.219,189.29
118.4,146.22
116.336,141.33
130.526,157.16
118.375,149.54
124.197,153.5
119.561,147.63
144.387,170.16
167.303,197.04
130.033,156.99
131.124,160.13
141.501,169.88
138.554,165.45
160.882,197.7
145.067,170.36
109.417,145.12
128.964,157.74
129.928,182.87
138.26,159.06
121.176,140.41
118.048,140.58
137.072,158.69
135.099,157.8
152.931,180.79
126.004,151.62
102.048,135.32
161.599,207.96
122.253,158.92
132.402,165.58
149.866,216.04
116.44,145.59
116.238,142.09
134.254,160.04
119.772,153.98
114.441,151.74
121.319,155.62
65.707,95.67
94.023,126.65
94.943,130.9
101.7,136.57
93.682,125.67
99.589,138.47
156.812,189.19
118.407,144.9
139.325,172.32
80.035,119.21
113.331,151.46
106.085,140.14
119.818,154.78
116.47,150.36
116.475,149.8
145.818,177.65
118.076,150.73
129.981,163.6
136.907,170.65
130.468,165.22
112.754,145.83
90.816,121.03
111.561,144.08
119.259,148.24
101.418,126.79
107.841,142.0
74.511,107.81
113.416,143.32
98.194,128.66
88.832,113.61
127.949,162.66
83.13,122.05
92.854,117.01
147.254,166.09
143.291,192.34
119.668,180.14
116.161,135.11
132.371,154.14
120.152,181.83
112.236,176.44
140.525,206.04
128.816,209.58
142.702,209.87
138.089,161.41
129.71,174.26
102.211,150.03
128.423,149.65
142.413,164.77
113.843,130.25
105.188,124.56
138.917,187.09
102.933,160.8
112.253,139.16
129.513,155.84
140.425,166.34
114.217,138.72
105.342,141.24
136.635,163.13
148.479,178.05
111.046,137.41
119.724,146.05
92.056,122.25
118.965,144.49
111.342,145.2
84.505,112.06
105.836,134.4
109.885,144.25
148.085,179.54
132.627,155.49
119.94,148.89
103.68,141.04
131.619,170.83
99.155,131.06
132.47,159.91
120.638,185.46
105.436,133.33
105.589,141.93
145.944,174.64
90.674,119.22
122.016,157.98
122.166,146.8
99.838,149.19
100.813,130.0
141.572,175.14
105.908,137.88
108.712,138.26
116.147,145.76
111.196,137.49
111.225,140.67
116.924,144.64
116.655,150.0
93.192,120.93
100.206,133.99
149.948,184.63
135.341,166.56
97.531,122.93
111.921,139.81
119.775,145.93
115.478,139.55
112.361,163.05
152.183,188.11
134.684,159.98
138.157,161.0
126.309,156.37
93.49,124.13
89.719,122.97
114.455,144.96
144.272,172.93
102.837,130.02
109.525,135.57
130.931,154.64
110.57,140.16
108.562,135.46
103.529,145.88
93.253,127.52
96.708,126.5
107.717,136.76
122.324,154.85
93.303,137.72
116.896,127.34
109.948,119.75
110.628,120.1
126.774,137.68
113.018,126.28
118.382,130.76
122.599,135.17
124.878,141.88
139.333,194.76
119.2,146.8
102.607,154.7
127.908,149.97
115.357,134.44
105.524,128.03
115.135,136.61
114.604,136.5
112.831,131.66
112.385,137.96
139.015,161.12
115.561,142.83
129.606,160.05
96.976,126.08
96.817,123.29
85.003,114.19
93.524,122.83
129.232,154.93
81.821,109.93
87.486,119.77
106.627,140.91
96.197,127.38
107.009,135.18
92.345,121.11
96.115,124.51
98.383,129.82
136.702,162.84
72.569,139.63
142.229,165.02
143.533,210.03
114.021,144.79
96.83,116.68
93.332,114.17
123.669,146.1
98.784,124.37
97.055,120.69
137.81,170.1
144.953,167.5
114.338,134.09
105.983,123.78
137.792,158.29
124.817,145.84
115.989,133.9
97.525,140.72
139.796,170.45
115.513,140.58
117.891,143.4
138.38,206.05
118.25,198.06
147.326,200.64
138.542,168.59
106.91,130.02
129.873,154.15
109.674,133.23
128.814,151.56
109.993,133.46
143.568,185.89
103.296,125.31
96.849,119.94
86.301,110.81
113.364,137.42
106.006,139.11
145.537,172.33
117.74,140.82
115.271,137.57
110.824,132.69
128.669,152.81
92.605,125.29
94.636,119.72
107.147,129.13
112.999,134.56
103.439,146.95
107.69,144.14
113.778,148.12
113.924,139.0
137.798,166.66
123.298,146.01
112.825,134.42
119.765,143.82
107.737,128.09
118.043,141.66
94.015,125.66
93.731,139.2
98.288,125.68
99.76,132.88
95.278,122.1
104.485,137.88
99.21,125.34
115.647,139.37
101.784,135.12
91.261,123.44
90.706,118.35
120.081,141.37
146.915,185.36
85.035,109.79
77.913,103.08
127.203,151.04
81.865,112.91
135.805,166.02
101.189,129.14
119.774,142.24
115.145,141.9
108.417,131.51
105.9,128.29
118.304,139.15
112.157,136.09
102.725,125.88
114.461,141.86
115.052,134.21
95.84,127.06
115.043,137.98
104.997,126.29
95.15,131.78
95.671,127.56
111.021,132.09
96.519,128.21
104.148,123.7
131.439,152.52
91.871,117.29
94.864,131.24
107.211,130.95
92.073,122.16
131.718,154.07
94.021,121.81
91.951,117.82
110.942,135.0
115.762,138.96
107.899,134.63
92.206,122.65
108.396,128.66
98.655,124.33
97.814,133.62
108.127,130.34
98.066,132.44
101.439,128.59
109.68,132.68
96.7,122.52
105.986,127.44
103.682,126.85
128.03,151.21
91.829,117.77
112.84,136.49
102.814,130.1
92.39,117.74
113.836,137.32
112.038,141.74
91.944,119.31
112.401,136.76
95.54,120.37
102.624,135.19
106.612,129.43
91.777,119.97
107.697,130.02
111.682,136.56
97.69,122.47
108.721,129.12
111.152,134.6
96.881,129.9
109.262,129.92
117.743,142.51
96.688,120.29
99.177,129.11
114.657,136.86
100.25,124.63
96.653,126.19
109.497,129.47
106.136,129.56
95.079,133.59
124.946,146.65
91.172,116.92
110.449,134.05
110.124,131.89
102.936,129.01
107.024,139.43
112.474,131.78
91.912,117.14
101.391,125.9
109.918,128.04
95.773,130.71
97.027,130.79
108.94,130.47
110.387,130.95
99.056,130.58
109.642,130.05
98.545,125.06
105.285,128.32
111.861,133.67
107.504,130.24
108.22,130.39
110.773,132.33
89.092,130.07
109.094,132.56
113.053,135.07
96.951,122.52
109.136,131.23
111.985,131.88
99.28,129.26
100.214,137.78
112.365,135.71
96.051,125.96
121.015,145.18
