,MVC
channel_1,8.977688783258479
channel_2,20.529226218492454
channel_3,27.304277007551022
channel_4,56.46647209269423
channel_5,68.19990333588063
channel_6,42.170230788841266
channel_7,20.4476940765188
channel_8,6.702605553671232
