file_id,window_idx,MAV,WL,IEMG,VAR,ZC,SSC,WAMP,label
Trial_8,19,0.08594307995111647,0.08939059407040101,33.08808578117984,0.0006723479485811252,37,57,364,heavy
Trial_8,20,0.13654664273373937,0.11307786564919606,52.57045745248966,0.001098329906573862,46,65,371,heavy
Trial_8,21,0.18464825814950805,0.07620243525691953,71.0895793875606,0.0005343480370004181,50,75,373,heavy
Trial_8,22,0.21269945532065576,0.0359081364750066,81.88929029845247,9.746201680384606e-05,54,73,372,heavy
Trial_8,23,0.2288152497968328,0.030325167290481486,88.09387117178062,7.788835694538491e-05,53,70,371,heavy
Trial_8,24,0.24305091104322793,0.026608572314872098,93.57460075164275,5.885251543296411e-05,55,75,373,heavy
Trial_8,25,0.25571427477952646,0.024094773938482972,98.4499957901177,4.908380104049891e-05,58,71,379,heavy
Trial_8,26,0.2671461441567776,0.02162680330420913,102.85126550035937,3.894136898771012e-05,51,70,378,heavy
Trial_8,27,0.27314181893863837,0.02191778376158121,105.15960029137577,1.0302863919889012e-05,46,74,375,heavy
Trial_8,28,0.26818613379325335,0.02239803036510213,103.25166151040253,4.186242174359081e-05,45,71,373,heavy
Trial_8,29,0.24797177152291708,0.061476065795743245,95.46913203632307,0.0003374573327795161,48,72,368,heavy
Trial_8,30,0.2066682528854531,0.10383052679482421,79.56727736089944,0.0009578263668732472,47,72,363,heavy
Trial_8,31,0.15995696481910476,0.07782266822663866,61.58343145535533,0.0005448311407210757,40,65,367,heavy
Trial_8,32,0.12896342067232605,0.046081354027327506,49.650916958845535,0.0001625785063440431,34,61,366,heavy
Trial_8,33,0.11134136481244698,0.02509355500769128,42.866425452792086,6.4921023072884e-05,32,60,360,heavy
Trial_8,34,0.10386007118192743,0.004787625300374201,39.98612740504206,9.627059137199074e-07,32,56,368,heavy
Trial_8,35,0.10299858683170715,0.0034667936048048825,39.654455930207256,2.531495516333025e-07,37,56,367,heavy
Trial_8,36,0.10391927189581567,0.0038765360747345656,40.00891967988903,1.2645989633561817e-06,34,62,359,heavy
Trial_8,37,0.10945266869853716,0.019774141300532108,42.13927744893681,3.6359203166027996e-05,28,57,365,heavy
Trial_8,38,0.12373141454002273,0.03737746258009464,47.636594597908754,0.00012690726981574117,29,43,368,heavy
Trial_8,39,0.13954210096332353,0.022725979678418412,53.72370887087956,5.3558516587564356e-05,31,52,364,heavy
Trial_8,40,0.14636523990339514,0.004528627933337248,56.35061736280713,8.064579035032881e-07,31,63,363,heavy
Trial_8,41,0.1440392501547093,0.017020250149393706,55.45511130956308,2.1334297606459573e-05,30,66,365,heavy
Trial_8,42,0.13235294961736238,0.03306785920576434,50.95588560268452,9.999894815259469e-05,30,72,361,heavy
Trial_8,43,0.12014786273473245,0.02691656366075018,46.256927152871995,2.8168464463945117e-05,27,70,347,heavy
