Application:, Trigno Discover (2.0.1.2)
Date/Time:, 5/14/2025 12:44:34 PM
Collection Length (seconds):, 29.4435
Forearm 2 (83169), , , , , , , , Forearm 1 (82633), , , , , , , , Biceps (83254), , , , , , , , Triceps (83087)
sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G)
, 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.0051923, 0.021149, 0.135, -0.2949219, 0.135, -0.940918, 0.135, 0.1494141, 0.0051923, -0.005539, 0.135, 0.3632812, 0.135, -0.9038086, 0.135, -0.1889648, 0.0051923, -0.0072175, 0.135, 0.1137695, 0.135, -0.9873047, 0.135, 0.0556641, 0.0051923, 0.005539, 0.135, -0.2788086, 0.135, -0.9453125, 0.135, 0.0727539, , , , , , , , , , , , , , , , , , , , , , 
0.0057115, 0.0186313, 0.1485, -0.2963867, 0.1485, -0.9394531, 0.1485, 0.1489258, 0.0057115, -0.0085603, 0.1485, 0.3696289, 0.1485, -0.9077148, 0.1485, -0.1826172, 0.0057115, -0.0085603, 0.1485, 0.1166992, 0.1485, -0.9882812, 0.1485, 0.0585938, 0.0057115, 0.0028534, 0.1485, -0.2739258, 0.1485, -0.9487305, 0.1485, 0.0664062, , , , , , , , , , , , , , , , , , , , , , 
0.0062308, 0.0166171, 0.162, -0.2939453, 0.162, -0.9458008, 0.162, 0.1538086, 0.0062308, -0.0087282, 0.162, 0.3745117, 0.162, -0.9077148, 0.162, -0.1835938, 0.0062308, -0.008896, 0.162, 0.1230469, 0.162, -0.9868164, 0.162, 0.0576172, 0.0062308, -0.0016785, 0.162, -0.2719727, 0.162, -0.9555664, 0.162, 0.0605469, , , , , , , , , , , , , , , , , , , , , , 
0.00675, 0.0162814, 0.1755, -0.2919922, 0.1755, -0.9516602, 0.1755, 0.159668, 0.00675, -0.0060426, 0.1755, 0.3847656, 0.1755, -0.9091797, 0.1755, -0.190918, 0.00675, -0.0109102, 0.1755, 0.1240234, 0.1755, -0.9941406, 0.1755, 0.0610352, 0.00675, -0.0063783, 0.1755, -0.277832, 0.1755, -0.9624023, 0.1755, 0.050293, , , , , , , , , , , , , , , , , , , , , , 
0.0072692, 0.0159457, 0.189, -0.3032227, 0.189, -0.9692383, 0.189, 0.1630859, 0.0072692, -0.0068818, 0.189, 0.3891602, 0.189, -0.9257812, 0.189, -0.1943359, 0.0072692, -0.012253, 0.189, 0.1123047, 0.189, -1.015625, 0.189, 0.0610352, 0.0072692, -0.008896, 0.189, -0.2792969, 0.189, -0.9711914, 0.189, 0.0512695, , , , , , , , , , , , , , , , , , , , , , 
0.0077885, 0.014435, 0.2025, -0.3120117, 0.2025, -0.9799805, 0.2025, 0.1601562, 0.0077885, -0.0095674, 0.2025, 0.3876953, 0.2025, -0.9453125, 0.2025, -0.1938477, 0.0077885, -0.0125887, 0.2025, 0.1064453, 0.2025, -1.0410156, 0.2025, 0.0683594, 0.0077885, -0.0099031, 0.2025, -0.2836914, 0.2025, -0.9907227, 0.2025, 0.0522461, , , , , , , , , , , , , , , , , , , , , , 
0.0083077, 0.0090639, 0.216, -0.3256836, 0.216, -0.9946289, 0.216, 0.1572266, 0.0083077, -0.0085603, 0.216, 0.3891602, 0.216, -0.9614258, 0.216, -0.1860352, 0.0083077, -0.0115816, 0.216, 0.1049805, 0.216, -1.0551758, 0.216, 0.0737305, 0.0083077, -0.0078889, 0.216, -0.2832031, 0.216, -1.0073242, 0.216, 0.0527344, , , , , , , , , , , , , , , , , , , , , , 
0.0088269, 0.0035248, 0.2295, -0.3266602, 0.2295, -0.996582, 0.2295, 0.1630859, 0.0088269, -0.0072175, 0.2295, 0.4003906, 0.2295, -0.9614258, 0.2295, -0.1811523, 0.0088269, -0.0109102, 0.2295, 0.1118164, 0.2295, -1.046875, 0.2295, 0.0683594, 0.0088269, -0.0041962, 0.2295, -0.2797852, 0.2295, -1.0039062, 0.2295, 0.0566406, , , , , , , , , , , , , , , , , , , , , , 
0.0093462, 0.0008392, 0.243, -0.3149414, 0.243, -0.9912109, 0.243, 0.1665039, 0.0093462, -0.0082246, 0.243, 0.4135742, 0.243, -0.9516602, 0.243, -0.1870117, 0.0093462, -0.0105745, 0.243, 0.128418, 0.243, -1.0307617, 0.243, 0.0625, 0.0093462, 0.0008392, 0.243, -0.2788086, 0.243, -0.9912109, 0.243, 0.0634766, , , , , , , , , , , , , , , , , , , , , , 
0.0098654, 0.0026856, 0.2565, -0.284668, 0.2565, -0.9824219, 0.2565, 0.1704102, 0.0098654, -0.0090639, 0.2565, 0.4130859, 0.2565, -0.9365234, 0.2565, -0.1982422, 0.0098654, -0.0095674, 0.2565, 0.1386719, 0.2565, -1.0219727, 0.2565, 0.0585938, 0.0098654, 0.005539, 0.2565, -0.2802734, 0.2565, -0.9760742, 0.2565, 0.0786133, , , , , , , , , , , , , , , , , , , , , , 
0.0103846, 0.0025177, 0.27, -0.2641602, 0.27, -0.9746094, 0.27, 0.1791992, 0.0103846, -0.0083925, 0.27, 0.4023438, 0.27, -0.9267578, 0.27, -0.2089844, 0.0103846, -0.0077211, 0.27, 0.1489258, 0.27, -1.0068359, 0.27, 0.0532227, 0.0103846, 0.0090639, 0.27, -0.277832, 0.27, -0.9716797, 0.27, 0.0874023, , , , , , , , , , , , , , , , , , , , , , 
0.0109038, -0.0001678, 0.2835, -0.2763672, 0.2835, -0.9716797, 0.2835, 0.1743164, 0.0109038, -0.0070497, 0.2835, 0.3916016, 0.2835, -0.9272461, 0.2835, -0.2158203, 0.0109038, -0.0078889, 0.2835, 0.1455078, 0.2835, -1.0009766, 0.2835, 0.0512695, 0.0109038, 0.0132601, 0.2835, -0.2758789, 0.2835, -0.965332, 0.2835, 0.0913086, , , , , , , , , , , , , , , , , , , , , , 
0.0114231, -0.0001678, 0.297, -0.2944336, 0.297, -0.9658203, 0.297, 0.1723633, 0.0114231, -0.0065461, 0.297, 0.3730469, 0.297, -0.9248047, 0.297, -0.2202148, 0.0114231, -0.0082246, 0.297, 0.1381836, 0.297, -1.0058594, 0.297, 0.0561523, 0.0114231, 0.0166171, 0.297, -0.2783203, 0.297, -0.9711914, 0.297, 0.0859375, , , , , , , , , , , , , , , , , , , , , , 
0.0119423, 0.0005035, 0.3105, -0.3168945, 0.3105, -0.9755859, 0.3105, 0.1787109, 0.0119423, -0.0065461, 0.3105, 0.359375, 0.3105, -0.9316406, 0.3105, -0.2241211, 0.0119423, -0.005539, 0.3105, 0.1279297, 0.3105, -1.0209961, 0.3105, 0.0576172, 0.0119423, 0.0206455, 0.3105, -0.2890625, 0.3105, -0.9863281, 0.3105, 0.0776367, , , , , , , , , , , , , , , , , , , , , , 
0.0124615, 0.0025177, 0.324, -0.3393555, 0.324, -1.0019531, 0.324, 0.1723633, 0.0124615, -0.0072175, 0.324, 0.3652344, 0.324, -0.9506836, 0.324, -0.2192383, 0.0124615, -0.0038605, 0.324, 0.1142578, 0.324, -1.0449219, 0.324, 0.059082, 0.0124615, 0.026688, 0.324, -0.3046875, 0.324, -1.012207, 0.324, 0.0693359, , , , , , , , , , , , , , , , , , , , , , 
0.0129808, 0.0005035, 0.3375, -0.3427734, 0.3375, -1.0229492, 0.3375, 0.1611328, 0.0129808, -0.0063783, 0.3375, 0.3886719, 0.3375, -0.9770508, 0.3375, -0.2036133, 0.0129808, -0.0068818, 0.3375, 0.0932617, 0.3375, -1.0732422, 0.3375, 0.0576172, 0.0129808, 0.030045, 0.3375, -0.3095703, 0.3375, -1.0258789, 0.3375, 0.0644531, , , , , , , , , , , , , , , , , , , , , , 
0.0135, -0.0018463, 0.351, -0.3198242, 0.351, -1.0336914, 0.351, 0.1655273, 0.0135, -0.0057069, 0.351, 0.4101562, 0.351, -0.9912109, 0.351, -0.1875, 0.0135, -0.0083925, 0.351, 0.0834961, 0.351, -1.0771484, 0.351, 0.0473633, 0.0135, 0.0330663, 0.351, -0.3012695, 0.351, -1.0268555, 0.351, 0.0615234, , , , , , , , , , , , , , , , , , , , , , 
0.0140192, 0.0008392, 0.3645, -0.3056641, 0.3645, -1.0327148, 0.3645, 0.1674805, 0.0140192, -0.0072175, 0.3645, 0.4238281, 0.3645, -0.9902344, 0.3645, -0.1821289, 0.0140192, -0.0068818, 0.3645, 0.0947266, 0.3645, -1.0595703, 0.3645, 0.0263672, 0.0140192, 0.0357519, 0.3645, -0.2792969, 0.3645, -1.0185547, 0.3645, 0.0576172, , , , , , , , , , , , , , , , , , , , , , 
0.0145385, 0.0052033, 0.378, -0.2739258, 0.378, -1.0083008, 0.378, 0.1655273, 0.0145385, -0.0095674, 0.378, 0.4150391, 0.378, -0.9575195, 0.378, -0.1933594, 0.0145385, -0.0045319, 0.378, 0.1147461, 0.378, -1.0180664, 0.378, 0.0151367, 0.0145385, 0.0384375, 0.378, -0.2475586, 0.378, -0.9941406, 0.378, 0.0620117, , , , , , , , , , , , , , , , , , , , , , 
0.0150577, 0.0085603, 0.3915, -0.2475586, 0.3915, -0.9726562, 0.3915, 0.1601562, 0.0150577, -0.0102388, 0.3915, 0.3813477, 0.3915, -0.9077148, 0.3915, -0.2114258, 0.0150577, -0.0052033, 0.3915, 0.1225586, 0.3915, -0.9921875, 0.3915, 0.0136719, 0.0150577, 0.0391089, 0.3915, -0.2314453, 0.3915, -0.9516602, 0.3915, 0.0712891, , , , , , , , , , , , , , , , , , , , , , 
0.0155769, 0.0082246, 0.405, -0.2319336, 0.405, -0.9296875, 0.405, 0.159668, 0.0155769, -0.0097353, 0.405, 0.3310547, 0.405, -0.862793, 0.405, -0.2260742, 0.0155769, -0.0070497, 0.405, 0.1381836, 0.405, -0.940918, 0.405, 0.0136719, 0.0155769, 0.0377661, 0.405, -0.2255859, 0.405, -0.909668, 0.405, 0.0791016, , , , , , , , , , , , , , , , , , , , , , 
0.0160962, 0.0068818, 0.4185, -0.2446289, 0.4185, -0.8945312, 0.4185, 0.1533203, 0.0160962, -0.008896, 0.4185, 0.3081055, 0.4185, -0.8447266, 0.4185, -0.2324219, 0.0160962, -0.0068818, 0.4185, 0.1518555, 0.4185, -0.9072266, 0.4185, 0.019043, 0.0160962, 0.0320592, 0.4185, -0.2211914, 0.4185, -0.8793945, 0.4185, 0.0839844, , , , , , , , , , , , , , , , , , , , , , 
0.0166154, 0.0092317, 0.432, -0.2700195, 0.432, -0.8676758, 0.432, 0.1450195, 0.0166154, -0.0095674, 0.432, 0.28125, 0.432, -0.8203125, 0.432, -0.2353516, 0.0166154, -0.0068818, 0.432, 0.1469727, 0.432, -0.8911133, 0.432, 0.0297852, 0.0166154, 0.0256809, 0.432, -0.2250977, 0.432, -0.8691406, 0.432, 0.0810547, , , , , , , , , , , , , , , , , , , , , , 
0.0171346, 0.0119173, 0.4455, -0.2929688, 0.4455, -0.862793, 0.4455, 0.1474609, 0.0171346, -0.0102388, 0.4455, 0.2802734, 0.4455, -0.8154297, 0.4455, -0.2255859, 0.0171346, -0.0062104, 0.4455, 0.1269531, 0.4455, -0.8984375, 0.4455, 0.0454102, 0.0171346, 0.0218204, 0.4455, -0.2436523, 0.4455, -0.8730469, 0.4455, 0.0693359, , , , , , , , , , , , , , , , , , , , , , 
0.0176538, 0.0159457, 0.459, -0.3041992, 0.459, -0.8740234, 0.459, 0.1508789, 0.0176538, -0.0095674, 0.459, 0.3095703, 0.459, -0.8295898, 0.459, -0.2080078, 0.0176538, -0.005539, 0.459, 0.1054688, 0.459, -0.925293, 0.459, 0.0541992, 0.0176538, 0.0179599, 0.459, -0.2573242, 0.459, -0.8911133, 0.459, 0.0541992, , , , , , , , , , , , , , , , , , , , , , 
0.0181731, 0.0199741, 0.4725, -0.2998047, 0.4725, -0.890625, 0.4725, 0.1586914, 0.0181731, -0.008896, 0.4725, 0.3608398, 0.4725, -0.847168, 0.4725, -0.1870117, 0.0181731, -0.0057069, 0.4725, 0.0859375, 0.4725, -0.9433594, 0.4725, 0.0615234, 0.0181731, 0.01561, 0.4725, -0.2626953, 0.4725, -0.8994141, 0.4725, 0.046875, , , , , , , , , , , , , , , , , , , , , , 
0.0186923, 0.0246738, 0.486, -0.2851562, 0.486, -0.8959961, 0.486, 0.1625977, 0.0186923, -0.0085603, 0.486, 0.4023438, 0.486, -0.8554688, 0.486, -0.1743164, 0.0186923, -0.0072175, 0.486, 0.0791016, 0.486, -0.9453125, 0.486, 0.0605469, 0.0186923, 0.0139315, 0.486, -0.265625, 0.486, -0.8950195, 0.486, 0.0478516, , , , , , , , , , , , , , , , , , , , , , 
0.0192115, 0.0265202, 0.4995, -0.2612305, 0.4995, -0.8935547, 0.4995, 0.1689453, 0.0192115, -0.0075532, 0.4995, 0.4145508, 0.4995, -0.8535156, 0.4995, -0.1777344, 0.0192115, -0.0078889, 0.4995, 0.0966797, 0.4995, -0.9433594, 0.4995, 0.0581055, 0.0192115, 0.0132601, 0.4995, -0.2700195, 0.4995, -0.890625, 0.4995, 0.0537109, , , , , , , , , , , , , , , , , , , , , , 
0.0197308, 0.0246738, 0.513, -0.2509766, 0.513, -0.9013672, 0.513, 0.1782227, 0.0197308, -0.0075532, 0.513, 0.3930664, 0.513, -0.855957, 0.513, -0.2021484, 0.0197308, -0.0065461, 0.513, 0.125, 0.513, -0.956543, 0.513, 0.0615234, 0.0197308, 0.0109102, 0.513, -0.2900391, 0.513, -0.8979492, 0.513, 0.0634766, , , , , , , , , , , , , , , , , , , , , , 
0.02025, 0.0234989, 0.5265, -0.2841797, 0.5265, -0.9335938, 0.5265, 0.171875, 0.02025, -0.0082246, 0.5265, 0.3754883, 0.5265, -0.8808594, 0.5265, -0.2207031, 0.02025, -0.005539, 0.5265, 0.1293945, 0.5265, -0.9736328, 0.5265, 0.0649414, 0.02025, 0.0104067, 0.5265, -0.3066406, 0.5265, -0.9248047, 0.5265, 0.0766602, , , , , , , , , , , , , , , , , , , , , , 
0.0207692, 0.0248417, 0.54, -0.3125, 0.54, -0.9560547, 0.54, 0.1689453, 0.0207692, -0.0085603, 0.54, 0.3662109, 0.54, -0.9033203, 0.54, -0.2192383, 0.0207692, -0.0063783, 0.54, 0.121582, 0.54, -1.0317383, 0.54, 0.0634766, 0.0207692, 0.0099031, 0.54, -0.3164062, 0.54, -0.9794922, 0.54, 0.0810547, , , , , , , , , , , , , , , , , , , , , , 
0.0212885, 0.0271916, 0.5535, -0.3613281, 0.5535, -1.019043, 0.5535, 0.1567383, 0.0212885, -0.0085603, 0.5535, 0.3632812, 0.5535, -0.9736328, 0.5535, -0.206543, 0.0212885, -0.0068818, 0.5535, 0.1010742, 0.5535, -1.109375, 0.5535, 0.0595703, 0.0212885, 0.0085603, 0.5535, -0.3168945, 0.5535, -1.0551758, 0.5535, 0.0737305, , , , , , , , , , , , , , , , , , , , , , 
0.0218077, 0.0219883, 0.567, -0.394043, 0.567, -1.0844727, 0.567, 0.1494141, 0.0218077, -0.0095674, 0.567, 0.3803711, 0.567, -1.0551758, 0.567, -0.1865234, 0.0218077, -0.0072175, 0.567, 0.0751953, 0.567, -1.1723633, 0.567, 0.0449219, 0.0218077, 0.0092317, 0.567, -0.2983398, 0.567, -1.1103516, 0.567, 0.0664062, , , , , , , , , , , , , , , , , , , , , , 
0.0223269, 0.0172885, 0.5805, -0.3720703, 0.5805, -1.1293945, 0.5805, 0.1416016, 0.0223269, -0.0102388, 0.5805, 0.4194336, 0.5805, -1.0991211, 0.5805, -0.1728516, 0.0223269, -0.0082246, 0.5805, 0.0649414, 0.5805, -1.1850586, 0.5805, 0.0263672, 0.0223269, 0.0085603, 0.5805, -0.2631836, 0.5805, -1.1201172, 0.5805, 0.0629883, , , , , , , , , , , , , , , , , , , , , , 
0.0228462, 0.0179599, 0.594, -0.2939453, 0.594, -1.1274414, 0.594, 0.1494141, 0.0228462, -0.0102388, 0.594, 0.4462891, 0.594, -1.0874023, 0.594, -0.1767578, 0.0228462, -0.008896, 0.594, 0.0991211, 0.594, -1.128418, 0.594, 0.0014648, 0.0228462, 0.0097353, 0.594, -0.2216797, 0.594, -1.0830078, 0.594, 0.0683594, , , , , , , , , , , , , , , , , , , , , , 
0.0233654, 0.0213169, 0.6075, -0.1904297, 0.6075, -1.0693359, 0.6075, 0.1591797, 0.0233654, -0.0109102, 0.6075, 0.421875, 0.6075, -1.0214844, 0.6075, -0.2080078, 0.0233654, -0.0075532, 0.6075, 0.1699219, 0.6075, -1.0332031, 0.6075, -0.0170898, 0.0233654, 0.0125887, 0.6075, -0.1914062, 0.6075, -1.0200195, 0.6075, 0.0834961, , , , , , , , , , , , , , , , , , , , , , 
0.0238846, 0.0243381, 0.621, -0.1303711, 0.621, -0.9951172, 0.621, 0.1704102, 0.0238846, -0.0114137, 0.621, 0.3540039, 0.621, -0.9365234, 0.621, -0.262207, 0.0238846, -0.0063783, 0.621, 0.2294922, 0.621, -0.9448242, 0.621, -0.0131836, 0.0238846, 0.0119173, 0.621, -0.1879883, 0.621, -0.9580078, 0.621, 0.1040039, , , , , , , , , , , , , , , , , , , , , , 
0.0244038, 0.0260166, 0.6345, -0.1557617, 0.6345, -0.9389648, 0.6345, 0.1713867, 0.0244038, -0.0095674, 0.6345, 0.2817383, 0.6345, -0.8662109, 0.6345, -0.300293, 0.0244038, -0.0062104, 0.6345, 0.2402344, 0.6345, -0.8930664, 0.6345, 0, 0.0244038, 0.0082246, 0.6345, -0.2001953, 0.6345, -0.9130859, 0.6345, 0.1147461, , , , , , , , , , , , , , , , , , , , , , 
0.0249231, 0.0226596, 0.648, -0.2246094, 0.648, -0.9023438, 0.648, 0.1591797, 0.0249231, -0.0075532, 0.648, 0.2368164, 0.648, -0.8393555, 0.648, -0.2924805, 0.0249231, -0.0085603, 0.648, 0.2241211, 0.648, -0.8881836, 0.648, 0.012207, 0.0249231, 0.0075532, 0.648, -0.2094727, 0.648, -0.9008789, 0.648, 0.1147461, , , , , , , , , , , , , , , , , , , , , , 
0.0254423, 0.0193027, 0.6615, -0.2895508, 0.6615, -0.894043, 0.6615, 0.1503906, 0.0254423, -0.0078889, 0.6615, 0.2368164, 0.6615, -0.8388672, 0.6615, -0.2783203, 0.0254423, -0.0099031, 0.6615, 0.1748047, 0.6615, -0.9145508, 0.6615, 0.0375977, 0.0254423, 0.0065461, 0.6615, -0.2333984, 0.6615, -0.8955078, 0.6615, 0.1074219, , , , , , , , , , , , , , , , , , , , , , 
0.0259615, 0.0176242, 0.675, -0.3334961, 0.675, -0.9082031, 0.675, 0.1494141, 0.0259615, -0.0095674, 0.675, 0.2705078, 0.675, -0.8564453, 0.675, -0.2363281, 0.0259615, -0.0078889, 0.675, 0.1210938, 0.675, -0.9541016, 0.675, 0.0566406, 0.0259615, 0.0028534, 0.675, -0.2612305, 0.675, -0.9160156, 0.675, 0.0922852, , , , , , , , , , , , , , , , , , , , , , 
0.0264808, 0.0166171, 0.6885, -0.3476562, 0.6885, -0.9272461, 0.6885, 0.1630859, 0.0264808, -0.0109102, 0.6885, 0.3374023, 0.6885, -0.8852539, 0.6885, -0.1914062, 0.0264808, -0.0075532, 0.6885, 0.0825195, 0.6885, -0.9887695, 0.6885, 0.0712891, 0.0264808, -0.0025177, 0.6885, -0.2851562, 0.6885, -0.9453125, 0.6885, 0.065918, , , , , , , , , , , , , , , , , , , , , , 
0.027, 0.0203098, 0.702, -0.34375, 0.702, -0.9370117, 0.702, 0.1655273, 0.027, -0.008896, 0.702, 0.4091797, 0.702, -0.9082031, 0.702, -0.1674805, 0.027, -0.010071, 0.702, 0.0654297, 0.702, -1.0131836, 0.702, 0.0859375, 0.027, -0.0075532, 0.702, -0.3081055, 0.702, -0.9628906, 0.702, 0.0419922, , , , , , , , , , , , , , , , , , , , , , 
