Application:, Trigno Discover (2.0.1.2)
Date/Time:, 5/14/2025 12:39:25 PM
Collection Length (seconds):, 31.482
Forearm 2 (83169), , , , , , , , Forearm 1 (82633), , , , , , , , Biceps (83254), , , , , , , , Triceps (83087)
sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G)
, 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.0051923, 0.0005035, 0.135, -0.2866211, 0.135, -0.9677734, 0.135, 0.1450195, 0.0051923, -0.0078889, 0.135, 0.362793, 0.135, -0.9238281, 0.135, -0.1948242, 0.0051923, -0.0008392, 0.135, 0.1210938, 0.135, -1.0009766, 0.135, 0.0341797, 0.0051923, 0.0364233, 0.135, -0.2216797, 0.135, -0.9824219, 0.135, 0.0180664, , , , , , , , , , , , , , , , , , , , , , 
0.0057115, 0.002182, 0.1485, -0.2861328, 0.1485, -0.9667969, 0.1485, 0.1411133, 0.0057115, -0.0077211, 0.1485, 0.3666992, 0.1485, -0.9223633, 0.1485, -0.1894531, 0.0057115, -0.0008392, 0.1485, 0.1171875, 0.1485, -1.0019531, 0.1485, 0.0322266, 0.0057115, 0.0404517, 0.1485, -0.2192383, 0.1485, -0.9765625, 0.1485, 0.015625, , , , , , , , , , , , , , , , , , , , , , 
0.0062308, 0.0035248, 0.162, -0.2885742, 0.162, -0.9682617, 0.162, 0.1401367, 0.0062308, -0.0082246, 0.162, 0.3637695, 0.162, -0.925293, 0.162, -0.1865234, 0.0062308, -0.0015106, 0.162, 0.1098633, 0.162, -1.0019531, 0.162, 0.0249023, 0.0062308, 0.0412909, 0.162, -0.2158203, 0.162, -0.9760742, 0.162, 0.0185547, , , , , , , , , , , , , , , , , , , , , , 
0.00675, 0.0048676, 0.1755, -0.2841797, 0.1755, -0.9702148, 0.1755, 0.140625, 0.00675, -0.0082246, 0.1755, 0.3564453, 0.1755, -0.9262695, 0.1755, -0.1879883, 0.00675, -0.0011749, 0.1755, 0.1171875, 0.1755, -1.0014648, 0.1755, 0.0239258, 0.00675, 0.0387732, 0.1755, -0.2148438, 0.1755, -0.9819336, 0.1755, 0.0234375, , , , , , , , , , , , , , , , , , , , , , 
0.0072692, 0.0048676, 0.189, -0.2851562, 0.189, -0.9697266, 0.189, 0.1386719, 0.0072692, -0.0075532, 0.189, 0.3530273, 0.189, -0.9238281, 0.189, -0.1938477, 0.0072692, -0.0011749, 0.189, 0.1289062, 0.189, -1, 0.189, 0.0297852, 0.0072692, 0.0340734, 0.189, -0.2177734, 0.189, -0.9858398, 0.189, 0.0195312, , , , , , , , , , , , , , , , , , , , , , 
0.0077885, 0.0105745, 0.2025, -0.2944336, 0.2025, -0.9711914, 0.2025, 0.140625, 0.0077885, -0.005539, 0.2025, 0.3544922, 0.2025, -0.9262695, 0.2025, -0.1948242, 0.0077885, -0.002182, 0.2025, 0.1279297, 0.2025, -1.0043945, 0.2025, 0.0307617, 0.0077885, 0.026688, 0.2025, -0.2197266, 0.2025, -0.987793, 0.2025, 0.015625, , , , , , , , , , , , , , , , , , , , , , 
0.0083077, 0.0125887, 0.216, -0.296875, 0.216, -0.96875, 0.216, 0.1386719, 0.0083077, -0.0043641, 0.216, 0.3554688, 0.216, -0.9316406, 0.216, -0.1918945, 0.0083077, -0.0038605, 0.216, 0.1245117, 0.216, -1.0058594, 0.216, 0.0327148, 0.0083077, 0.0206455, 0.216, -0.2216797, 0.216, -0.9833984, 0.216, 0.0180664, , , , , , , , , , , , , , , , , , , , , , 
0.0088269, 0.0119173, 0.2295, -0.2919922, 0.2295, -0.9711914, 0.2295, 0.1391602, 0.0088269, -0.0035248, 0.2295, 0.3579102, 0.2295, -0.9301758, 0.2295, -0.1875, 0.0088269, -0.0058747, 0.2295, 0.1142578, 0.2295, -1.0058594, 0.2295, 0.0322266, 0.0088269, 0.018967, 0.2295, -0.2216797, 0.2295, -0.9824219, 0.2295, 0.0209961, , , , , , , , , , , , , , , , , , , , , , 
0.0093462, 0.0152743, 0.243, -0.2827148, 0.243, -0.9677734, 0.243, 0.1420898, 0.0093462, -0.0041962, 0.243, 0.362793, 0.243, -0.9282227, 0.243, -0.1875, 0.0093462, -0.0058747, 0.243, 0.1171875, 0.243, -1.0039062, 0.243, 0.0288086, 0.0093462, 0.0171206, 0.243, -0.2182617, 0.243, -0.9833984, 0.243, 0.0229492, , , , , , , , , , , , , , , , , , , , , , 
0.0098654, 0.018967, 0.2565, -0.2841797, 0.2565, -0.96875, 0.2565, 0.1401367, 0.0098654, -0.0041962, 0.2565, 0.3666992, 0.2565, -0.9248047, 0.2565, -0.1879883, 0.0098654, -0.0038605, 0.2565, 0.1210938, 0.2565, -1.0039062, 0.2565, 0.0249023, 0.0098654, 0.0135958, 0.2565, -0.2163086, 0.2565, -0.9829102, 0.2565, 0.0244141, , , , , , , , , , , , , , , , , , , , , , 
0.0103846, 0.0186313, 0.27, -0.2871094, 0.27, -0.9633789, 0.27, 0.1367188, 0.0103846, -0.0050355, 0.27, 0.3637695, 0.27, -0.9213867, 0.27, -0.1889648, 0.0103846, -0.0025177, 0.27, 0.1201172, 0.27, -0.9975586, 0.27, 0.0273438, 0.0103846, 0.0109102, 0.27, -0.2182617, 0.27, -0.9814453, 0.27, 0.0263672, , , , , , , , , , , , , , , , , , , , , , 
0.0109038, 0.0179599, 0.2835, -0.2910156, 0.2835, -0.9614258, 0.2835, 0.1401367, 0.0109038, -0.005539, 0.2835, 0.3544922, 0.2835, -0.9208984, 0.2835, -0.1894531, 0.0109038, -0.0038605, 0.2835, 0.1186523, 0.2835, -0.9975586, 0.2835, 0.0283203, 0.0109038, 0.0099031, 0.2835, -0.2192383, 0.2835, -0.9770508, 0.2835, 0.0180664, , , , , , , , , , , , , , , , , , , , , , 
0.0114231, 0.0196384, 0.297, -0.2963867, 0.297, -0.9614258, 0.297, 0.1367188, 0.0114231, -0.005539, 0.297, 0.3510742, 0.297, -0.9228516, 0.297, -0.1884766, 0.0114231, -0.0048676, 0.297, 0.1147461, 0.297, -0.9975586, 0.297, 0.0332031, 0.0114231, 0.0092317, 0.297, -0.2246094, 0.297, -0.9765625, 0.297, 0.0209961, , , , , , , , , , , , , , , , , , , , , , 
0.0119423, 0.0229953, 0.3105, -0.2919922, 0.3105, -0.9663086, 0.3105, 0.1357422, 0.0119423, -0.005539, 0.3105, 0.3515625, 0.3105, -0.9233398, 0.3105, -0.1884766, 0.0119423, -0.0062104, 0.3105, 0.1123047, 0.3105, -0.9995117, 0.3105, 0.0341797, 0.0119423, 0.0082246, 0.3105, -0.2294922, 0.3105, -0.9755859, 0.3105, 0.0205078, , , , , , , , , , , , , , , , , , , , , , 
0.0124615, 0.0246738, 0.324, -0.2880859, 0.324, -0.9667969, 0.324, 0.1396484, 0.0124615, -0.0062104, 0.324, 0.3554688, 0.324, -0.9238281, 0.324, -0.190918, 0.0124615, -0.0082246, 0.324, 0.1118164, 0.324, -1.0029297, 0.324, 0.0288086, 0.0124615, 0.0068818, 0.324, -0.2236328, 0.324, -0.9760742, 0.324, 0.019043, , , , , , , , , , , , , , , , , , , , , , 
0.0129808, 0.0246738, 0.3375, -0.2856445, 0.3375, -0.9614258, 0.3375, 0.1367188, 0.0129808, -0.0070497, 0.3375, 0.359375, 0.3375, -0.9228516, 0.3375, -0.1875, 0.0129808, -0.0119173, 0.3375, 0.1210938, 0.3375, -0.9956055, 0.3375, 0.0292969, 0.0129808, 0.0057069, 0.3375, -0.2104492, 0.3375, -0.9755859, 0.3375, 0.0166016, , , , , , , , , , , , , , , , , , , , , , 
0.0135, 0.0203098, 0.351, -0.2822266, 0.351, -0.9594727, 0.351, 0.1391602, 0.0135, -0.0068818, 0.351, 0.362793, 0.351, -0.9194336, 0.351, -0.1875, 0.0135, -0.0112459, 0.351, 0.1230469, 0.351, -0.9931641, 0.351, 0.0283203, 0.0135, 0.0036927, 0.351, -0.2099609, 0.351, -0.9760742, 0.351, 0.0161133, , , , , , , , , , , , , , , , , , , , , , 
0.0140192, 0.0176242, 0.3645, -0.2822266, 0.3645, -0.9624023, 0.3645, 0.1391602, 0.0140192, -0.0078889, 0.3645, 0.3637695, 0.3645, -0.9194336, 0.3645, -0.1875, 0.0140192, -0.008896, 0.3645, 0.1254883, 0.3645, -0.9960938, 0.3645, 0.0268555, 0.0140192, 0.0025177, 0.3645, -0.2158203, 0.3645, -0.9794922, 0.3645, 0.0166016, , , , , , , , , , , , , , , , , , , , , , 
0.0145385, 0.017792, 0.378, -0.2910156, 0.378, -0.9677734, 0.378, 0.1376953, 0.0145385, -0.0095674, 0.378, 0.3608398, 0.378, -0.9296875, 0.378, -0.1870117, 0.0145385, -0.0075532, 0.378, 0.1264648, 0.378, -1.0063477, 0.378, 0.0273438, 0.0145385, 0.0038605, 0.378, -0.2182617, 0.378, -0.984375, 0.378, 0.0200195, , , , , , , , , , , , , , , , , , , , , , 
0.0150577, 0.0186313, 0.3915, -0.2978516, 0.3915, -0.9736328, 0.3915, 0.1342773, 0.0150577, -0.0090639, 0.3915, 0.3588867, 0.3915, -0.9331055, 0.3915, -0.1855469, 0.0150577, -0.0085603, 0.3915, 0.1142578, 0.3915, -1.0083008, 0.3915, 0.0288086, 0.0150577, 0.0072175, 0.3915, -0.2163086, 0.3915, -0.9829102, 0.3915, 0.0200195, , , , , , , , , , , , , , , , , , , , , , 
0.0155769, 0.0191348, 0.405, -0.2924805, 0.405, -0.9746094, 0.405, 0.1347656, 0.0155769, -0.0082246, 0.405, 0.3544922, 0.405, -0.9326172, 0.405, -0.1821289, 0.0155769, -0.0105745, 0.405, 0.1118164, 0.405, -1.0078125, 0.405, 0.0307617, 0.0155769, 0.0105745, 0.405, -0.2158203, 0.405, -0.984375, 0.405, 0.0205078, , , , , , , , , , , , , , , , , , , , , , 
0.0160962, 0.0176242, 0.4185, -0.2900391, 0.4185, -0.9697266, 0.4185, 0.1381836, 0.0160962, -0.0102388, 0.4185, 0.3549805, 0.4185, -0.9306641, 0.4185, -0.1894531, 0.0160962, -0.0135958, 0.4185, 0.1210938, 0.4185, -1.0058594, 0.4185, 0.0263672, 0.0160962, 0.0112459, 0.4185, -0.2138672, 0.4185, -0.9858398, 0.4185, 0.0166016, , , , , , , , , , , , , , , , , , , , , , 
0.0166154, 0.0193027, 0.432, -0.2875977, 0.432, -0.9677734, 0.432, 0.1391602, 0.0166154, -0.0125887, 0.432, 0.3569336, 0.432, -0.9272461, 0.432, -0.190918, 0.0166154, -0.0151064, 0.432, 0.1210938, 0.432, -1.0024414, 0.432, 0.0244141, 0.0166154, 0.0099031, 0.432, -0.2182617, 0.432, -0.9819336, 0.432, 0.0195312, , , , , , , , , , , , , , , , , , , , , , 
0.0171346, 0.0256809, 0.4455, -0.2885742, 0.4455, -0.9677734, 0.4455, 0.1376953, 0.0171346, -0.012253, 0.4455, 0.3579102, 0.4455, -0.9262695, 0.4455, -0.190918, 0.0171346, -0.01561, 0.4455, 0.1186523, 0.4455, -1.0014648, 0.4455, 0.0234375, 0.0171346, 0.0038605, 0.4455, -0.2202148, 0.4455, -0.980957, 0.4455, 0.0214844, , , , , , , , , , , , , , , , , , , , , , 
0.0176538, 0.027863, 0.459, -0.2875977, 0.459, -0.9697266, 0.459, 0.1386719, 0.0176538, -0.0092317, 0.459, 0.3583984, 0.459, -0.9282227, 0.459, -0.1889648, 0.0176538, -0.01561, 0.459, 0.1152344, 0.459, -1.0019531, 0.459, 0.0214844, 0.0176538, -0.005539, 0.459, -0.2158203, 0.459, -0.9814453, 0.459, 0.0209961, , , , , , , , , , , , , , , , , , , , , , 
0.0181731, 0.023331, 0.4725, -0.2880859, 0.4725, -0.9711914, 0.4725, 0.1386719, 0.0181731, -0.0072175, 0.4725, 0.3583984, 0.4725, -0.9262695, 0.4725, -0.1855469, 0.0181731, -0.0146029, 0.4725, 0.1142578, 0.4725, -1.0024414, 0.4725, 0.0205078, 0.0181731, -0.0102388, 0.4725, -0.2094727, 0.4725, -0.9790039, 0.4725, 0.0209961, , , , , , , , , , , , , , , , , , , , , , 
0.0186923, 0.0169528, 0.486, -0.2895508, 0.486, -0.9682617, 0.486, 0.1367188, 0.0186923, -0.0075532, 0.486, 0.3608398, 0.486, -0.9238281, 0.486, -0.1865234, 0.0186923, -0.0132601, 0.486, 0.1152344, 0.486, -1.0019531, 0.486, 0.0200195, 0.0186923, -0.0125887, 0.486, -0.2060547, 0.486, -0.9829102, 0.486, 0.0166016, , , , , , , , , , , , , , , , , , , , , , 
0.0192115, 0.0151064, 0.4995, -0.296875, 0.4995, -0.9697266, 0.4995, 0.1357422, 0.0192115, -0.0085603, 0.4995, 0.3642578, 0.4995, -0.9238281, 0.4995, -0.1850586, 0.0192115, -0.0135958, 0.4995, 0.1181641, 0.4995, -1.0073242, 0.4995, 0.0195312, 0.0192115, -0.0142672, 0.4995, -0.2001953, 0.4995, -0.9838867, 0.4995, 0.0131836, , , , , , , , , , , , , , , , , , , , , , 
0.0197308, 0.0194705, 0.513, -0.2939453, 0.513, -0.9731445, 0.513, 0.1376953, 0.0197308, -0.0085603, 0.513, 0.3637695, 0.513, -0.9311523, 0.513, -0.1875, 0.0197308, -0.0135958, 0.513, 0.1166992, 0.513, -1.0087891, 0.513, 0.0229492, 0.0197308, -0.0146029, 0.513, -0.2080078, 0.513, -0.9858398, 0.513, 0.0141602, , , , , , , , , , , , , , , , , , , , , , 
0.02025, 0.0226596, 0.5265, -0.2910156, 0.5265, -0.9702148, 0.5265, 0.140625, 0.02025, -0.0082246, 0.5265, 0.3554688, 0.5265, -0.9287109, 0.5265, -0.1914062, 0.02025, -0.0127565, 0.5265, 0.1186523, 0.5265, -1.0043945, 0.5265, 0.0283203, 0.02025, -0.0132601, 0.5265, -0.2128906, 0.5265, -0.9853516, 0.5265, 0.0136719, , , , , , , , , , , , , , , , , , , , , , 
0.0207692, 0.0256809, 0.54, -0.2900391, 0.54, -0.9716797, 0.54, 0.140625, 0.0207692, -0.005539, 0.54, 0.3613281, 0.54, -0.9243164, 0.54, -0.1933594, 0.0207692, -0.012253, 0.54, 0.1210938, 0.54, -1.0029297, 0.54, 0.0322266, 0.0207692, -0.0092317, 0.54, -0.2182617, 0.54, -0.9824219, 0.54, 0.015625, , , , , , , , , , , , , , , , , , , , , , 
0.0212885, 0.0246738, 0.5535, -0.2856445, 0.5535, -0.9736328, 0.5535, 0.1420898, 0.0212885, -0.0052033, 0.5535, 0.3681641, 0.5535, -0.9267578, 0.5535, -0.1894531, 0.0212885, -0.0119173, 0.5535, 0.1191406, 0.5535, -1.0053711, 0.5535, 0.0302734, 0.0212885, -0.0028534, 0.5535, -0.2207031, 0.5535, -0.9814453, 0.5535, 0.0170898, , , , , , , , , , , , , , , , , , , , , , 
0.0218077, 0.0172885, 0.567, -0.2856445, 0.567, -0.972168, 0.567, 0.1386719, 0.0218077, -0.0058747, 0.567, 0.3632812, 0.567, -0.9267578, 0.567, -0.1879883, 0.0218077, -0.0129244, 0.567, 0.1118164, 0.567, -1.0058594, 0.567, 0.0219727, 0.0218077, 0.0043641, 0.567, -0.2148438, 0.567, -0.9794922, 0.567, 0.0151367, , , , , , , , , , , , , , , , , , , , , , 
0.0223269, 0.0119173, 0.5805, -0.2841797, 0.5805, -0.9711914, 0.5805, 0.1386719, 0.0223269, -0.0068818, 0.5805, 0.3613281, 0.5805, -0.9262695, 0.5805, -0.1884766, 0.0223269, -0.012253, 0.5805, 0.1162109, 0.5805, -1.0019531, 0.5805, 0.0249023, 0.0223269, 0.0105745, 0.5805, -0.2114258, 0.5805, -0.9829102, 0.5805, 0.0224609, , , , , , , , , , , , , , , , , , , , , , 
0.0228462, 0.0092317, 0.594, -0.2841797, 0.594, -0.9707031, 0.594, 0.1445312, 0.0228462, -0.0082246, 0.594, 0.355957, 0.594, -0.9277344, 0.594, -0.1933594, 0.0228462, -0.0095674, 0.594, 0.1274414, 0.594, -1.003418, 0.594, 0.0288086, 0.0228462, 0.0166171, 0.594, -0.2099609, 0.594, -0.9882812, 0.594, 0.0209961, , , , , , , , , , , , , , , , , , , , , , 
0.0233654, 0.0078889, 0.6075, -0.2944336, 0.6075, -0.9692383, 0.6075, 0.1411133, 0.0233654, -0.0068818, 0.6075, 0.3564453, 0.6075, -0.9257812, 0.6075, -0.1962891, 0.0233654, -0.0087282, 0.6075, 0.1230469, 0.6075, -1.0029297, 0.6075, 0.0332031, 0.0233654, 0.0240024, 0.6075, -0.2124023, 0.6075, -0.9863281, 0.6075, 0.0151367, , , , , , , , , , , , , , , , , , , , , , 
0.0238846, 0.0078889, 0.621, -0.296875, 0.621, -0.9672852, 0.621, 0.1401367, 0.0238846, -0.006714, 0.621, 0.355957, 0.621, -0.9277344, 0.621, -0.1933594, 0.0238846, -0.0087282, 0.621, 0.1206055, 0.621, -1.0058594, 0.621, 0.0366211, 0.0238846, 0.0303807, 0.621, -0.2226562, 0.621, -0.9824219, 0.621, 0.019043, , , , , , , , , , , , , , , , , , , , , , 
0.0244038, 0.0062104, 0.6345, -0.2880859, 0.6345, -0.9672852, 0.6345, 0.144043, 0.0244038, -0.0068818, 0.6345, 0.3574219, 0.6345, -0.9243164, 0.6345, -0.1938477, 0.0244038, -0.0082246, 0.6345, 0.1142578, 0.6345, -1.0019531, 0.6345, 0.0375977, 0.0244038, 0.0344091, 0.6345, -0.2314453, 0.6345, -0.9785156, 0.6345, 0.0234375, , , , , , , , , , , , , , , , , , , , , , 
0.0249231, 0.0011749, 0.648, -0.2827148, 0.648, -0.9663086, 0.648, 0.1455078, 0.0249231, -0.0062104, 0.648, 0.359375, 0.648, -0.9213867, 0.648, -0.1918945, 0.0249231, -0.0072175, 0.648, 0.1166992, 0.648, -0.9990234, 0.648, 0.0366211, 0.0249231, 0.0387732, 0.648, -0.2333984, 0.648, -0.9746094, 0.648, 0.0263672, , , , , , , , , , , , , , , , , , , , , , 
0.0254423, -0.0025177, 0.6615, -0.2822266, 0.6615, -0.956543, 0.6615, 0.1538086, 0.0254423, -0.0062104, 0.6615, 0.3647461, 0.6615, -0.918457, 0.6615, -0.1967773, 0.0254423, -0.0072175, 0.6615, 0.1210938, 0.6615, -0.9916992, 0.6615, 0.0380859, 0.0254423, 0.0421302, 0.6615, -0.2280273, 0.6615, -0.9697266, 0.6615, 0.0268555, , , , , , , , , , , , , , , , , , , , , , 
0.0259615, -0.0028534, 0.675, -0.2875977, 0.675, -0.9428711, 0.675, 0.1621094, 0.0259615, -0.0075532, 0.675, 0.3652344, 0.675, -0.9082031, 0.675, -0.2084961, 0.0259615, -0.008896, 0.675, 0.1210938, 0.675, -0.980957, 0.675, 0.0371094, 0.0259615, 0.0461585, 0.675, -0.2241211, 0.675, -0.9648438, 0.675, 0.0292969, , , , , , , , , , , , , , , , , , , , , , 
0.0264808, -0.0045319, 0.6885, -0.2890625, 0.6885, -0.9404297, 0.6885, 0.1679688, 0.0264808, -0.0075532, 0.6885, 0.3662109, 0.6885, -0.890625, 0.6885, -0.2172852, 0.0264808, -0.0095674, 0.6885, 0.1240234, 0.6885, -0.9765625, 0.6885, 0.0410156, 0.0264808, 0.0495155, 0.6885, -0.2299805, 0.6885, -0.9648438, 0.6885, 0.0341797, , , , , , , , , , , , , , , , , , , , , , 
0.027, -0.0031891, 0.702, -0.2895508, 0.702, -0.9448242, 0.702, 0.1704102, 0.027, -0.0058747, 0.702, 0.3608398, 0.702, -0.8935547, 0.702, -0.2211914, 0.027, -0.0085603, 0.702, 0.1333008, 0.702, -0.984375, 0.702, 0.0595703, 0.027, 0.0471656, 0.702, -0.2387695, 0.702, -0.9643555, 0.702, 0.0366211, , , , , , , , , , , , , , , , , , , , , , 
