,MVC
channel_1,61.21412347418179
channel_2,64.26337872591392
channel_3,66.11810820338505
channel_4,81.1013536998012
channel_5,68.0669917691125
channel_6,48.37293730411892
channel_7,55.15361894656836
channel_8,59.30874166693313
