,MVC
channel_1,33.42260877155492
channel_2,31.89575948166551
channel_3,36.75383043524774
channel_4,83.1846379841104
channel_5,102.25288792390117
channel_6,96.55878791741105
channel_7,70.28920008048752
channel_8,44.50788483997145
