,MVC
channel_1,42.999410620320305
channel_2,27.177361901803813
channel_3,31.5081617878398
channel_4,20.186292534391782
channel_5,81.35452480287617
channel_6,16.674244480924592
channel_7,54.19271460245763
channel_8,16.93608456566392
