,max_val
channel_1,20.530011535069036
channel_2,36.525211151893636
channel_3,53.250113125921175
channel_4,73.74075335532598
channel_5,75.41143399069287
channel_6,42.014434164842186
channel_7,44.789315197353666
channel_8,22.4606028113488
biceps,0.1366825595748835
triceps,0.019935689660725113
