;max_val
channel_1;41.423999920775046
channel_2;17.177564376412803
channel_3;39.4059165812391
channel_4;74.08597267940942
channel_5;85.41198072892394
channel_6;66.41224049069984
channel_7;53.03159023834931
channel_8;33.14841864877393
