,max_val
channel_1,52.406664639850646
channel_2,21.767586014117594
channel_3,28.196290155945
channel_4,72.94008508004495
channel_5,79.35973104605432
channel_6,53.88221363063393
channel_7,48.516157304449344
channel_8,27.146865072969902
biceps,0.21281019077973487
triceps,0.0358616569290379
