,max_val
channel_1,44.096347834251496
channel_2,43.55238294371448
channel_3,76.4668808730932
channel_4,85.88837283424769
channel_5,81.24190824899074
channel_6,59.3334676428121
channel_7,63.07785247321501
channel_8,46.27434746658898
biceps,0.4646746453917556
triceps,0.06815193365554305
