,max_val
channel_1,58.3786127492669
channel_2,22.705779129886132
channel_3,39.873132665629015
channel_4,62.64122108069614
channel_5,67.31159639018638
channel_6,35.599837673755985
channel_7,56.29967775175703
channel_8,24.52399588497442
