,max_val
channel_1,44.903813585028416
channel_2,44.08824417722191
channel_3,58.05488015273174
channel_4,75.7520799064614
channel_5,85.38744632920546
channel_6,76.00942018892317
channel_7,69.44170282359848
channel_8,53.37811822152333
