,max_val
channel_1,62.38790427171944
channel_2,32.14427227046724
channel_3,39.50473234140283
channel_4,71.24694542136801
channel_5,73.39103657375315
channel_6,38.79698626962454
channel_7,53.10733838073001
channel_8,25.481784279127222
