,max_val
channel_1,54.336982503422036
channel_2,30.742852279069055
channel_3,37.41378462982851
channel_4,74.0717688774022
channel_5,79.23121076728069
channel_6,60.39846429276116
channel_7,53.14594119336199
channel_8,37.921156327047846
biceps,0.19166932870626016
triceps,0.022656515253885127
