,max_val
channel_1,44.879769487315
channel_2,46.439210944602436
channel_3,62.1159439225728
channel_4,75.71721560034334
channel_5,84.71736640198412
channel_6,80.94892294789146
channel_7,76.46612796518396
channel_8,55.34433775649761
