;max_val
channel_1;36.55902264990993
channel_2;30.37423199802598
channel_3;39.739335155613055
channel_4;76.54386531916197
channel_5;85.77379249014157
channel_6;58.823098987350136
channel_7;41.164053334847964
channel_8;33.668361192106204
