,max_val
channel_1,39.58031136987093
channel_2,40.130714094460906
channel_3,49.70007916010134
channel_4,69.46419597099447
channel_5,81.31184885299966
channel_6,64.89784031753464
channel_7,62.351623344760185
channel_8,45.539770482666555
