,max_val
channel_1,61.64029355164274
channel_2,24.685389723587722
channel_3,56.621631104998045
channel_4,79.50529766104057
channel_5,75.26590704296132
channel_6,41.48602385326627
channel_7,45.93763643103395
channel_8,36.606436680253694
biceps,0.19692000077448976
triceps,0.03223129443237894
