,max_val
channel_1,76.29597443942494
channel_2,53.81817345470482
channel_3,46.62704107722476
channel_4,73.95088139066515
channel_5,72.97239915243601
channel_6,23.115629658008466
channel_7,46.128845612808675
channel_8,46.79898732918949
biceps,0.1491266513528092
triceps,0.0438780318984161
