,max_val
channel_1,36.36073755393315
channel_2,61.389840860339504
channel_3,51.15227259017155
channel_4,78.04102652977562
channel_5,86.81958251000492
channel_6,83.04714345695709
channel_7,54.87351358211856
channel_8,56.0303850022194
