,max_val
channel_1,62.46258010489204
channel_2,53.05813331935572
channel_3,75.86828804062594
channel_4,84.55503426267639
channel_5,81.9129935280599
channel_6,67.20178833916563
channel_7,60.753466058334425
channel_8,65.56780207778826
biceps,0.32740888189993334
triceps,0.07175662359698441
