,max_val
channel_1,35.018225270278414
channel_2,36.17871045151546
channel_3,53.743459850016244
channel_4,78.47450768840197
channel_5,82.81824939991614
channel_6,82.10640918350576
channel_7,52.394243147247494
channel_8,63.97874627129396
