,max_val
channel_1,29.844820655941362
channel_2,30.39086816085927
channel_3,51.8100554681553
channel_4,75.3280824481067
channel_5,83.37557840355534
channel_6,83.3626972980525
channel_7,53.28738213322634
channel_8,65.77647323489462
