,max_val
channel_1,68.58408086204759
channel_2,38.388793891143365
channel_3,51.79340521581511
channel_4,76.65925774606845
channel_5,63.44725388488227
channel_6,54.35807320676764
channel_7,72.13758649347315
channel_8,56.631435528096105
biceps,0.14068581152490484
triceps,0.11899821085704916
