,max_val
channel_1,65.5381354865236
channel_2,22.303974210543583
channel_3,44.73398430447124
channel_4,67.50050484367446
channel_5,67.81063010060168
channel_6,40.830453287332375
channel_7,58.354412288761154
channel_8,23.34418252927339
