calculated_imu_frequency_hz
46.039603960396036
46.8906001753731
47.82508806861694
48.83758506277078
49.191079225320216
49.77348593228422
44.73808648137445
47.709207518848295
48.95321843876034
46.18123309712095
49.05263157894737
48.973332197324694
47.19714229460243
48.018472268036376
42.332349648926424
47.82197472874313
48.64975033119332
49.04460757910755
49.81060606060606
49.35851746258019
46.03317474604603
43.455829827764106
48.24561403508772
45.50622702874217
46.03006998888027
42.68888051726392
43.04701036489838
48.79739377555972
46.905738012644356
44.88853744838217
46.4527027027027
45.52987649836542
48.87114537444934
46.979505704782
40.63654447286161
48.086390344608546
46.28422425032594
48.51247727212838
48.37394407427026
38.049303322615216
47.05978495627912
46.54226681361558
44.51429880098404
39.48462177888612
36.77846964892844
49.97628645956842
48.74741996843255
46.60913952357802
48.41926885668391
49.240102953793354
49.99632919756259
48.91943148467302
49.1971073613944
38.26709185657619
46.30068769267252
39.239001189060644
45.33718689788054
43.969131097560975
42.06241519674355
44.70753756810154
43.99940068920741
40.68734475961496
38.215200683176775
41.53504005660997
42.401623408874826
37.03703703703704
43.668695465944495
41.51977102706156
42.66205740048384
37.896365042536736
44.020250201704066
35.00314399496961
41.007194244604314
45.14777434301663
39.19045390734675
40.983801932054604
42.49235270647692
46.10777052910176
42.415949960906964
43.46811819595646
42.61537361913006
45.3042194819131
