Latency_ms
723.0
198.800064
566.750016
872.499904
833.8332800000001
1367.75008
452.399936
1126.250112
279.000064
109.000064
867.6668159999999
312.500032
1404.000064
1400.3333120000002
832.3999359999999
561.799872
1401.7499520000001
1273.874816
312.400192
1007.0000640000001
982.000064
1066.3998720000002
196.000064
758.7498879999999
586.833472
760.999936
219.0
928.200128
829.0
928.0000640000001
