,MVC
channel_1,17.72815127928036
channel_2,22.428911017289927
channel_3,56.824656274178686
channel_4,53.38054444499377
channel_5,28.055722501424825
channel_6,40.84512278967537
channel_7,49.438658526995624
channel_8,21.420170838995656
