Timestamps,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_11_654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,1.0,0.0,3.0,-1.0,2.0,3.0,-2.0,0.0,0.96240234375,0.09375,0.1435546875,0.3658536585365854,-1.0365853658536586,0.1829268292682927
16_11_15_591,0.0,-1.0,1.0,1.0,-1.0,-2.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,-3.0,0.0,0.0,-2.0,1.0,-1.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,-1.0,0.0,3.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_627,3.0,2.0,-2.0,-2.0,3.0,5.0,-2.0,0.0,0.9638671875,0.10107421875,0.14697265625,0.12195121951219513,-1.0365853658536586,0.5487804878048781
16_11_15_627,0.0,-4.0,-4.0,-1.0,-3.0,0.0,1.0,-1.0,0.96630859375,0.09716796875,0.150390625,0.6707317073170732,-1.0975609756097562,0.3658536585365854
16_11_15_627,1.0,-1.0,-1.0,0.0,0.0,-2.0,-3.0,0.0,0.96240234375,0.09375,0.1435546875,0.3658536585365854,-1.0365853658536586,0.1829268292682927
16_11_15_627,0.0,-4.0,-4.0,-1.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_627,1.0,-1.0,-1.0,0.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_627,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_627,-3.0,-2.0,1.0,-4.0,3.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_627,-2.0,0.0,-6.0,0.0,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_627,-1.0,-3.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_676,0.0,0.0,1.0,0.0,1.0,2.0,-6.0,-1.0,0.9638671875,0.10107421875,0.14697265625,0.12195121951219513,-1.0365853658536586,0.5487804878048781
16_11_15_676,-1.0,-3.0,-5.0,-3.0,1.0,1.0,-5.0,1.0,0.96630859375,0.09716796875,0.150390625,0.6707317073170732,-1.0975609756097562,0.3658536585365854
16_11_15_676,-2.0,0.0,-1.0,0.0,4.0,6.0,0.0,-1.0,0.96240234375,0.09375,0.1435546875,0.3658536585365854,-1.0365853658536586,0.1829268292682927
16_11_15_676,-1.0,1.0,0.0,-1.0,-1.0,-3.0,-6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_676,3.0,2.0,-2.0,-2.0,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_676,0.0,-4.0,-4.0,-1.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_676,1.0,-1.0,-1.0,0.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_738,1.0,4.0,1.0,0.0,0.0,-3.0,3.0,-1.0,0.96630859375,0.0947265625,0.15087890625,-0.6707317073170732,-1.1585365853658538,0.7926829268292683
16_11_15_738,-1.0,-3.0,0.0,1.0,1.0,7.0,-2.0,2.0,0.9638671875,0.10107421875,0.14697265625,0.12195121951219513,-1.0365853658536586,0.5487804878048781
16_11_15_738,2.0,8.0,4.0,2.0,4.0,0.0,2.0,0.0,0.96630859375,0.09716796875,0.150390625,0.6707317073170732,-1.0975609756097562,0.3658536585365854
16_11_15_738,1.0,-2.0,-3.0,1.0,1.0,6.0,-4.0,-2.0,0.96240234375,0.09375,0.1435546875,0.3658536585365854,-1.0365853658536586,0.1829268292682927
16_11_15_738,0.0,-3.0,-2.0,-2.0,1.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_738,0.0,0.0,1.0,0.0,1.0,2.0,-6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_738,-1.0,-3.0,-5.0,-3.0,1.0,1.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_738,-2.0,0.0,-1.0,0.0,4.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
16_11_15_778,1.0,-3.0,-3.0,3.0,-7.0,-8.0,0.0,-2.0,1.138671875,0.1484375,-0.11474609375,-2.378048780487805,0.12195121951219513,1.2804878048780488
16_11_15_778,-2.0,1.0,-1.0,-1.0,2.0,2.0,-2.0,-1.0,1.3486328125,0.3330078125,0.93408203125,-3.4756097560975614,-0.30487804878048785,0.6097560975609757
16_11_15_778,0.0,1.0,-1.0,-3.0,-4.0,-6.0,2.0,-5.0,1.1845703125,0.17138671875,-0.0537109375,-3.048780487804878,-0.48780487804878053,2.3170731707317076
16_11_15_778,-1.0,-2.0,-1.0,0.0,1.0,2.0,-4.0,4.0,1.26708984375,0.2607421875,0.8388671875,-0.6707317073170732,-1.0365853658536586,0.06097560975609757
16_11_15_778,2.0,1.0,-2.0,-4.0,-4.0,-3.0,0.0,-1.0,1.24560546875,0.26171875,-0.130859375,0.9146341463414634,-1.2804878048780488,-0.1829268292682927
16_11_15_778,1.0,1.0,-1.0,-2.0,3.0,5.0,-3.0,-1.0,0.78759765625,0.06787109375,0.060546875,2.9268292682926833,-2.25609756097561,-0.48780487804878053
16_11_15_778,-2.0,-4.0,0.0,3.0,-2.0,-4.0,1.0,0.0,0.96630859375,0.0947265625,0.15087890625,-0.6707317073170732,-1.1585365853658538,0.7926829268292683
16_11_15_778,-2.0,-5.0,-2.0,1.0,2.0,5.0,-3.0,4.0,0.9638671875,0.10107421875,0.14697265625,0.12195121951219513,-1.0365853658536586,0.5487804878048781
16_11_15_778,-3.0,-1.0,2.0,0.0,0.0,-8.0,0.0,-4.0,0.96630859375,0.09716796875,0.150390625,0.6707317073170732,-1.0975609756097562,0.3658536585365854
16_11_15_778,-4.0,-3.0,1.0,-2.0,5.0,2.0,-1.0,2.0,0.96240234375,0.09375,0.1435546875,0.3658536585365854,-1.0365853658536586,0.1829268292682927
16_11_15_846,-1.0,1.0,-4.0,-5.0,-2.0,-6.0,2.0,-5.0,1.138671875,0.1484375,-0.11474609375,-2.378048780487805,0.12195121951219513,1.2804878048780488
