,MVC
channel_1,55.27659602055827
channel_2,45.2355349986652
channel_3,62.03020240687447
channel_4,82.91452985979636
channel_5,85.53401973220775
channel_6,59.237411656207065
channel_7,62.722903559744836
channel_8,39.60576744763181
