,MVC
channel_1,52.75290702261074
channel_2,43.28953629954615
channel_3,56.634034081311675
channel_4,65.1093863671992
channel_5,58.172928005034514
channel_6,32.155371265467274
channel_7,85.67402152139228
channel_8,37.0242066199806
