0,-1,0,-2,0,0,-1,0,-1,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
0,-1,-1,-1,-1,-1,1,0,0,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
0,-1,1,-1,-1,-2,-2,0,-1,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
0,-1,0,-2,-1,-1,0,-2,-1,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
0,-1,-2,1,-2,-1,-1,-1,0,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
0,0,-1,0,-2,-2,0,0,-2,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
2,0,-1,-3,0,-3,-2,-2,-1,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
2,-1,-1,-2,-1,-1,0,0,0,0.968262,-0.0722656,0.193359,35.5,-24.25,4.5,-0.673349,-1.41695,0.431532
7,0,-1,-1,0,-2,-1,-1,-2,0.956055,-0.0688477,0.198242,37.375,-29.875,2.75,-0.696473,-1.42307,0.468485
7,0,-1,-1,0,-1,0,0,-2,0.956055,-0.0688477,0.198242,37.375,-29.875,2.75,-0.696473,-1.42307,0.468485
12,-1,-1,0,-1,-3,0,-2,-1,0.956055,-0.0688477,0.198242,37.375,-29.875,2.75,-0.696473,-1.42307,0.468485
12,-2,-2,0,0,0,-2,0,-1,0.956055,-0.0688477,0.198242,37.375,-29.875,2.75,-0.696473,-1.42307,0.468485
23,-1,0,0,-1,-1,0,0,-1,0.954102,-0.0708008,0.188477,38.6875,-35.5625,1.1875,-0.729443,-1.43112,0.515564
23,-1,0,-2,-1,-1,-3,-1,1,0.954102,-0.0708008,0.188477,38.6875,-35.5625,1.1875,-0.729443,-1.43112,0.515564
27,-1,0,-1,0,0,-1,0,-1,0.954102,-0.0708008,0.188477,38.6875,-35.5625,1.1875,-0.729443,-1.43112,0.515564
27,-1,-1,-2,0,-3,-2,-3,-1,0.954102,-0.0708008,0.188477,38.6875,-35.5625,1.1875,-0.729443,-1.43112,0.515564
43,-1,-1,-1,-1,-1,-1,-1,-1,0.95166,-0.0800781,0.181152,40.9375,-40.5,-1.0625,-0.771011,-1.43949,0.572338
43,-1,0,-1,-1,-1,0,0,-2,0.95166,-0.0800781,0.181152,40.9375,-40.5,-1.0625,-0.771011,-1.43949,0.572338
58,-2,-1,-1,-2,-1,-1,-1,-1,0.95166,-0.0800781,0.181152,40.9375,-40.5,-1.0625,-0.771011,-1.43949,0.572338
58,-1,0,1,-2,-2,-2,0,-1,0.95166,-0.0800781,0.181152,40.9375,-40.5,-1.0625,-0.771011,-1.43949,0.572338
60,0,-2,-2,0,0,-1,-2,-2,0.959961,-0.0830078,0.156738,42.625,-44.1875,-3.9375,-0.825376,-1.45084,0.642109
60,0,0,0,-1,-1,-2,-2,-1,0.959961,-0.0830078,0.156738,42.625,-44.1875,-3.9375,-0.825376,-1.45084,0.642109
106,-1,0,-1,0,-1,-1,-1,-1,0.978027,-0.0839844,0.117676,44.4375,-47.6875,-9.375,-0.974013,-1.47339,0.82289
106,-1,0,-2,-1,-1,-1,0,-1,0.978027,-0.0839844,0.117676,44.4375,-47.6875,-9.375,-0.974013,-1.47339,0.82289
107,-2,-2,0,-1,-1,-2,0,0,0.978027,-0.0839844,0.117676,44.4375,-47.6875,-9.375,-0.974013,-1.47339,0.82289
107,-1,-2,-2,-3,0,0,-1,0,0.978027,-0.0839844,0.117676,44.4375,-47.6875,-9.375,-0.974013,-1.47339,0.82289
110,-2,-1,-1,-2,-2,-2,0,0,0.978027,-0.0839844,0.117676,44.4375,-47.6875,-9.375,-0.974013,-1.47339,0.82289
110,1,0,-2,-2,-1,-1,-1,-2,0.978027,-0.0839844,0.117676,44.4375,-47.6875,-9.375,-0.974013,-1.47339,0.82289
