,MVC
channel_1,28.680900050104697
channel_2,39.31017954328058
channel_3,52.579275873451046
channel_4,83.29099227120415
channel_5,100.50302811016738
channel_6,48.7008548405475
channel_7,48.506237878167596
channel_8,25.501002595593377
