Timestamps,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z
11_40_15_905,1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.92138671875,-0.0732421875,0.32470703125,2.0121951219512195,0.5487804878048781,1.9512195121951221
11_40_15_905,-2.0,0.0,0.0,-3.0,0.0,-4.0,2.0,-3.0,0.9228515625,-0.07763671875,0.31787109375,1.5853658536585367,0.7317073170731708,1.7682926829268295
11_40_15_905,0.0,-1.0,-3.0,-3.0,-4.0,-4.0,-4.0,1.0,0.91796875,-0.07470703125,0.32275390625,2.5,1.4634146341463417,1.7682926829268295
11_40_15_905,-5.0,0.0,-3.0,0.0,1.0,-1.0,2.0,-2.0,0.9208984375,-0.0732421875,0.31982421875,2.1341463414634148,1.7682926829268295,1.9512195121951221
11_40_15_905,1.0,2.0,0.0,-4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_905,2.0,-3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_905,-1.0,1.0,-6.0,-1.0,-2.0,-1.0,-6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_905,-1.0,0.0,-1.0,-1.0,1.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_905,-2.0,-3.0,-3.0,-2.0,0.0,1.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_905,-4.0,-3.0,-2.0,-1.0,-2.0,-2.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_982,-3.0,1.0,0.0,-1.0,2.0,-2.0,-3.0,-1.0,0.92138671875,-0.0732421875,0.32470703125,2.0121951219512195,0.5487804878048781,1.9512195121951221
11_40_15_982,2.0,-1.0,-5.0,-4.0,-3.0,0.0,1.0,-1.0,0.9228515625,-0.07763671875,0.31787109375,1.5853658536585367,0.7317073170731708,1.7682926829268295
11_40_15_982,1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.91796875,-0.07470703125,0.32275390625,2.5,1.4634146341463417,1.7682926829268295
11_40_15_982,-2.0,0.0,0.0,-3.0,0.0,-4.0,2.0,-3.0,0.9208984375,-0.0732421875,0.31982421875,2.1341463414634148,1.7682926829268295,1.9512195121951221
11_40_15_982,0.0,-1.0,-3.0,-3.0,-4.0,-4.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_982,-5.0,0.0,-3.0,0.0,1.0,-1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_982,1.0,2.0,0.0,-4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_982,2.0,-3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
11_40_15_982,-1.0,1.0,-6.0,-1.0,-2.0,-1.0,-6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
