,MVC
channel_1,48.11958472630633
channel_2,16.908524364327707
channel_3,9.985816862421762
channel_4,35.90002730798152
channel_5,81.25151190185383
channel_6,62.95221850331492
channel_7,74.88501001021656
channel_8,49.11489109433872
