0,0,0,-2,0,-2,-1,12,14
0,-4,-1,0,-1,0,-5,3,3
1,-2,0,-1,-1,-1,0,-6,-4
1,0,0,0,-2,-1,3,-1,-7
1,1,-3,1,0,-2,-1,0,-2
1,-3,0,-1,-1,-2,-5,3,3
3,-2,0,-1,-2,-1,-2,-6,0
3,0,-1,-3,1,-1,0,-2,-2
3,0,-1,-2,-1,1,1,5,-6
3,-1,1,0,0,1,-6,4,14
17,-4,-1,1,0,-2,-2,-4,-1
17,0,-3,-2,-2,0,3,-2,-8
26,-3,0,-1,-1,-3,-1,-1,-6
26,-1,-2,-2,-1,0,-4,3,2
34,-1,-2,-2,-1,0,-2,-3,-5
34,2,-2,-2,-1,-2,3,-2,-3
48,0,0,-2,-1,-1,0,-2,1
48,-4,-1,-1,-2,-2,-2,-3,1
62,2,-1,0,-1,-2,1,-2,-3
62,1,0,1,0,0,3,1,-2
64,0,-1,-1,-1,-1,-2,1,2
64,-1,-1,0,0,-3,-3,-2,-3
124,3,0,0,1,-1,6,3,-4
124,0,0,-1,-2,-1,0,8,1
126,-3,-1,-1,-1,-1,-6,0,1
126,1,0,0,-2,-2,-1,1,9
127,0,-2,-2,-1,1,4,-2,-5
127,0,0,-1,1,-3,-1,1,-2
133,-3,-1,-1,-1,-2,-4,1,6
133,0,-1,-1,-2,0,-4,-8,-6
133,1,-1,-2,-2,-2,3,-2,-4
133,-1,-2,-1,-1,0,1,0,-3
138,-3,-2,0,-2,-1,-5,2,3
138,-3,0,-2,-2,-2,-2,-6,-9
138,1,-3,0,0,1,1,8,3
138,-2,0,-1,-2,0,0,-1,-1
153,1,0,-1,0,-1,-1,3,2
153,-1,0,-1,0,0,1,-8,-5
168,-1,0,-1,-2,-2,0,-5,-4
168,1,-1,-2,-1,-1,-3,4,3
191,-1,-1,-1,0,-1,-3,0,0
191,-1,-2,-1,0,-1,2,-3,0
192,-1,0,-3,-1,-2,0,-6,-3
192,-1,-1,0,1,-2,-3,-3,-3
197,-2,0,-1,-1,-3,-3,5,3
197,-2,-2,-1,-2,-2,0,-5,-5
198,2,-1,-1,0,0,-1,-2,-2
198,-1,0,-2,-2,1,-2,-1,-3
220,-2,-1,-1,-1,0,-3,-5,-4
220,-2,-1,-3,1,0,0,-4,-10
220,0,-1,-1,-3,-1,0,-3,14
220,-2,0,0,-2,0,1,0,3
242,0,0,-1,-1,-1,-1,2,-1
242,1,-1,0,-1,-1,1,1,1
243,-1,-1,-2,-1,-1,-1,-2,-4
243,-2,-2,1,-1,-3,-1,5,-2
261,-1,-1,0,-2,-2,-2,-8,1
261,0,-1,0,1,-1,-1,0,1
264,-2,0,-1,-3,0,-1,-4,-9
264,1,-2,-1,-2,0,-1,5,1
288,-1,-1,-2,-1,-1,-1,0,-3
288,0,-2,-2,-2,-2,-2,-6,8
289,0,-1,0,-1,-1,0,-2,-11
289,-3,-1,0,-1,-2,-1,1,7
311,1,0,-1,0,0,-1,-2,0
311,1,1,-2,-1,1,0,-1,-1
311,0,0,0,1,-2,0,-1,-1
311,-1,-1,-2,0,-1,-3,1,-3
318,-2,-1,-1,0,-1,0,1,-2
318,0,1,-1,-3,0,0,0,0
319,-2,-1,0,-2,0,-3,-3,0
319,0,0,-2,0,0,-2,-2,-5
356,-1,-1,-2,-2,1,1,-6,-1
356,0,-2,-1,-1,1,-1,8,6
357,1,-1,-1,-1,-2,0,-3,-5
357,-1,-1,-2,-1,-3,-3,0,0
363,-2,-1,0,0,0,-1,-2,-3
363,-1,-1,-1,-2,0,-1,-4,-5
363,0,0,-1,-1,-1,-1,-1,-4
363,-1,-1,0,-2,-1,-3,-2,15
386,-3,0,0,-1,-1,1,3,-6
386,0,-1,1,-1,0,0,-3,-2
388,-1,0,-1,-1,0,-4,0,-2
388,-2,0,-2,-1,-2,-1,1,-5
402,2,-1,0,-1,-2,0,5,7
402,-1,-1,0,1,0,2,-5,-2
403,-2,-1,-2,0,-1,-1,-4,1
403,-2,-2,0,-1,-1,-3,3,-8
423,0,-3,-1,-1,-2,-1,3,1
423,0,-2,-2,-3,-3,-3,-7,-5
423,-1,0,-2,-1,-2,1,-2,-5
423,0,0,0,-2,-1,-3,-1,13
468,-2,-1,-1,-1,-1,1,-2,1
468,1,-1,-1,-1,-1,-3,-5,-4
468,-1,-1,-1,2,1,0,1,3
468,-2,0,-1,-1,-1,0,1,-6
493,-2,-1,-1,0,0,-3,-4,4
493,0,1,0,-2,-2,0,7,-6
494,2,-1,-2,-2,-2,-1,1,1
494,-1,0,-2,0,-1,0,2,0
501,1,0,0,-3,1,-1,-3,-21
501,-4,-1,-2,-2,-1,0,-1,-7
502,0,-3,-2,-3,-4,-2,0,4
502,-1,-1,-1,-1,0,0,-4,-10
530,-1,-1,-2,-2,-2,-1,-3,-13
530,-2,-1,0,1,1,2,-1,17
530,3,-2,-1,1,-2,-3,0,11
530,-4,0,1,-2,-2,-3,1,2
532,0,1,1,0,-1,0,-3,-1
532,-1,-3,-2,-2,0,5,3,18
535,0,-1,-1,-2,0,-6,0,7
535,-1,-2,-4,-1,0,1,-3,-12
542,-1,-1,-2,0,1,-1,-2,9
542,2,1,-1,1,-4,2,-9,-5
543,0,-2,0,-1,0,1,9,1
543,0,-3,0,1,1,-6,-3,-1
558,0,-1,0,-2,-2,-1,-1,-4
558,-1,-3,-2,-1,0,-1,-4,-10
564,-3,0,-1,0,-2,-1,-5,1
564,2,1,0,-1,1,2,0,13
588,1,0,-1,-1,-2,-2,9,20
588,1,-2,-1,1,-2,-1,-2,-11
589,-1,0,1,1,-1,0,-4,-19
589,-3,-2,1,0,-3,-1,10,6
610,0,-2,-3,-2,-1,-5,-6,3
610,-1,-1,-1,-1,-1,-3,-7,-9
635,-3,-3,0,-1,-1,1,2,-18
635,4,0,-1,-1,-1,-1,7,54
636,-1,-1,-1,0,0,0,-4,-3
636,0,0,-1,-2,0,-2,2,-7
637,-1,0,0,-2,-3,-1,-8,3
637,-2,-1,0,0,-2,-6,-6,-28
641,-3,-1,-1,-1,-1,-3,5,13
641,0,0,0,-1,-1,4,-10,-21
643,-3,0,-2,0,-2,-4,-3,0
643,-1,1,0,-3,-1,-1,2,-21
662,-1,-1,-1,-1,0,-2,5,2
662,-2,-2,0,1,1,1,-4,-2
663,-2,-2,-2,-1,0,2,0,-3
663,-1,-2,-2,-2,-2,-5,-5,-21
679,-3,-1,0,0,0,3,-2,9
679,-2,-1,-2,-1,-3,0,-2,-10
680,3,1,-2,0,1,0,-4,24
680,-5,-1,-1,-1,0,0,-6,-20
700,0,-2,0,0,-1,1,5,-16
700,2,-1,-1,-2,-1,-1,-16,-5
701,1,0,-1,0,-1,-2,12,52
701,2,0,-1,-1,-1,-2,-8,6
722,-1,-2,-1,-1,-1,-3,-4,-10
722,-2,-2,-3,0,0,0,3,8
723,-2,0,-2,-2,-1,-3,-5,-19
723,-3,-2,-1,0,-2,-2,2,6
745,-2,-1,-1,0,-1,-1,-4,5
745,0,0,0,1,1,0,-2,-18
746,2,-1,-2,-3,-1,2,-4,-19
746,-1,-1,-2,-1,-1,-2,-1,12
769,0,0,-1,0,-4,-6,-5,-13
769,-3,-1,-1,-3,-1,0,-2,8
769,3,0,0,-1,0,1,13,18
769,-2,2,-1,-1,0,-3,-8,-12
790,0,-3,-2,-2,-1,0,-6,-19
790,0,1,-1,1,-1,0,-3,3
791,-1,-2,0,-1,0,0,-17,22
791,-2,-1,1,0,0,-3,13,-8
797,-3,1,0,1,0,-2,-1,17
797,3,-1,0,-3,-2,2,5,24
804,-3,-2,-2,0,-1,0,-6,-20
804,-1,-1,-1,0,-1,0,2,9
820,-2,0,-1,-1,-2,-2,-3,-11
820,-1,0,-2,-1,0,0,1,-7
821,-2,-1,-3,-2,-3,-3,10,-22
821,1,0,0,2,2,2,-3,13
842,-3,-1,0,-1,-2,0,4,-46
842,2,-1,0,0,-2,-2,-8,20
843,-3,-1,-1,0,-1,3,-6,-30
843,-3,-3,-2,-1,-1,-2,1,32
865,0,0,-1,-1,-1,-1,-7,-26
865,1,-3,1,-1,0,1,6,14
866,-1,-1,-2,-3,0,0,-12,-9
866,-3,-1,-1,-3,-4,-4,4,-17
888,2,-1,-2,-1,1,1,5,52
888,-2,-1,-1,-3,-2,-1,1,-12
889,1,1,1,0,2,5,6,17
889,3,0,-2,1,-3,-4,-3,28
911,-1,-1,0,0,-2,-3,-6,-12
911,0,1,-4,0,-2,2,8,3
912,-3,-1,-1,-1,0,3,-8,-19
912,-3,-1,-1,-2,-2,1,9,-22
916,-1,-1,1,1,0,-2,-4,16
916,0,-4,-3,-2,-2,0,1,-7
932,2,-1,-1,0,-1,-3,0,-57
932,-6,0,-1,-1,0,-1,-8,-42
940,1,-2,-2,-2,-3,-3,3,72
940,-2,2,1,1,1,4,-14,-30
940,-2,-3,0,-2,1,4,-8,1
940,1,0,0,0,-2,-10,32,-2
962,-8,-2,-3,-4,-4,-1,9,-21
962,0,-2,-1,1,-3,-3,-12,-1
963,6,0,1,-1,-1,0,16,93
963,-6,0,-1,0,2,3,-20,-15
977,-3,-3,-1,-2,-1,-3,2,-22
977,1,0,1,0,1,2,-6,-12
984,-3,-1,-1,-1,-2,-2,4,-50
984,0,0,-2,-7,-2,-1,-1,65
1002,1,-4,-2,-1,-2,-2,-4,-3
1002,-1,3,-3,-2,-2,-1,-12,-65
1003,-1,-1,-1,-1,0,0,-5,10
1003,-4,0,0,3,-1,-8,15,-45
1022,1,1,0,2,0,8,10,40
1022,3,-2,-1,-3,-1,0,-1,-16
1023,-7,-3,-2,0,-6,-6,-23,-63
1023,1,0,1,1,-1,0,-11,1
1045,-1,-6,0,1,-1,-3,-7,33
1045,6,4,1,2,0,2,12,20
1045,5,6,0,-1,0,-1,11,86
1045,2,-1,-2,0,0,2,-1,12
1060,-3,-1,-3,-2,-1,-7,-15,1
1060,-6,-2,-2,-3,0,4,-9,-5
1060,0,0,0,2,3,-3,14,2
1060,-7,-5,-5,-8,-6,-5,-9,-16
1083,-2,0,-1,0,-1,-1,-5,-22
1083,9,-3,-3,-2,0,-1,2,8
1083,-5,-1,1,4,-3,0,-13,-25
1083,2,-6,-2,-2,0,1,-2,-37
1106,-7,-4,-2,-1,-1,2,-10,-57
1106,1,8,0,0,-3,1,3,-23
1107,1,-2,-2,-3,-4,-6,-8,-19
1107,6,12,3,2,-1,-7,-5,-12
1127,7,4,1,0,2,4,5,35
1127,-10,-9,-2,0,-1,1,-6,-34
1135,9,2,-3,-2,3,7,-15,43
1135,-5,-3,-2,-1,-1,0,20,12
1142,-4,-7,-1,-6,-4,-5,-12,-22
1142,3,3,2,3,1,2,-8,34
1143,-3,-4,-3,-5,-2,3,16,-21
1143,-1,-2,0,1,1,-2,-7,51
1167,-6,0,-1,0,1,4,5,-9
1167,-10,-8,-2,-3,-1,1,-13,-21
1167,3,-2,-1,1,-1,-4,5,19
1167,-1,-4,-3,-1,-2,-1,-6,-34
1189,8,7,0,1,2,0,3,-35
1189,-7,-5,-3,-4,-5,-8,-5,10
1189,-4,-4,-1,0,0,2,2,-19
1189,8,2,2,0,2,8,10,11
1202,0,1,0,-1,1,-3,2,-12
1202,-7,-6,-2,-2,-1,3,-19,-19
1203,-3,-2,-1,3,-1,-3,15,-2
1203,0,-1,-1,-4,0,-6,-24,-20
1234,-6,-1,-1,-1,-4,-5,19,-35
1234,18,5,11,2,0,4,-3,49
1234,5,2,-22,-4,0,8,31,47
1234,-4,-1,4,4,-1,1,-12,-45
1248,0,0,-6,-6,3,4,-12,-11
1248,-11,-5,-3,0,-5,-9,-5,5
1250,-10,-2,5,-1,-9,-9,-1,-75
1250,-11,-8,-9,-6,-2,-1,7,74
1262,2,1,-2,0,-5,-3,-6,18
1262,6,0,5,4,2,5,15,8
1263,-9,-4,-4,-4,4,3,-7,8
1263,7,4,1,4,4,6,17,-6
1285,-7,-3,3,2,-1,-1,8,12
1285,-6,-1,-4,-4,-7,-6,-14,-10
1286,1,-4,1,-1,-1,2,-4,-20
1286,-20,-4,-2,0,-4,-24,-34,-78
1308,16,4,1,1,5,11,9,16
1308,8,1,-3,-5,-17,-3,2,-33
1309,2,0,1,-2,7,-4,15,66
1309,-5,-1,3,2,5,5,-10,-24
1322,0,1,4,3,1,-5,-10,-33
1322,-9,-6,-9,-5,5,1,8,32
1330,-5,-3,2,0,-6,-6,-24,17
1330,9,4,-2,-2,2,8,31,43
1345,-5,-4,-3,-1,0,-4,-30,4
1345,1,3,1,2,-1,3,21,-12
1346,-6,-3,-2,-2,-1,0,-14,-33
1346,-4,-3,-3,-14,-8,-13,-1,0
1368,20,4,-2,2,1,8,1,48
1368,2,4,2,0,3,-2,6,-31
1369,1,1,2,-2,-4,-4,9,32
1369,-1,-5,-6,-4,-3,-9,-9,10
1381,-5,-4,-2,-5,-5,-1,-20,-53
1381,9,2,-3,-2,6,18,27,3
1390,-3,0,4,3,1,-7,-22,-108
1390,8,1,-1,3,3,12,39,73
1406,-4,-4,-2,-1,-8,-12,-13,0
1406,-4,-2,-1,1,1,-4,-21,2
1406,17,4,-3,-1,0,7,44,70
1406,1,2,4,8,10,20,-3,4
1428,-8,0,1,0,1,-17,-22,-63
1428,4,-3,-6,-6,-7,-7,5,27
1429,-3,-3,0,-6,-7,-4,-6,-5
1429,7,3,0,1,-6,-11,-9,6
1442,-2,0,0,1,0,9,10,-21
1442,-11,-4,-2,-2,3,0,-32,43
1450,12,4,4,2,2,-2,21,0
1450,-16,-3,1,1,-3,9,-19,-3
1489,0,-1,-3,-4,-4,8,15,-18
1489,0,-2,-2,-2,-4,-19,-28,-49
1490,-9,-7,-1,1,0,0,2,-39
1490,4,0,-3,-2,-4,-15,5,28
1492,-4,2,3,1,0,1,5,-2
1492,-2,-2,0,-1,2,8,8,-3
