,MVC
channel_1,51.82085929590957
channel_2,19.4009037605599
channel_3,47.052625902163754
channel_4,69.09678913228814
channel_5,57.9611060158723
channel_6,29.462283493919553
channel_7,32.31099923208388
channel_8,41.673387588641106
