0,29,2,-10,-3,-3,0,1,3,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
0,1,-8,5,7,4,-1,-2,8,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
0,1,-54,-31,8,5,2,0,-9,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
0,-10,48,3,-11,-7,-5,-7,-11,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
1,12,5,20,-2,0,1,-2,1,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
1,9,8,7,2,-3,0,2,1,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
1,11,-11,-15,-4,-2,1,0,7,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
1,11,1,5,2,2,1,1,5,0.969238,-0.205566,0.394043,74.5,-10.9375,49.25,-0.337927,-1.26484,1.99242
6,17,-11,1,-11,-5,-3,1,-2,0.9375,-0.208008,0.387207,92.625,-10.0625,53.75,-0.369345,-1.25845,2.05882
6,-31,-20,-12,-4,-2,-1,-2,-4,0.9375,-0.208008,0.387207,92.625,-10.0625,53.75,-0.369345,-1.25845,2.05882
7,-6,-9,-6,-1,0,-1,-4,-1,0.9375,-0.208008,0.387207,92.625,-10.0625,53.75,-0.369345,-1.25845,2.05882
7,0,-9,19,1,0,-1,-1,-2,0.9375,-0.208008,0.387207,92.625,-10.0625,53.75,-0.369345,-1.25845,2.05882
15,-16,41,13,2,-1,-1,0,-6,0.924316,-0.204102,0.38916,107,-11.75,59.5,-0.396923,-1.25408,2.12728
15,27,-5,8,2,0,3,1,1,0.924316,-0.204102,0.38916,107,-11.75,59.5,-0.396923,-1.25408,2.12728
20,-1,-5,-13,-3,0,-1,0,2,0.924316,-0.204102,0.38916,107,-11.75,59.5,-0.396923,-1.25408,2.12728
20,-3,17,-25,-1,1,1,2,-5,0.924316,-0.204102,0.38916,107,-11.75,59.5,-0.396923,-1.25408,2.12728
31,10,-3,3,0,-1,-3,-1,5,0.935547,-0.20459,0.350098,111.75,-12.5625,60.75,-0.422841,-1.2489,2.19552
31,1,-15,20,6,-2,-2,0,-6,0.935547,-0.20459,0.350098,111.75,-12.5625,60.75,-0.422841,-1.2489,2.19552
50,-4,41,44,11,1,2,1,-2,0.935547,-0.20459,0.350098,111.75,-12.5625,60.75,-0.422841,-1.2489,2.19552
50,10,-38,-76,-21,-5,-5,-4,0,0.935547,-0.20459,0.350098,111.75,-12.5625,60.75,-0.422841,-1.2489,2.19552
67,-2,-6,17,-1,0,-1,-1,1,0.953613,-0.185059,0.325684,114,-11.375,60.1875,-0.445386,-1.24338,2.26115
67,-9,-5,-22,-5,-4,-6,-2,-3,0.953613,-0.185059,0.325684,114,-11.375,60.1875,-0.445386,-1.24338,2.26115
98,3,37,6,-4,2,0,0,-1,0.976562,-0.200684,0.310059,100.688,-5.1875,53.1875,-0.479929,-1.23049,2.37481
98,-13,-67,-14,-21,-6,-6,-3,-8,0.976562,-0.200684,0.310059,100.688,-5.1875,53.1875,-0.479929,-1.23049,2.37481
98,1,-15,-19,6,1,2,-2,-1,0.976562,-0.200684,0.310059,100.688,-5.1875,53.1875,-0.479929,-1.23049,2.37481
98,9,0,-3,4,0,0,0,4,0.976562,-0.200684,0.310059,100.688,-5.1875,53.1875,-0.479929,-1.23049,2.37481
