,MVC
channel_1,71.57215946711038
channel_2,79.13436096557042
channel_3,84.10844595287062
channel_4,90.64154740851899
channel_5,77.8950836317976
channel_6,83.84113911377099
channel_7,75.49320997875148
channel_8,69.33184279800359
