,MVC
channel_1,32.20970870552046
channel_2,11.287346354724715
channel_3,33.44290263310292
channel_4,66.30960663623128
channel_5,68.89474428709492
channel_6,28.593928180872986
channel_7,45.99294562929802
channel_8,15.664865621553657
