Timestamps,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_47_976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_50_400,0.0,3.0,4.0,-5.0,-2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_50_400,2.0,1.0,-5.0,-3.0,1.0,-6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_50_400,-2.0,-4.0,0.0,-3.0,1.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
18_00_50_400,-3.0,-1.0,-1.0,-3.0,0.0,-4.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
