,MVC
channel_1,22.59609190970428
channel_2,30.963224354161007
channel_3,33.44329920598091
channel_4,74.71856335616646
channel_5,102.25288792390117
channel_6,95.05980829345893
channel_7,61.92402782259139
channel_8,35.583576028464016
