Latency_ms
469.50003200000003
721.9998720000001
1184.2497919999998
550.399936
472.199936
310.250112
370.000064
549.6000640000001
277.66675200000003
901.500096
464.799872
1177.666688
911.800064
628.8000000000001
202.999936
277.99980800000003
1410.750016
412.250048
1123.49984
301.999872
570.999872
611.000192
383.20012799999995
1167.799872
608.142784
746.4
777.7141760000001
593.166528
661.874944
661.5999999999999
