Latency_ms
605.400128
765.400128
516.499968
212.00006399999998
1070.199936
643.57152
286.599936
535.000064
956.8332800000001
462.66675200000003
429.599936
789.333184
979.200064
354.999808
1014.499904
1013.9998720000001
634.000064
1111.000064
315.000192
526.000064
610.24992
387.79999999999995
843.2497920000001
1123.000128
395.333376
460.0
92.499968
1057.750016
583.799936
206.4
