Application:, Trigno Discover (2.0.1.2)
Date/Time:, 5/14/2025 1:01:38 PM
Collection Length (seconds):, 33.777
Forearm 2 (83169), , , , , , , , Forearm 1 (82633), , , , , , , , Biceps (83254), , , , , , , , Triceps (83087)
sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G)
, 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.0072692, 0.0229953, 0.189, -0.2802734, 0.189, -0.9433594, 0.189, 0.0864258, 0.0072692, -0.0099031, 0.189, 0.1523438, 0.189, -0.8427734, 0.189, -0.2592773, 0.0072692, -0.0052033, 0.189, -0.015625, 0.189, -0.9594727, 0.189, -0.0708008, 0.0072692, 0.0391089, 0.189, -0.175293, 0.189, -0.9399414, 0.189, -0.0737305, , , , , , , , , , , , , , , , , , , , , , 
0.0077885, 0.0293736, 0.2025, -0.2739258, 0.2025, -0.9731445, 0.2025, 0.0859375, 0.0077885, -0.0075532, 0.2025, 0.3383789, 0.2025, -0.8925781, 0.2025, -0.1674805, 0.0077885, -0.0082246, 0.2025, 0.0561523, 0.2025, -1.043457, 0.2025, -0.0625, 0.0077885, 0.043473, 0.2025, -0.1757812, 0.2025, -1.0112305, 0.2025, -0.0810547, , , , , , , , , , , , , , , , , , , , , , 
0.0083077, 0.0265202, 0.216, -0.2802734, 0.216, -1.0366211, 0.216, 0.0708008, 0.0083077, -0.0063783, 0.216, 0.4902344, 0.216, -0.9780273, 0.216, -0.0908203, 0.0083077, -0.0085603, 0.216, 0.0766602, 0.216, -1.1342773, 0.216, -0.0546875, 0.0083077, 0.0454871, 0.216, -0.152832, 0.216, -1.0732422, 0.216, -0.0742188, , , , , , , , , , , , , , , , , , , , , , 
0.0088269, 0.026688, 0.2295, -0.2900391, 0.2295, -1.1035156, 0.2295, 0.065918, 0.0088269, -0.0082246, 0.2295, 0.5532227, 0.2295, -1.0639648, 0.2295, -0.046875, 0.0088269, -0.008896, 0.2295, 0.0751953, 0.2295, -1.1923828, 0.2295, -0.0756836, 0.0088269, 0.0468299, 0.2295, -0.1025391, 0.2295, -1.1225586, 0.2295, -0.0727539, , , , , , , , , , , , , , , , , , , , , , 
0.0093462, 0.0327306, 0.243, -0.2763672, 0.243, -1.1430664, 0.243, 0.0722656, 0.0093462, -0.0102388, 0.243, 0.5268555, 0.243, -1.0966797, 0.243, -0.0395508, 0.0093462, -0.0083925, 0.243, 0.0839844, 0.243, -1.1865234, 0.243, -0.1098633, 0.0093462, 0.0508583, 0.243, -0.0439453, 0.243, -1.125, 0.243, -0.0620117, , , , , , , , , , , , , , , , , , , , , , 
0.0098654, 0.0394446, 0.2565, -0.21875, 0.2565, -1.1416016, 0.2565, 0.0600586, 0.0098654, -0.0109102, 0.2565, 0.4790039, 0.2565, -1.0429688, 0.2565, -0.1040039, 0.0098654, -0.0072175, 0.2565, 0.1010742, 0.2565, -1.1166992, 0.2565, -0.1342773, 0.0098654, 0.0528725, 0.2565, 0.0004883, 0.2565, -1.0712891, 0.2565, -0.0571289, , , , , , , , , , , , , , , , , , , , , , 
0.0103846, 0.0424659, 0.27, -0.1621094, 0.27, -1.0986328, 0.27, 0.0791016, 0.0103846, -0.0092317, 0.27, 0.4580078, 0.27, -1.0063477, 0.27, -0.1411133, 0.0103846, -0.0082246, 0.27, 0.1337891, 0.27, -1.0400391, 0.27, -0.1518555, 0.0103846, 0.0468299, 0.27, 0.0087891, 0.27, -1.0463867, 0.27, -0.050293, , , , , , , , , , , , , , , , , , , , , , 
0.0109038, 0.0433051, 0.2835, -0.2026367, 0.2835, -1.0239258, 0.2835, 0.0820312, 0.0109038, -0.0062104, 0.2835, 0.3486328, 0.2835, -0.9594727, 0.2835, -0.1860352, 0.0109038, -0.0092317, 0.2835, 0.1547852, 0.2835, -1.0097656, 0.2835, -0.1513672, 0.0109038, 0.0381018, 0.2835, 0.0112305, 0.2835, -1.0102539, 0.2835, -0.0151367, , , , , , , , , , , , , , , , , , , , , , 
0.0114231, 0.0448157, 0.297, -0.2719727, 0.297, -0.9609375, 0.297, 0.0424805, 0.0114231, -0.005539, 0.297, 0.2138672, 0.297, -0.9462891, 0.297, -0.1806641, 0.0114231, -0.008896, 0.297, 0.1987305, 0.297, -0.9707031, 0.297, -0.1308594, 0.0114231, 0.0317235, 0.297, -0.0102539, 0.297, -0.9868164, 0.297, 0.0395508, , , , , , , , , , , , , , , , , , , , , , 
0.0119423, 0.0501869, 0.3105, -0.265625, 0.3105, -0.9350586, 0.3105, 0.0253906, 0.0119423, -0.0077211, 0.3105, 0.1591797, 0.3105, -0.9165039, 0.3105, -0.1953125, 0.0119423, -0.010071, 0.3105, 0.2060547, 0.3105, -0.9423828, 0.3105, -0.0898438, 0.0119423, 0.0273594, 0.3105, -0.0742188, 0.3105, -0.9604492, 0.3105, 0.0737305, , , , , , , , , , , , , , , , , , , , , , 
0.0124615, 0.0553902, 0.324, -0.2211914, 0.324, -0.9516602, 0.324, 0.0561523, 0.0124615, -0.0102388, 0.324, 0.1557617, 0.324, -0.909668, 0.324, -0.2260742, 0.0124615, -0.0095674, 0.324, 0.1674805, 0.324, -0.9418945, 0.324, -0.0712891, 0.0124615, 0.0236667, 0.324, -0.1748047, 0.324, -0.9487305, 0.324, 0.0854492, , , , , , , , , , , , , , , , , , , , , , 
0.0129808, 0.0505226, 0.3375, -0.2172852, 0.3375, -0.9936523, 0.3375, 0.0742188, 0.0129808, -0.0082246, 0.3375, 0.1645508, 0.3375, -0.9443359, 0.3375, -0.2495117, 0.0129808, -0.0078889, 0.3375, 0.0888672, 0.3375, -0.9765625, 0.3375, -0.0839844, 0.0129808, 0.0219883, 0.3375, -0.2436523, 0.3375, -0.9711914, 0.3375, 0.0776367, , , , , , , , , , , , , , , , , , , , , , 
0.0135, 0.0433051, 0.351, -0.2436523, 0.351, -1.0283203, 0.351, 0.0551758, 0.0135, -0.0068818, 0.351, 0.1992188, 0.351, -0.9975586, 0.351, -0.2329102, 0.0135, -0.0075532, 0.351, 0.0092773, 0.351, -1.03125, 0.351, -0.1005859, 0.0135, 0.0223239, 0.351, -0.2348633, 0.351, -1.0136719, 0.351, 0.0698242, , , , , , , , , , , , , , , , , , , , , , 
0.0140192, 0.0354162, 0.3645, -0.2626953, 0.3645, -1.0595703, 0.3645, 0.043457, 0.0140192, -0.0075532, 0.3645, 0.234375, 0.3645, -1.027832, 0.3645, -0.1879883, 0.0140192, -0.0082246, 0.3645, -0.0126953, 0.3645, -1.0678711, 0.3645, -0.1201172, 0.0140192, 0.0193027, 0.3645, -0.1918945, 0.3645, -1.0415039, 0.3645, 0.0537109, , , , , , , , , , , , , , , , , , , , , , 
0.0145385, 0.0287022, 0.378, -0.2700195, 0.378, -1.0732422, 0.378, 0.0458984, 0.0145385, -0.0082246, 0.378, 0.2783203, 0.378, -1.0458984, 0.378, -0.1445312, 0.0145385, -0.0068818, 0.378, 0.0297852, 0.378, -1.078125, 0.378, -0.1225586, 0.0145385, 0.0132601, 0.378, -0.1660156, 0.378, -1.0546875, 0.378, 0.0385742, , , , , , , , , , , , , , , , , , , , , , 
0.0150577, 0.0253452, 0.3915, -0.2866211, 0.3915, -1.0742188, 0.3915, 0.0527344, 0.0150577, -0.0065461, 0.3915, 0.2915039, 0.3915, -1.0498047, 0.3915, -0.1362305, 0.0150577, -0.0068818, 0.3915, 0.0898438, 0.3915, -1.0605469, 0.3915, -0.1000977, 0.0150577, 0.0095674, 0.3915, -0.1411133, 0.3915, -1.0410156, 0.3915, 0.0366211, , , , , , , , , , , , , , , , , , , , , , 
0.0155769, 0.021149, 0.405, -0.2788086, 0.405, -1.0366211, 0.405, 0.0546875, 0.0155769, -0.0052033, 0.405, 0.2993164, 0.405, -1.0244141, 0.405, -0.1479492, 0.0155769, -0.0072175, 0.405, 0.1132812, 0.405, -1.0410156, 0.405, -0.0854492, 0.0155769, 0.0102388, 0.405, -0.1347656, 0.405, -1.0092773, 0.405, 0.0498047, , , , , , , , , , , , , , , , , , , , , , 
0.0160962, 0.0179599, 0.4185, -0.2363281, 0.4185, -0.9848633, 0.4185, 0.0625, 0.0160962, -0.0050355, 0.4185, 0.2841797, 0.4185, -0.9633789, 0.4185, -0.1757812, 0.0160962, -0.005539, 0.4185, 0.1435547, 0.4185, -0.9882812, 0.4185, -0.0595703, 0.0160962, 0.0115816, 0.4185, -0.137207, 0.4185, -0.9897461, 0.4185, 0.0561523, , , , , , , , , , , , , , , , , , , , , , 
0.0166154, 0.0142672, 0.432, -0.2041016, 0.432, -0.9296875, 0.432, 0.0717773, 0.0166154, -0.0062104, 0.432, 0.2695312, 0.432, -0.9033203, 0.432, -0.1757812, 0.0166154, -0.0048676, 0.432, 0.1533203, 0.432, -0.9316406, 0.432, -0.0463867, 0.0166154, 0.0102388, 0.432, -0.1474609, 0.432, -0.9404297, 0.432, 0.0595703, , , , , , , , , , , , , , , , , , , , , , 
0.0171346, 0.0050355, 0.4455, -0.2109375, 0.4455, -0.8867188, 0.4455, 0.0732422, 0.0171346, -0.0075532, 0.4455, 0.2470703, 0.4455, -0.8588867, 0.4455, -0.1723633, 0.0171346, -0.0058747, 0.4455, 0.1450195, 0.4455, -0.8989258, 0.4455, -0.0424805, 0.0171346, 0.0082246, 0.4455, -0.1508789, 0.4455, -0.9013672, 0.4455, 0.0561523, , , , , , , , , , , , , , , , , , , , , , 
0.0176538, -0.0035248, 0.459, -0.2329102, 0.459, -0.8588867, 0.459, 0.0644531, 0.0176538, -0.0082246, 0.459, 0.2202148, 0.459, -0.828125, 0.459, -0.1806641, 0.0176538, -0.0085603, 0.459, 0.1147461, 0.459, -0.8842773, 0.459, -0.0473633, 0.0176538, 0.0097353, 0.459, -0.1464844, 0.459, -0.8803711, 0.459, 0.0478516, , , , , , , , , , , , , , , , , , , , , , 
0.0181731, -0.0105745, 0.4725, -0.2490234, 0.4725, -0.8486328, 0.4725, 0.0551758, 0.0181731, -0.0072175, 0.4725, 0.2084961, 0.4725, -0.8110352, 0.4725, -0.1850586, 0.0181731, -0.0092317, 0.4725, 0.0834961, 0.4725, -0.8764648, 0.4725, -0.0493164, 0.0181731, 0.0109102, 0.4725, -0.1464844, 0.4725, -0.8613281, 0.4725, 0.0473633, , , , , , , , , , , , , , , , , , , , , , 
0.0186923, -0.0119173, 0.486, -0.2495117, 0.486, -0.8461914, 0.486, 0.0551758, 0.0186923, -0.0052033, 0.486, 0.2094727, 0.486, -0.8046875, 0.486, -0.1708984, 0.0186923, -0.0082246, 0.486, 0.0717773, 0.486, -0.8696289, 0.486, -0.0507812, 0.0186923, 0.0095674, 0.486, -0.1484375, 0.486, -0.8491211, 0.486, 0.0537109, , , , , , , , , , , , , , , , , , , , , , 
0.0192115, -0.008896, 0.4995, -0.2407227, 0.4995, -0.847168, 0.4995, 0.0585938, 0.0192115, -0.0063783, 0.4995, 0.2202148, 0.4995, -0.8071289, 0.4995, -0.1655273, 0.0192115, -0.0075532, 0.4995, 0.0878906, 0.4995, -0.8652344, 0.4995, -0.0546875, 0.0192115, 0.008896, 0.4995, -0.1611328, 0.4995, -0.8461914, 0.4995, 0.0620117, , , , , , , , , , , , , , , , , , , , , , 
0.0197308, -0.0092317, 0.513, -0.2338867, 0.513, -0.8686523, 0.513, 0.0668945, 0.0197308, -0.0095674, 0.513, 0.2421875, 0.513, -0.8286133, 0.513, -0.1845703, 0.0197308, -0.0058747, 0.513, 0.1113281, 0.513, -0.8774414, 0.513, -0.0561523, 0.0197308, 0.0082246, 0.513, -0.1787109, 0.513, -0.8574219, 0.513, 0.0732422, , , , , , , , , , , , , , , , , , , , , , 
0.02025, -0.0162814, 0.5265, -0.2402344, 0.5265, -0.9013672, 0.5265, 0.0844727, 0.02025, -0.0109102, 0.5265, 0.2597656, 0.5265, -0.8491211, 0.5265, -0.1865234, 0.02025, -0.005539, 0.5265, 0.1318359, 0.5265, -0.9233398, 0.5265, -0.0405273, 0.02025, 0.0028534, 0.5265, -0.1982422, 0.5265, -0.8994141, 0.5265, 0.0854492, , , , , , , , , , , , , , , , , , , , , , 
0.0207692, -0.0251774, 0.54, -0.2509766, 0.54, -0.9228516, 0.54, 0.0888672, 0.0207692, -0.0087282, 0.54, 0.2822266, 0.54, -0.9033203, 0.54, -0.1689453, 0.0207692, -0.0082246, 0.54, 0.1386719, 0.54, -0.9580078, 0.54, -0.0322266, 0.0207692, -0.0072175, 0.54, -0.2045898, 0.54, -0.9560547, 0.54, 0.0932617, , , , , , , , , , , , , , , , , , , , , , 
0.0212885, -0.0273594, 0.5535, -0.2915039, 0.5535, -0.9746094, 0.5535, 0.0878906, 0.0212885, -0.0082246, 0.5535, 0.2993164, 0.5535, -0.9584961, 0.5535, -0.1650391, 0.0212885, -0.0109102, 0.5535, 0.1289062, 0.5535, -1.0375977, 0.5535, -0.0410156, 0.0212885, -0.0139315, 0.5535, -0.1977539, 0.5535, -1.0180664, 0.5535, 0.0898438, , , , , , , , , , , , , , , , , , , , , , 
0.0218077, -0.0297093, 0.567, -0.3266602, 0.567, -1.0429688, 0.567, 0.0878906, 0.0218077, -0.0070497, 0.567, 0.3208008, 0.567, -1.0136719, 0.567, -0.1762695, 0.0218077, -0.0112459, 0.567, 0.1040039, 0.567, -1.1171875, 0.567, -0.0737305, 0.0218077, -0.0162814, 0.567, -0.1860352, 0.567, -1.0556641, 0.567, 0.081543, , , , , , , , , , , , , , , , , , , , , , 
0.0223269, -0.0354162, 0.5805, -0.3354492, 0.5805, -1.121582, 0.5805, 0.0913086, 0.0223269, -0.0068818, 0.5805, 0.3393555, 0.5805, -1.0844727, 0.5805, -0.1845703, 0.0223269, -0.0112459, 0.5805, 0.0927734, 0.5805, -1.1918945, 0.5805, -0.1088867, 0.0223269, -0.0179599, 0.5805, -0.1523438, 0.5805, -1.1269531, 0.5805, 0.0717773, , , , , , , , , , , , , , , , , , , , , , 
0.0228462, -0.0391089, 0.594, -0.3300781, 0.594, -1.1816406, 0.594, 0.0981445, 0.0228462, -0.0057069, 0.594, 0.3466797, 0.594, -1.1401367, 0.594, -0.1816406, 0.0228462, -0.0104067, 0.594, 0.0966797, 0.594, -1.2182617, 0.594, -0.1352539, 0.0228462, -0.0182956, 0.594, -0.0839844, 0.594, -1.1630859, 0.594, 0.0605469, , , , , , , , , , , , , , , , , , , , , , 
0.0233654, -0.0364233, 0.6075, -0.2890625, 0.6075, -1.1899414, 0.6075, 0.0874023, 0.0233654, -0.0046998, 0.6075, 0.3476562, 0.6075, -1.1357422, 0.6075, -0.1787109, 0.0233654, -0.0092317, 0.6075, 0.1308594, 0.6075, -1.1782227, 0.6075, -0.1420898, 0.0233654, -0.0164492, 0.6075, -0.0263672, 0.6075, -1.1518555, 0.6075, 0.0551758, , , , , , , , , , , , , , , , , , , , , , 
0.0238846, -0.0310521, 0.621, -0.2133789, 0.621, -1.1396484, 0.621, 0.0825195, 0.0238846, -0.0058747, 0.621, 0.3413086, 0.621, -1.0761719, 0.621, -0.1914062, 0.0238846, -0.0085603, 0.621, 0.1967773, 0.621, -1.0952148, 0.621, -0.1289062, 0.0238846, -0.0119173, 0.621, -0.0053711, 0.621, -1.1030273, 0.621, 0.0610352, , , , , , , , , , , , , , , , , , , , , , 
0.0244038, -0.0263523, 0.6345, -0.1347656, 0.6345, -1.0795898, 0.6345, 0.0991211, 0.0244038, -0.0085603, 0.6345, 0.3222656, 0.6345, -1.0068359, 0.6345, -0.2265625, 0.0244038, -0.0082246, 0.6345, 0.2631836, 0.6345, -1.0102539, 0.6345, -0.1030273, 0.0244038, -0.0068818, 0.6345, -0.0234375, 0.6345, -1.0439453, 0.6345, 0.0766602, , , , , , , , , , , , , , , , , , , , , , 
0.0249231, -0.0240024, 0.648, -0.0986328, 0.648, -1.0205078, 0.648, 0.1132812, 0.0249231, -0.0102388, 0.648, 0.3032227, 0.648, -0.9780273, 0.648, -0.2436523, 0.0249231, -0.008896, 0.648, 0.28125, 0.648, -0.9487305, 0.648, -0.0717773, 0.0249231, -0.002182, 0.648, -0.0639648, 0.648, -0.9916992, 0.648, 0.0913086, , , , , , , , , , , , , , , , , , , , , , 
0.0254423, -0.0194705, 0.6615, -0.1079102, 0.6615, -0.972168, 0.6615, 0.1079102, 0.0254423, -0.0104067, 0.6615, 0.2607422, 0.6615, -0.9296875, 0.6615, -0.2695312, 0.0254423, -0.0083925, 0.6615, 0.2441406, 0.6615, -0.9194336, 0.6615, -0.0507812, 0.0254423, 0.0048676, 0.6615, -0.1064453, 0.6615, -0.9536133, 0.6615, 0.1054688, , , , , , , , , , , , , , , , , , , , , , 
0.0259615, -0.0129244, 0.675, -0.1494141, 0.675, -0.9506836, 0.675, 0.1035156, 0.0259615, -0.0102388, 0.675, 0.2211914, 0.675, -0.887207, 0.675, -0.2822266, 0.0259615, -0.0077211, 0.675, 0.2138672, 0.675, -0.9179688, 0.675, -0.050293, 0.0259615, 0.0095674, 0.675, -0.1425781, 0.675, -0.9370117, 0.675, 0.1079102, , , , , , , , , , , , , , , , , , , , , , 
0.0264808, -0.0052033, 0.6885, -0.2045898, 0.6885, -0.956543, 0.6885, 0.1035156, 0.0264808, -0.0092317, 0.6885, 0.2216797, 0.6885, -0.8833008, 0.6885, -0.269043, 0.0264808, -0.0082246, 0.6885, 0.1494141, 0.6885, -0.9433594, 0.6885, -0.0522461, 0.0264808, 0.0162814, 0.6885, -0.168457, 0.6885, -0.9399414, 0.6885, 0.1025391, , , , , , , , , , , , , , , , , , , , , , 
0.027, 0.0038605, 0.702, -0.2324219, 0.702, -0.9614258, 0.702, 0.1044922, 0.027, -0.0082246, 0.702, 0.2373047, 0.702, -0.9038086, 0.702, -0.2368164, 0.027, -0.0082246, 0.702, 0.1064453, 0.702, -0.9775391, 0.702, -0.0463867, 0.027, 0.0246738, 0.702, -0.1816406, 0.702, -0.9487305, 0.702, 0.097168, , , , , , , , , , , , , , , , , , , , , , 
