Application:, Trigno Discover (2.0.1.2)
Date/Time:, 5/14/2025 1:06:22 PM
Collection Length (seconds):, 37.125
Forearm 2 (83169), , , , , , , , Forearm 1 (82633), , , , , , , , Biceps (83254), , , , , , , , Triceps (83087)
sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G)
, 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.3312692, 0.0199741, 8.613, -0.3276367, 8.613, -2.3696289, 8.613, 1.6606445, 0.3312692, -0.0099031, 8.613, 1.1987305, 8.613, -1.8681641, 8.613, -0.4985352, 0.3312692, -0.0062104, 8.613, 0.8745117, 8.613, -1.3359375, 8.613, -0.5810547, 0.3312692, 0.0105745, 8.613, 1.7895508, 8.613, -1.4350586, 8.613, -0.1875, , , , , , , , , , , , , , , , , , , , , , 
0.3317885, 0.0219883, 8.6265, -0.0761719, 8.6265, -1.5039062, 8.6265, 0.5195312, 0.3317885, -0.0092317, 8.6265, 1.9731445, 8.6265, -1.5483398, 8.6265, -0.3276367, 0.3317885, -0.0048676, 8.6265, 1.0693359, 8.6265, -1.0166016, 8.6265, -0.4731445, 0.3317885, 0.0092317, 8.6265, 1.3461914, 8.6265, -1.1572266, 8.6265, 0.3178711, , , , , , , , , , , , , , , , , , , , , , 
0.3323077, 0.0199741, 8.64, -0.1611328, 8.64, -0.6469727, 8.64, 0.0449219, 0.3323077, -0.0065461, 8.64, 1.972168, 8.64, -1.1420898, 8.64, -0.3193359, 0.3323077, -0.005539, 8.64, 1.3535156, 8.64, -1.0366211, 8.64, -0.3496094, 0.3323077, 0.0078889, 8.64, 0.4711914, 8.64, -1.2705078, 8.64, 0.6748047, , , , , , , , , , , , , , , , , , , , , , 
0.3328269, 0.0157778, 8.6535, -0.1040039, 8.6535, -0.2973633, 8.6535, 0.1000977, 0.3328269, -0.0050355, 8.6535, 0.9008789, 8.6535, -1.0058594, 8.6535, -0.2172852, 0.3328269, -0.0068818, 8.6535, 1.3120117, 8.6535, -1.1000977, 8.6535, -0.2651367, 0.3328269, 0.0062104, 8.6535, -0.4404297, 8.6535, -1.5019531, 8.6535, 0.8613281, , , , , , , , , , , , , , , , , , , , , , 
0.3333462, 0.0146029, 8.667, -0.1240234, 8.667, -0.6704102, 8.667, 0.1557617, 0.3333462, -0.0035248, 8.667, -0.2373047, 8.667, -0.8212891, 8.667, -0.4604492, 0.3333462, -0.0070497, 8.667, 0.4243164, 8.667, -1.1899414, 8.667, -0.3847656, 0.3333462, 0.0072175, 8.667, -0.5517578, 8.667, -1.1835938, 8.667, 0.4511719, , , , , , , , , , , , , , , , , , , , , , 
0.3338654, 0.0172885, 8.6805, -0.465332, 8.6805, -1.1552734, 8.6805, 0.0224609, 0.3338654, -0.0030213, 8.6805, -0.8896484, 8.6805, -0.8203125, 8.6805, -0.2441406, 0.3338654, -0.008896, 8.6805, -0.5014648, 8.6805, -1.3071289, 8.6805, -0.3823242, 0.3338654, 0.0078889, 8.6805, -0.246582, 8.6805, -0.9458008, 8.6805, -0.1074219, , , , , , , , , , , , , , , , , , , , , , 
0.3343846, 0.0186313, 8.694, -0.7758789, 8.694, -1.2026367, 8.694, -0.1655273, 0.3343846, -0.0031891, 8.694, -0.3818359, 8.694, -1.0288086, 8.694, -0.0551758, 0.3343846, -0.0075532, 8.694, -0.7675781, 8.694, -1.246582, 8.694, -0.3916016, 0.3343846, 0.0058747, 8.694, 0.0517578, 8.694, -1.1132812, 8.694, -0.2114258, , , , , , , , , , , , , , , , , , , , , , 
0.3349038, 0.018967, 8.7075, -0.8818359, 8.7075, -1.0551758, 8.7075, -0.1845703, 0.3349038, -0.0031891, 8.7075, 0.3574219, 8.7075, -1.1572266, 8.7075, -0.1616211, 0.3349038, -0.0063783, 8.7075, -0.6342773, 8.7075, -1.1757812, 8.7075, -0.4541016, 0.3349038, 0.0052033, 8.7075, 0.3623047, 8.7075, -1.2216797, 8.7075, -0.0332031, , , , , , , , , , , , , , , , , , , , , , 
0.3354231, 0.0159457, 8.721, -0.4663086, 8.721, -1.1113281, 8.721, -0.1274414, 0.3354231, -0.0030213, 8.721, 0.6728516, 8.721, -1.1811523, 8.721, -0.1333008, 0.3354231, -0.0072175, 8.721, -0.046875, 8.721, -1.0878906, 8.721, -0.5800781, 0.3354231, 0.0077211, 8.721, 0.5214844, 8.721, -1.1455078, 8.721, 0.0029297, , , , , , , , , , , , , , , , , , , , , , 
0.3359423, 0.0119173, 8.7345, 0.0898438, 8.7345, -1.2695312, 8.7345, -0.046875, 0.3359423, -0.0041962, 8.7345, 0.5214844, 8.7345, -1.2045898, 8.7345, -0.0678711, 0.3359423, -0.0085603, 8.7345, 0.5, 8.7345, -1.0546875, 8.7345, -0.7143555, 0.3359423, 0.008896, 8.7345, 0.7275391, 8.7345, -0.9223633, 8.7345, -0.0410156, , , , , , , , , , , , , , , , , , , , , , 
0.3364615, 0.0099031, 8.748, 0.2055664, 8.748, -1.3037109, 8.748, -0.0361328, 0.3364615, -0.0052033, 8.748, 0.402832, 8.748, -1.2836914, 8.748, 0.0102539, 0.3364615, -0.0095674, 8.748, 0.6601562, 8.748, -0.9511719, 8.748, -0.7675781, 0.3364615, 0.0048676, 8.748, 0.9125977, 8.748, -0.8481445, 8.748, -0.1098633, , , , , , , , , , , , , , , , , , , , , , 
0.3369808, 0.0065461, 8.7615, 0.0703125, 8.7615, -1.2866211, 8.7615, -0.0263672, 0.3369808, -0.0068818, 8.7615, 0.4023438, 8.7615, -1.3032227, 8.7615, -0.0004883, 0.3369808, -0.0104067, 8.7615, 0.6254883, 8.7615, -0.8764648, 8.7615, -0.7451172, 0.3369808, -0.0015106, 8.7615, 1.1513672, 8.7615, -0.8925781, 8.7615, -0.1264648, , , , , , , , , , , , , , , , , , , , , , 
0.3375, 0.0025177, 8.775, -0.222168, 8.775, -1.2509766, 8.775, -0.0927734, 0.3375, -0.0062104, 8.775, 0.4169922, 8.775, -1.237793, 8.775, -0.0395508, 0.3375, -0.008896, 8.775, 0.5639648, 8.775, -0.9052734, 8.775, -0.6982422, 0.3375, -0.0065461, 8.775, 1.1538086, 8.775, -0.9194336, 8.775, -0.1464844, , , , , , , , , , , , , , , , , , , , , , 
0.3380192, -0.0025177, 8.7885, -0.3989258, 8.7885, -1.2563477, 8.7885, -0.1420898, 0.3380192, -0.0070497, 8.7885, 0.3842773, 8.7885, -1.1484375, 8.7885, -0.0522461, 0.3380192, -0.0062104, 8.7885, 0.4160156, 8.7885, -0.956543, 8.7885, -0.6708984, 0.3380192, -0.0077211, 8.7885, 0.956543, 8.7885, -0.9165039, 8.7885, -0.1601562, , , , , , , , , , , , , , , , , , , , , , 
0.3385385, -0.0062104, 8.802, -0.4179688, 8.802, -1.2456055, 8.802, -0.1279297, 0.3385385, -0.0092317, 8.802, 0.2387695, 8.802, -1.1240234, 8.802, -0.0742188, 0.3385385, -0.0085603, 8.802, 0.2255859, 8.802, -0.9873047, 8.802, -0.6484375, 0.3385385, -0.0052033, 8.802, 0.7348633, 8.802, -0.9414062, 8.802, -0.1083984, , , , , , , , , , , , , , , , , , , , , , 
0.3390577, -0.0085603, 8.8155, -0.3613281, 8.8155, -1.1889648, 8.8155, -0.0864258, 0.3390577, -0.0092317, 8.8155, 0.1010742, 8.8155, -1.1337891, 8.8155, -0.0830078, 0.3390577, -0.011078, 8.8155, 0.0991211, 8.8155, -1.0029297, 8.8155, -0.6113281, 0.3390577, -0.0008392, 8.8155, 0.5483398, 8.8155, -0.9799805, 8.8155, -0.0253906, , , , , , , , , , , , , , , , , , , , , , 
0.3395769, -0.0078889, 8.829, -0.3129883, 8.829, -1.1220703, 8.829, -0.0625, 0.3395769, -0.0082246, 8.829, 0.0883789, 8.829, -1.1450195, 8.829, -0.1074219, 0.3395769, -0.0105745, 8.829, 0.0830078, 8.829, -1.0043945, 8.829, -0.5654297, 0.3395769, 0.0016785, 8.829, 0.4199219, 8.829, -1.0053711, 8.829, 0.0517578, , , , , , , , , , , , , , , , , , , , , , 
0.3400962, -0.003357, 8.8425, -0.2871094, 8.8425, -1.0688477, 8.8425, -0.0415039, 0.3400962, -0.008896, 8.8425, 0.168457, 8.8425, -1.121582, 8.8425, -0.1391602, 0.3400962, -0.0083925, 8.8425, 0.1054688, 8.8425, -1.0043945, 8.8425, -0.5473633, 0.3400962, 0.0025177, 8.8425, 0.340332, 8.8425, -1.0053711, 8.8425, 0.1118164, , , , , , , , , , , , , , , , , , , , , , 
0.3406154, 0.0015106, 8.856, -0.2641602, 8.856, -1.0649414, 8.856, -0.003418, 0.3406154, -0.0095674, 8.856, 0.2490234, 8.856, -1.0942383, 8.856, -0.137207, 0.3406154, -0.0065461, 8.856, 0.1679688, 8.856, -1.0024414, 8.856, -0.5219727, 0.3406154, 0.0052033, 8.856, 0.3120117, 8.856, -0.9785156, 8.856, 0.1303711, , , , , , , , , , , , , , , , , , , , , , 
0.3411346, 0.0038605, 8.8695, -0.206543, 8.8695, -1.0820312, 8.8695, 0, 0.3411346, -0.0102388, 8.8695, 0.3037109, 8.8695, -1.0717773, 8.8695, -0.1113281, 0.3411346, -0.0058747, 8.8695, 0.2275391, 8.8695, -0.9887695, 8.8695, -0.5073242, 0.3411346, 0.0085603, 8.8695, 0.324707, 8.8695, -0.9697266, 8.8695, 0.1274414, , , , , , , , , , , , , , , , , , , , , , 
0.3416538, 0.0028534, 8.883, -0.1254883, 8.883, -1.0898438, 8.883, -0.0073242, 0.3416538, -0.0109102, 8.883, 0.3208008, 8.883, -1.0615234, 8.883, -0.1083984, 0.3416538, -0.0068818, 8.883, 0.2636719, 8.883, -0.9702148, 8.883, -0.5024414, 0.3416538, 0.0105745, 8.883, 0.3452148, 8.883, -0.9633789, 8.883, 0.1225586, , , , , , , , , , , , , , , , , , , , , , 
0.3421731, 0.0018463, 8.8965, -0.1030273, 8.8965, -1.0981445, 8.8965, 0.0244141, 0.3421731, -0.0099031, 8.8965, 0.340332, 8.8965, -1.0429688, 8.8965, -0.1342773, 0.3421731, -0.0085603, 8.8965, 0.284668, 8.8965, -0.9467773, 8.8965, -0.5102539, 0.3421731, 0.0109102, 8.8965, 0.4135742, 8.8965, -0.9301758, 8.8965, 0.1020508, , , , , , , , , , , , , , , , , , , , , , 
0.3426923, 0.0052033, 8.91, -0.1201172, 8.91, -1.1010742, 8.91, 0.0361328, 0.3426923, -0.0075532, 8.91, 0.3022461, 8.91, -1.0419922, 8.91, -0.1699219, 0.3426923, -0.0087282, 8.91, 0.2924805, 8.91, -0.9272461, 8.91, -0.5307617, 0.3426923, 0.0125887, 8.91, 0.5170898, 8.91, -0.8989258, 8.91, 0.0493164, , , , , , , , , , , , , , , , , , , , , , 
0.3432115, 0.0119173, 8.9235, -0.1923828, 8.9235, -1.0800781, 8.9235, 0.0229492, 0.3432115, -0.0063783, 8.9235, 0.2324219, 8.9235, -1.0336914, 8.9235, -0.1875, 0.3432115, -0.0085603, 8.9235, 0.2841797, 8.9235, -0.9179688, 8.9235, -0.5493164, 0.3432115, 0.01561, 8.9235, 0.6171875, 8.9235, -0.9023438, 8.9235, 0.0161133, , , , , , , , , , , , , , , , , , , , , , 
0.3437308, 0.0182956, 8.937, -0.2548828, 8.937, -1.0454102, 8.937, -0.0048828, 0.3437308, -0.0068818, 8.937, 0.1464844, 8.937, -1.0239258, 8.937, -0.203125, 0.3437308, -0.0072175, 8.937, 0.2954102, 8.937, -0.925293, 8.937, -0.5522461, 0.3437308, 0.0186313, 8.937, 0.6645508, 8.937, -0.9345703, 8.937, -0.0029297, , , , , , , , , , , , , , , , , , , , , , 
0.34425, 0.0209812, 8.9505, -0.265625, 8.9505, -1.0341797, 8.9505, -0.0078125, 0.34425, -0.0082246, 8.9505, 0.0795898, 8.9505, -1.0229492, 8.9505, -0.2133789, 0.34425, -0.0048676, 8.9505, 0.3364258, 8.9505, -0.9277344, 8.9505, -0.5361328, 0.34425, 0.0203098, 8.9505, 0.6425781, 8.9505, -0.9360352, 8.9505, -0.0078125, , , , , , , , , , , , , , , , , , , , , , 
0.3447692, 0.023331, 8.964, -0.2114258, 8.964, -1.0805664, 8.964, -0.0166016, 0.3447692, -0.0082246, 8.964, 0.0742188, 8.964, -1.0297852, 8.964, -0.2104492, 0.3447692, -0.0052033, 8.964, 0.3754883, 8.964, -0.9169922, 8.964, -0.5336914, 0.3447692, 0.0229953, 8.964, 0.5976562, 8.964, -0.8945312, 8.964, -0.0058594, , , , , , , , , , , , , , , , , , , , , , 
0.3452885, 0.0260166, 8.9775, -0.1245117, 8.9775, -1.1357422, 8.9775, -0.0214844, 0.3452885, -0.0085603, 8.9775, 0.1401367, 8.9775, -1.0361328, 8.9775, -0.2045898, 0.3452885, -0.0062104, 8.9775, 0.3828125, 8.9775, -0.9042969, 8.9775, -0.5390625, 0.3452885, 0.0258488, 8.9775, 0.5874023, 8.9775, -0.8867188, 8.9775, -0.0200195, , , , , , , , , , , , , , , , , , , , , , 
0.3458077, 0.023331, 8.991, -0.0776367, 8.991, -1.1513672, 8.991, -0.0102539, 0.3458077, -0.0109102, 8.991, 0.2094727, 8.991, -1.0395508, 8.991, -0.1943359, 0.3458077, -0.0068818, 8.991, 0.3447266, 8.991, -0.875, 8.991, -0.5722656, 0.3458077, 0.0260166, 8.991, 0.6166992, 8.991, -0.871582, 8.991, -0.0332031, , , , , , , , , , , , , , , , , , , , , , 
0.3463269, 0.023331, 9.0045, -0.0839844, 9.0045, -1.1240234, 9.0045, 0.0185547, 0.3463269, -0.0102388, 9.0045, 0.2202148, 9.0045, -1.0375977, 9.0045, -0.1914062, 0.3463269, -0.0045319, 9.0045, 0.2548828, 9.0045, -0.8603516, 9.0045, -0.6186523, 0.3463269, 0.0261845, 9.0045, 0.6333008, 9.0045, -0.8505859, 9.0045, -0.0385742, , , , , , , , , , , , , , , , , , , , , , 
0.3468462, 0.0236667, 9.018, -0.1113281, 9.018, -1.0756836, 9.018, 0.0004883, 0.3468462, -0.0085603, 9.018, 0.1762695, 9.018, -1.03125, 9.018, -0.2114258, 0.3468462, -0.002182, 9.018, 0.1567383, 9.018, -0.8569336, 9.018, -0.6464844, 0.3468462, 0.0260166, 9.018, 0.5834961, 9.018, -0.8657227, 9.018, 0.0175781, , , , , , , , , , , , , , , , , , , , , , 
0.3473654, 0.0213169, 9.0315, -0.0991211, 9.0315, -1.0532227, 9.0315, -0.0170898, 0.3473654, -0.008896, 9.0315, 0.1030273, 9.0315, -1.0395508, 9.0315, -0.2524414, 0.3473654, -0.0001678, 9.0315, 0.112793, 9.0315, -0.8569336, 9.0315, -0.6425781, 0.3473654, 0.0243381, 9.0315, 0.5458984, 9.0315, -0.8808594, 9.0315, 0.0395508, , , , , , , , , , , , , , , , , , , , , , 
0.3478846, 0.0196384, 9.045, -0.0439453, 9.045, -1.0957031, 9.045, 0, 0.3478846, -0.008896, 9.045, 0.0512695, 9.045, -1.0566406, 9.045, -0.2963867, 0.3478846, 0.0011749, 9.045, 0.1621094, 9.045, -0.8540039, 9.045, -0.6220703, 0.3478846, 0.0236667, 9.045, 0.5029297, 9.045, -0.8847656, 9.045, 0.0322266, , , , , , , , , , , , , , , , , , , , , , 
0.3484038, 0.0196384, 9.0585, 0.0014648, 9.0585, -1.1362305, 9.0585, 0.0288086, 0.3484038, -0.0082246, 9.0585, 0.0268555, 9.0585, -1.0595703, 9.0585, -0.3144531, 0.3484038, -0.0011749, 9.0585, 0.2431641, 9.0585, -0.8520508, 9.0585, -0.6035156, 0.3484038, 0.0206455, 9.0585, 0.5112305, 9.0585, -0.8837891, 9.0585, 0.0205078, , , , , , , , , , , , , , , , , , , , , , 
0.3489231, 0.0172885, 9.072, -0.0024414, 9.072, -1.1206055, 9.072, 0.0107422, 0.3489231, -0.0065461, 9.072, 0.0585938, 9.072, -1.0385742, 9.072, -0.3017578, 0.3489231, -0.0028534, 9.072, 0.265625, 9.072, -0.8505859, 9.072, -0.5947266, 0.3489231, 0.0182956, 9.072, 0.5087891, 9.072, -0.8691406, 9.072, 0.0400391, , , , , , , , , , , , , , , , , , , , , , 
0.3494423, 0.0152743, 9.0855, -0.0161133, 9.0855, -1.1010742, 9.0855, -0.0092773, 0.3494423, -0.005539, 9.0855, 0.081543, 9.0855, -1.0078125, 9.0855, -0.2871094, 0.3494423, -0.0018463, 9.0855, 0.2436523, 9.0855, -0.8476562, 9.0855, -0.6005859, 0.3494423, 0.0159457, 9.0855, 0.5058594, 9.0855, -0.8500977, 9.0855, 0.0551758, , , , , , , , , , , , , , , , , , , , , , 
0.3499615, 0.0149386, 9.099, -0.0356445, 9.099, -1.0664062, 9.099, -0.0327148, 0.3499615, -0.0065461, 9.099, 0.0639648, 9.099, -0.9956055, 9.099, -0.2832031, 0.3499615, -0.0015106, 9.099, 0.2329102, 9.099, -0.8393555, 9.099, -0.6113281, 0.3499615, 0.0135958, 9.099, 0.5292969, 9.099, -0.8378906, 9.099, 0.0253906, , , , , , , , , , , , , , , , , , , , , , 
0.3504808, 0.0169528, 9.1125, -0.0131836, 9.1125, -1.0473633, 9.1125, -0.0253906, 0.3504808, -0.0092317, 9.1125, 0.034668, 9.1125, -0.9936523, 9.1125, -0.2841797, 0.3504808, -0.0010071, 9.1125, 0.2275391, 9.1125, -0.8193359, 9.1125, -0.6318359, 0.3504808, 0.0132601, 9.1125, 0.5678711, 9.1125, -0.8422852, 9.1125, 0.0170898, , , , , , , , , , , , , , , , , , , , , , 
0.351, 0.0191348, 9.126, 0.0112305, 9.126, -1.0356445, 9.126, -0.0205078, 0.351, -0.0102388, 9.126, 0.0229492, 9.126, -0.9907227, 9.126, -0.2827148, 0.351, -0.002182, 9.126, 0.2294922, 9.126, -0.8208008, 9.126, -0.628418, 0.351, 0.0124208, 9.126, 0.5830078, 9.126, -0.8305664, 9.126, 0.003418, , , , , , , , , , , , , , , , , , , , , , 
0.3515192, 0.0179599, 9.1395, 0.0258789, 9.1395, -1.0170898, 9.1395, -0.0405273, 0.3515192, -0.008896, 9.1395, 0.0029297, 9.1395, -0.9863281, 9.1395, -0.2807617, 0.3515192, -0.0045319, 9.1395, 0.2392578, 9.1395, -0.8149414, 9.1395, -0.6020508, 0.3515192, 0.0105745, 9.1395, 0.5727539, 9.1395, -0.8378906, 9.1395, -0.0009766, , , , , , , , , , , , , , , , , , , , , , 
0.3520385, 0.0179599, 9.153, 0.0102539, 9.153, -0.9916992, 9.153, -0.0498047, 0.3520385, -0.0065461, 9.153, -0.0229492, 9.153, -0.9638672, 9.153, -0.2871094, 0.3520385, -0.0041962, 9.153, 0.2519531, 9.153, -0.7958984, 9.153, -0.5844727, 0.3520385, 0.0095674, 9.153, 0.5668945, 9.153, -0.8442383, 9.153, -0.0102539, , , , , , , , , , , , , , , , , , , , , , 
0.3525577, 0.0198062, 9.1665, -0.0039062, 9.1665, -1.0063477, 9.1665, -0.0727539, 0.3525577, -0.0062104, 9.1665, -0.0405273, 9.1665, -0.9199219, 9.1665, -0.2841797, 0.3525577, -0.005539, 9.1665, 0.2553711, 9.1665, -0.7949219, 9.1665, -0.5800781, 0.3525577, 0.0109102, 9.1665, 0.5551758, 9.1665, -0.8022461, 9.1665, -0.065918, , , , , , , , , , , , , , , , , , , , , , 
0.3530769, 0.0209812, 9.18, 0.0341797, 9.18, -1.0522461, 9.18, -0.1015625, 0.3530769, -0.0075532, 9.18, -0.0258789, 9.18, -0.8974609, 9.18, -0.2724609, 0.3530769, -0.0090639, 9.18, 0.2529297, 9.18, -0.793457, 9.18, -0.578125, 0.3530769, 0.0139315, 9.18, 0.5483398, 9.18, -0.7768555, 9.18, -0.0966797, , , , , , , , , , , , , , , , , , , , , , 
0.3535962, 0.0182956, 9.1935, 0.0913086, 9.1935, -1.0517578, 9.1935, -0.090332, 0.3535962, -0.0072175, 9.1935, 0.0268555, 9.1935, -0.8964844, 9.1935, -0.2485352, 0.3535962, -0.0097353, 9.1935, 0.2104492, 9.1935, -0.7685547, 9.1935, -0.5922852, 0.3535962, 0.0132601, 9.1935, 0.581543, 9.1935, -0.7685547, 9.1935, -0.128418, , , , , , , , , , , , , , , , , , , , , , 
0.3541154, 0.0125887, 9.207, 0.0708008, 9.207, -0.9912109, 9.207, -0.0751953, 0.3541154, -0.0058747, 9.207, 0.0732422, 9.207, -0.8828125, 9.207, -0.2075195, 0.3541154, -0.0082246, 9.207, 0.1147461, 9.207, -0.7705078, 9.207, -0.6269531, 0.3541154, 0.012253, 9.207, 0.6186523, 9.207, -0.7817383, 9.207, -0.1313477, , , , , , , , , , , , , , , , , , , , , , 
0.3546346, 0.0068818, 9.2205, 0.0053711, 9.2205, -0.9326172, 9.2205, -0.0942383, 0.3546346, -0.0062104, 9.2205, 0.0678711, 9.2205, -0.8730469, 9.2205, -0.1850586, 0.3546346, -0.0095674, 9.2205, 0.0341797, 9.2205, -0.7783203, 9.2205, -0.6264648, 0.3546346, 0.0132601, 9.2205, 0.5629883, 9.2205, -0.7631836, 9.2205, -0.1176758, , , , , , , , , , , , , , , , , , , , , , 
0.3551538, 0.0065461, 9.234, -0.0151367, 9.234, -0.9082031, 9.234, -0.1152344, 0.3551538, -0.0075532, 9.234, 0.0166016, 9.234, -0.8740234, 9.234, -0.2001953, 0.3551538, -0.0119173, 9.234, 0.0292969, 9.234, -0.7709961, 9.234, -0.6083984, 0.3551538, 0.014435, 9.234, 0.5029297, 9.234, -0.7700195, 9.234, -0.090332, , , , , , , , , , , , , , , , , , , , , , 
0.3556731, 0.0078889, 9.2475, -0.0029297, 9.2475, -0.9160156, 9.2475, -0.1166992, 0.3556731, -0.0075532, 9.2475, -0.0146484, 9.2475, -0.8696289, 9.2475, -0.2138672, 0.3556731, -0.0132601, 9.2475, 0.0927734, 9.2475, -0.7529297, 9.2475, -0.5634766, 0.3556731, 0.0132601, 9.2475, 0.4716797, 9.2475, -0.7885742, 9.2475, -0.0732422, , , , , , , , , , , , , , , , , , , , , , 
0.3561923, 0.0099031, 9.261, 0.0449219, 9.261, -0.9462891, 9.261, -0.1210938, 0.3561923, -0.0072175, 9.261, -0.0541992, 9.261, -0.8515625, 9.261, -0.2275391, 0.3561923, -0.0146029, 9.261, 0.1625977, 9.261, -0.7514648, 9.261, -0.5327148, 0.3561923, 0.008896, 9.261, 0.4521484, 9.261, -0.7495117, 9.261, -0.097168, , , , , , , , , , , , , , , , , , , , , , 
0.3567115, 0.0139315, 9.2745, 0.0581055, 9.2745, -0.9511719, 9.2745, -0.1108398, 0.3567115, -0.0092317, 9.2745, -0.0366211, 9.2745, -0.8359375, 9.2745, -0.2182617, 0.3567115, -0.0166171, 9.2745, 0.1879883, 9.2745, -0.7529297, 9.2745, -0.5205078, 0.3567115, 0.0057069, 9.2745, 0.4482422, 9.2745, -0.7280273, 9.2745, -0.1049805, , , , , , , , , , , , , , , , , , , , , , 
0.3572308, 0.012253, 9.288, 0.0092773, 9.288, -0.9130859, 9.288, -0.1083984, 0.3572308, -0.0102388, 9.288, -0.0151367, 9.288, -0.8198242, 9.288, -0.2016602, 0.3572308, -0.0162814, 9.288, 0.1694336, 9.288, -0.7451172, 9.288, -0.5170898, 0.3572308, 0.0025177, 9.288, 0.4638672, 9.288, -0.7612305, 9.288, -0.0913086, , , , , , , , , , , , , , , , , , , , , , 
0.35775, 0.0058747, 9.3015, -0.0224609, 9.3015, -0.8798828, 9.3015, -0.1269531, 0.35775, -0.0097353, 9.3015, -0.0161133, 9.3015, -0.8154297, 9.3015, -0.1967773, 0.35775, -0.0152743, 9.3015, 0.1337891, 9.3015, -0.7382812, 9.3015, -0.5229492, 0.35775, 0.0018463, 9.3015, 0.4545898, 9.3015, -0.7729492, 9.3015, -0.0791016, , , , , , , , , , , , , , , , , , , , , , 
0.3582692, 0.0065461, 9.315, 0.0029297, 9.315, -0.8876953, 9.315, -0.1264648, 0.3582692, -0.0097353, 9.315, -0.0131836, 9.315, -0.8193359, 9.315, -0.1982422, 0.3582692, -0.0137636, 9.315, 0.1108398, 9.315, -0.7421875, 9.315, -0.5146484, 0.3582692, 0.0013428, 9.315, 0.4296875, 9.315, -0.7475586, 9.315, -0.0834961, , , , , , , , , , , , , , , , , , , , , , 
0.3587885, 0.0119173, 9.3285, 0.0571289, 9.3285, -0.9038086, 9.3285, -0.1064453, 0.3587885, -0.0097353, 9.3285, 0.0053711, 9.3285, -0.8232422, 9.3285, -0.2006836, 0.3587885, -0.0105745, 9.3285, 0.1123047, 9.3285, -0.7436523, 9.3285, -0.5009766, 0.3587885, -0.0018463, 9.3285, 0.4223633, 9.3285, -0.7353516, 9.3285, -0.0834961, , , , , , , , , , , , , , , , , , , , , , 
0.3593077, 0.0092317, 9.342, 0.0649414, 9.342, -0.8969727, 9.342, -0.090332, 0.3593077, -0.008896, 9.342, 0.0224609, 9.342, -0.8183594, 9.342, -0.1943359, 0.3593077, -0.0105745, 9.342, 0.1289062, 9.342, -0.7382812, 9.342, -0.4931641, 0.3593077, -0.0015106, 9.342, 0.4130859, 9.342, -0.7373047, 9.342, -0.0854492, , , , , , , , , , , , , , , , , , , , , , 
0.3598269, 0.0031891, 9.3555, 0.0239258, 9.3555, -0.8813477, 9.3555, -0.1000977, 0.3598269, -0.0093996, 9.3555, 0.0107422, 9.3555, -0.8188477, 9.3555, -0.1953125, 0.3598269, -0.0135958, 9.3555, 0.1523438, 9.3555, -0.734375, 9.3555, -0.4833984, 0.3598269, 0.0031891, 9.3555, 0.4150391, 9.3555, -0.7543945, 9.3555, -0.0776367, , , , , , , , , , , , , , , , , , , , , , 
0.3603462, 0.0025177, 9.369, -0.0073242, 9.369, -0.8852539, 9.369, -0.1196289, 0.3603462, -0.0090639, 9.369, -0.0180664, 9.369, -0.8276367, 9.369, -0.2128906, 0.3603462, -0.0120851, 9.369, 0.1645508, 9.369, -0.7373047, 9.369, -0.4760742, 0.3603462, 0.0065461, 9.369, 0.390625, 9.369, -0.7695312, 9.369, -0.0610352, , , , , , , , , , , , , , , , , , , , , , 
