Application:, Trigno Discover (2.0.1.2)
Date/Time:, 5/14/2025 1:08:32 PM
Collection Length (seconds):, 36.342
Forearm 2 (83169), , , , , , , , Forearm 1 (82633), , , , , , , , Biceps (83254), , , , , , , , Triceps (83087)
sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45, , , , , , , , sensor mode: 45
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G)
, 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.00675, 0.0112459, 0.1755, -0.2387695, 0.1755, -0.9951172, 0.1755, 0.1279297, 0.00675, -0.0082246, 0.1755, 0.3125, 0.1755, -0.9438477, 0.1755, -0.2270508, 0.00675, -0.0065461, 0.1755, 0.1342773, 0.1755, -1.0126953, 0.1755, -0.0024414, 0.00675, 0.0073854, 0.1755, -0.1889648, 0.1755, -1, 0.1755, 0.046875, , , , , , , , , , , , , , , , , , , , , , 
0.0072692, 0.0085603, 0.189, -0.2446289, 0.189, -0.9951172, 0.189, 0.1254883, 0.0072692, -0.0065461, 0.189, 0.3022461, 0.189, -0.9477539, 0.189, -0.2250977, 0.0072692, -0.0072175, 0.189, 0.1308594, 0.189, -1.0083008, 0.189, -0.003418, 0.0072692, 0.0087282, 0.189, -0.1889648, 0.189, -0.9926758, 0.189, 0.0449219, , , , , , , , , , , , , , , , , , , , , , 
0.0077885, 0.0107424, 0.2025, -0.2319336, 0.2025, -0.9912109, 0.2025, 0.1254883, 0.0077885, -0.0057069, 0.2025, 0.2988281, 0.2025, -0.9414062, 0.2025, -0.2275391, 0.0077885, -0.008896, 0.2025, 0.1362305, 0.2025, -1.0019531, 0.2025, -0.0117188, 0.0077885, 0.0082246, 0.2025, -0.1796875, 0.2025, -0.9863281, 0.2025, 0.0488281, , , , , , , , , , , , , , , , , , , , , , 
0.0083077, 0.0052033, 0.216, -0.2124023, 0.216, -0.9863281, 0.216, 0.1308594, 0.0083077, -0.0060426, 0.216, 0.3046875, 0.216, -0.9331055, 0.216, -0.2353516, 0.0083077, -0.0105745, 0.216, 0.1518555, 0.216, -0.9921875, 0.216, -0.0209961, 0.0083077, 0.0065461, 0.216, -0.1621094, 0.216, -0.9863281, 0.216, 0.0507812, , , , , , , , , , , , , , , , , , , , , , 
0.0088269, 0.0005035, 0.2295, -0.2050781, 0.2295, -0.9833984, 0.2295, 0.1337891, 0.0088269, -0.0072175, 0.2295, 0.309082, 0.2295, -0.9287109, 0.2295, -0.2368164, 0.0088269, -0.0115816, 0.2295, 0.1635742, 0.2295, -0.9882812, 0.2295, -0.0258789, 0.0088269, 0.0058747, 0.2295, -0.1464844, 0.2295, -0.9838867, 0.2295, 0.0493164, , , , , , , , , , , , , , , , , , , , , , 
0.0093462, 0.002182, 0.243, -0.2114258, 0.243, -0.9814453, 0.243, 0.1279297, 0.0093462, -0.0068818, 0.243, 0.3139648, 0.243, -0.9228516, 0.243, -0.2338867, 0.0093462, -0.0119173, 0.243, 0.1606445, 0.243, -0.9902344, 0.243, -0.0234375, 0.0093462, 0.0035248, 0.243, -0.1450195, 0.243, -0.9824219, 0.243, 0.046875, , , , , , , , , , , , , , , , , , , , , , 
0.0098654, -0.0001678, 0.2565, -0.2148438, 0.2565, -0.9853516, 0.2565, 0.1264648, 0.0098654, -0.0062104, 0.2565, 0.3144531, 0.2565, -0.9262695, 0.2565, -0.2270508, 0.0098654, -0.012253, 0.2565, 0.1499023, 0.2565, -0.9931641, 0.2565, -0.0185547, 0.0098654, 0.0011749, 0.2565, -0.1494141, 0.2565, -0.9814453, 0.2565, 0.0400391, , , , , , , , , , , , , , , , , , , , , , 
0.0103846, -0.0068818, 0.27, -0.2124023, 0.27, -0.9892578, 0.27, 0.1230469, 0.0103846, -0.0050355, 0.27, 0.3100586, 0.27, -0.9301758, 0.27, -0.2265625, 0.0103846, -0.008896, 0.27, 0.1464844, 0.27, -0.9946289, 0.27, -0.0166016, 0.0103846, 0.0018463, 0.27, -0.15625, 0.27, -0.9829102, 0.27, 0.0429688, , , , , , , , , , , , , , , , , , , , , , 
0.0109038, -0.0099031, 0.2835, -0.2080078, 0.2835, -0.9931641, 0.2835, 0.1279297, 0.0109038, -0.0048676, 0.2835, 0.3085938, 0.2835, -0.9384766, 0.2835, -0.2294922, 0.0109038, -0.0065461, 0.2835, 0.1445312, 0.2835, -0.9995117, 0.2835, -0.0175781, 0.0109038, 0.0028534, 0.2835, -0.1567383, 0.2835, -0.9916992, 0.2835, 0.0424805, , , , , , , , , , , , , , , , , , , , , , 
0.0114231, -0.0058747, 0.297, -0.2197266, 0.297, -0.9946289, 0.297, 0.1274414, 0.0114231, -0.0068818, 0.297, 0.3105469, 0.297, -0.9433594, 0.297, -0.2280273, 0.0114231, -0.008896, 0.297, 0.1464844, 0.297, -1.0053711, 0.297, -0.0146484, 0.0114231, 0.002182, 0.297, -0.1591797, 0.297, -0.996582, 0.297, 0.0444336, , , , , , , , , , , , , , , , , , , , , , 
0.0119423, -0.0041962, 0.3105, -0.2329102, 0.3105, -0.9946289, 0.3105, 0.1259766, 0.0119423, -0.0075532, 0.3105, 0.3061523, 0.3105, -0.9443359, 0.3105, -0.2265625, 0.0119423, -0.0105745, 0.3105, 0.1479492, 0.3105, -1.0092773, 0.3105, -0.0117188, 0.0119423, 0.002182, 0.3105, -0.1669922, 0.3105, -0.9995117, 0.3105, 0.0415039, , , , , , , , , , , , , , , , , , , , , , 
0.0124615, -0.0065461, 0.324, -0.2368164, 0.324, -0.996582, 0.324, 0.1279297, 0.0124615, -0.0068818, 0.324, 0.3085938, 0.324, -0.9472656, 0.324, -0.2265625, 0.0124615, -0.011078, 0.324, 0.1464844, 0.324, -1.015625, 0.324, -0.0068359, 0.0124615, 0.0045319, 0.324, -0.1723633, 0.324, -0.9995117, 0.324, 0.0410156, , , , , , , , , , , , , , , , , , , , , , 
0.0129808, -0.0072175, 0.3375, -0.2382812, 0.3375, -1.0029297, 0.3375, 0.1274414, 0.0129808, -0.0082246, 0.3375, 0.315918, 0.3375, -0.9536133, 0.3375, -0.2246094, 0.0129808, -0.0099031, 0.3375, 0.1367188, 0.3375, -1.0200195, 0.3375, -0.003418, 0.0129808, 0.0065461, 0.3375, -0.1870117, 0.3375, -1.0053711, 0.3375, 0.0493164, , , , , , , , , , , , , , , , , , , , , , 
0.0135, -0.0052033, 0.351, -0.230957, 0.351, -1.0053711, 0.351, 0.1318359, 0.0135, -0.0082246, 0.351, 0.3193359, 0.351, -0.9550781, 0.351, -0.2241211, 0.0135, -0.0082246, 0.351, 0.1323242, 0.351, -1.0200195, 0.351, -0.0087891, 0.0135, 0.0072175, 0.351, -0.190918, 0.351, -1.0063477, 0.351, 0.0551758, , , , , , , , , , , , , , , , , , , , , , 
0.0140192, -0.0062104, 0.3645, -0.2197266, 0.3645, -0.9990234, 0.3645, 0.1357422, 0.0140192, -0.0063783, 0.3645, 0.3222656, 0.3645, -0.9506836, 0.3645, -0.2265625, 0.0140192, -0.0078889, 0.3645, 0.1376953, 0.3645, -1.0136719, 0.3645, -0.0107422, 0.0140192, 0.0072175, 0.3645, -0.1865234, 0.3645, -0.9990234, 0.3645, 0.0532227, , , , , , , , , , , , , , , , , , , , , , 
0.0145385, -0.002182, 0.378, -0.2167969, 0.378, -0.9980469, 0.378, 0.1328125, 0.0145385, -0.0058747, 0.378, 0.3271484, 0.378, -0.9433594, 0.378, -0.2280273, 0.0145385, -0.0082246, 0.378, 0.1416016, 0.378, -1.0078125, 0.378, -0.0126953, 0.0145385, 0.0068818, 0.378, -0.1855469, 0.378, -0.9946289, 0.378, 0.0527344, , , , , , , , , , , , , , , , , , , , , , 
0.0150577, 0.0112459, 0.3915, -0.2192383, 0.3915, -0.9951172, 0.3915, 0.128418, 0.0150577, -0.0058747, 0.3915, 0.3193359, 0.3915, -0.9423828, 0.3915, -0.230957, 0.0150577, -0.0072175, 0.3915, 0.1469727, 0.3915, -1.0039062, 0.3915, -0.0136719, 0.0150577, 0.0068818, 0.3915, -0.1791992, 0.3915, -0.9926758, 0.3915, 0.0517578, , , , , , , , , , , , , , , , , , , , , , 
0.0155769, 0.0169528, 0.405, -0.2211914, 0.405, -0.9912109, 0.405, 0.1279297, 0.0155769, -0.0075532, 0.405, 0.3037109, 0.405, -0.9389648, 0.405, -0.2333984, 0.0155769, -0.0078889, 0.405, 0.1503906, 0.405, -1.0029297, 0.405, -0.012207, 0.0155769, 0.0083925, 0.405, -0.168457, 0.405, -0.9926758, 0.405, 0.0522461, , , , , , , , , , , , , , , , , , , , , , 
0.0160962, 0.0159457, 0.4185, -0.2294922, 0.4185, -0.987793, 0.4185, 0.1279297, 0.0160962, -0.0109102, 0.4185, 0.2958984, 0.4185, -0.9365234, 0.4185, -0.2338867, 0.0160962, -0.0077211, 0.4185, 0.1552734, 0.4185, -0.9990234, 0.4185, -0.0068359, 0.0160962, 0.0112459, 0.4185, -0.1655273, 0.4185, -0.9897461, 0.4185, 0.0483398, , , , , , , , , , , , , , , , , , , , , , 
0.0166154, 0.0199741, 0.432, -0.2319336, 0.432, -0.9858398, 0.432, 0.1303711, 0.0166154, -0.011078, 0.432, 0.2978516, 0.432, -0.9331055, 0.432, -0.2329102, 0.0166154, -0.005539, 0.432, 0.1494141, 0.432, -1.0019531, 0.432, -0.0131836, 0.0166154, 0.0146029, 0.432, -0.1655273, 0.432, -0.987793, 0.432, 0.0419922, , , , , , , , , , , , , , , , , , , , , , 
0.0171346, 0.0243381, 0.4455, -0.230957, 0.4455, -0.9873047, 0.4455, 0.1293945, 0.0171346, -0.008896, 0.4455, 0.3085938, 0.4455, -0.9345703, 0.4455, -0.2299805, 0.0171346, -0.0048676, 0.4455, 0.1455078, 0.4455, -1.0024414, 0.4455, -0.0141602, 0.0171346, 0.0186313, 0.4455, -0.1699219, 0.4455, -0.9902344, 0.4455, 0.0439453, , , , , , , , , , , , , , , , , , , , , , 
0.0176538, 0.0265202, 0.459, -0.2260742, 0.459, -0.9892578, 0.459, 0.1323242, 0.0176538, -0.0063783, 0.459, 0.3178711, 0.459, -0.9370117, 0.459, -0.2285156, 0.0176538, -0.0035248, 0.459, 0.1381836, 0.459, -1.003418, 0.459, -0.0151367, 0.0176538, 0.0206455, 0.459, -0.1723633, 0.459, -0.9916992, 0.459, 0.0473633, , , , , , , , , , , , , , , , , , , , , , 
0.0181731, 0.0287022, 0.4725, -0.2182617, 0.4725, -0.9912109, 0.4725, 0.1328125, 0.0181731, -0.0057069, 0.4725, 0.3198242, 0.4725, -0.9375, 0.4725, -0.2250977, 0.0181731, -0.0043641, 0.4725, 0.1367188, 0.4725, -1.0039062, 0.4725, -0.012207, 0.0181731, 0.0213169, 0.4725, -0.1723633, 0.4725, -0.9921875, 0.4725, 0.046875, , , , , , , , , , , , , , , , , , , , , , 
0.0186923, 0.0285344, 0.486, -0.2207031, 0.486, -0.9916992, 0.486, 0.1328125, 0.0186923, -0.0048676, 0.486, 0.3251953, 0.486, -0.9355469, 0.486, -0.2250977, 0.0186923, -0.0075532, 0.486, 0.1401367, 0.486, -1.0024414, 0.486, -0.0107422, 0.0186923, 0.0219883, 0.486, -0.1796875, 0.486, -0.9868164, 0.486, 0.0463867, , , , , , , , , , , , , , , , , , , , , , 
0.0192115, 0.0250095, 0.4995, -0.2246094, 0.4995, -0.9951172, 0.4995, 0.1328125, 0.0192115, -0.0063783, 0.4995, 0.3222656, 0.4995, -0.9389648, 0.4995, -0.2260742, 0.0192115, -0.0095674, 0.4995, 0.1435547, 0.4995, -1.0053711, 0.4995, -0.0068359, 0.0192115, 0.0213169, 0.4995, -0.1835938, 0.4995, -0.9912109, 0.4995, 0.0439453, , , , , , , , , , , , , , , , , , , , , , 
0.0197308, 0.024506, 0.513, -0.2299805, 0.513, -0.9951172, 0.513, 0.1342773, 0.0197308, -0.0075532, 0.513, 0.3178711, 0.513, -0.9438477, 0.513, -0.2299805, 0.0197308, -0.0102388, 0.513, 0.1499023, 0.513, -1.0097656, 0.513, -0.0043945, 0.0197308, 0.0206455, 0.513, -0.1796875, 0.513, -0.9975586, 0.513, 0.0410156, , , , , , , , , , , , , , , , , , , , , , 
0.02025, 0.0229953, 0.5265, -0.2314453, 0.5265, -0.9970703, 0.5265, 0.1362305, 0.02025, -0.0075532, 0.5265, 0.3125, 0.5265, -0.9458008, 0.5265, -0.2290039, 0.02025, -0.0083925, 0.5265, 0.1479492, 0.5265, -1.012207, 0.5265, -0.0039062, 0.02025, 0.0206455, 0.5265, -0.1757812, 0.5265, -0.9956055, 0.5265, 0.0498047, , , , , , , , , , , , , , , , , , , , , , 
0.0207692, 0.024506, 0.54, -0.2338867, 0.54, -0.9926758, 0.54, 0.1328125, 0.0207692, -0.0068818, 0.54, 0.3134766, 0.54, -0.9418945, 0.54, -0.2299805, 0.0207692, -0.0052033, 0.54, 0.1391602, 0.54, -1.0131836, 0.54, -0.0083008, 0.0207692, 0.0193027, 0.54, -0.1791992, 0.54, -0.9960938, 0.54, 0.0507812, , , , , , , , , , , , , , , , , , , , , , 
0.0212885, 0.0310521, 0.5535, -0.234375, 0.5535, -0.9887695, 0.5535, 0.1352539, 0.0212885, -0.0063783, 0.5535, 0.3154297, 0.5535, -0.9438477, 0.5535, -0.2285156, 0.0212885, -0.002182, 0.5535, 0.1435547, 0.5535, -1.0087891, 0.5535, -0.0087891, 0.0212885, 0.0151064, 0.5535, -0.1826172, 0.5535, -0.9956055, 0.5535, 0.0507812, , , , , , , , , , , , , , , , , , , , , , 
0.0218077, 0.0285344, 0.567, -0.2333984, 0.567, -0.9897461, 0.567, 0.1347656, 0.0218077, -0.0062104, 0.567, 0.3139648, 0.567, -0.9404297, 0.567, -0.2285156, 0.0218077, -0.0028534, 0.567, 0.1430664, 0.567, -1.0043945, 0.567, -0.0083008, 0.0218077, 0.0115816, 0.567, -0.1918945, 0.567, -0.9907227, 0.567, 0.0517578, , , , , , , , , , , , , , , , , , , , , , 
0.0223269, 0.0224918, 0.5805, -0.2333984, 0.5805, -0.9892578, 0.5805, 0.1337891, 0.0223269, -0.0068818, 0.5805, 0.3178711, 0.5805, -0.9360352, 0.5805, -0.2294922, 0.0223269, -0.005539, 0.5805, 0.1352539, 0.5805, -1.0024414, 0.5805, -0.0078125, 0.0223269, 0.0115816, 0.5805, -0.1918945, 0.5805, -0.9892578, 0.5805, 0.0522461, , , , , , , , , , , , , , , , , , , , , , 
0.0228462, 0.0231632, 0.594, -0.2294922, 0.594, -0.9907227, 0.594, 0.1303711, 0.0228462, -0.0075532, 0.594, 0.3232422, 0.594, -0.9350586, 0.594, -0.2260742, 0.0228462, -0.0072175, 0.594, 0.1298828, 0.594, -1.0004883, 0.594, -0.0073242, 0.0228462, 0.0139315, 0.594, -0.1889648, 0.594, -0.9882812, 0.594, 0.0463867, , , , , , , , , , , , , , , , , , , , , , 
0.0233654, 0.0273594, 0.6075, -0.2260742, 0.6075, -0.9892578, 0.6075, 0.1298828, 0.0233654, -0.0085603, 0.6075, 0.3251953, 0.6075, -0.9379883, 0.6075, -0.2231445, 0.0233654, -0.0077211, 0.6075, 0.1347656, 0.6075, -1.0039062, 0.6075, -0.0146484, 0.0233654, 0.0142672, 0.6075, -0.1738281, 0.6075, -0.9863281, 0.6075, 0.0439453, , , , , , , , , , , , , , , , , , , , , , 
0.0238846, 0.0263523, 0.621, -0.2250977, 0.621, -0.9863281, 0.621, 0.1342773, 0.0238846, -0.0082246, 0.621, 0.3193359, 0.621, -0.9355469, 0.621, -0.2255859, 0.0238846, -0.0070497, 0.621, 0.1479492, 0.621, -1, 0.621, -0.0136719, 0.0238846, 0.0129244, 0.621, -0.1660156, 0.621, -0.9853516, 0.621, 0.0444336, , , , , , , , , , , , , , , , , , , , , , 
0.0244038, 0.0213169, 0.6345, -0.2275391, 0.6345, -0.9780273, 0.6345, 0.1357422, 0.0244038, -0.0062104, 0.6345, 0.3198242, 0.6345, -0.9296875, 0.6345, -0.2255859, 0.0244038, -0.0072175, 0.6345, 0.1577148, 0.6345, -0.9970703, 0.6345, -0.0048828, 0.0244038, 0.0119173, 0.6345, -0.159668, 0.6345, -0.9887695, 0.6345, 0.0449219, , , , , , , , , , , , , , , , , , , , , , 
0.0249231, 0.0179599, 0.648, -0.2290039, 0.648, -0.9765625, 0.648, 0.1362305, 0.0249231, -0.005539, 0.648, 0.3242188, 0.648, -0.9189453, 0.648, -0.2231445, 0.0249231, -0.0097353, 0.648, 0.1616211, 0.648, -0.987793, 0.648, 0.0004883, 0.0249231, 0.0105745, 0.648, -0.1625977, 0.648, -0.9814453, 0.648, 0.0458984, , , , , , , , , , , , , , , , , , , , , , 
0.0254423, 0.0184634, 0.6615, -0.2250977, 0.6615, -0.9746094, 0.6615, 0.1376953, 0.0254423, -0.0058747, 0.6615, 0.324707, 0.6615, -0.9179688, 0.6615, -0.2241211, 0.0254423, -0.0115816, 0.6615, 0.1591797, 0.6615, -0.9838867, 0.6615, -0.0014648, 0.0254423, 0.008896, 0.6615, -0.1728516, 0.6615, -0.9707031, 0.6615, 0.0473633, , , , , , , , , , , , , , , , , , , , , , 
0.0259615, 0.0176242, 0.675, -0.2143555, 0.675, -0.9716797, 0.675, 0.1401367, 0.0259615, -0.0065461, 0.675, 0.3173828, 0.675, -0.9213867, 0.675, -0.2314453, 0.0259615, -0.0114137, 0.675, 0.1513672, 0.675, -0.980957, 0.675, -0.0068359, 0.0259615, 0.0099031, 0.675, -0.175293, 0.675, -0.9707031, 0.675, 0.0463867, , , , , , , , , , , , , , , , , , , , , , 
0.0264808, 0.0137636, 0.6885, -0.2133789, 0.6885, -0.96875, 0.6885, 0.1396484, 0.0264808, -0.0082246, 0.6885, 0.3134766, 0.6885, -0.9165039, 0.6885, -0.2333984, 0.0264808, -0.0115816, 0.6885, 0.1401367, 0.6885, -0.9824219, 0.6885, -0.0063477, 0.0264808, 0.0142672, 0.6885, -0.1801758, 0.6885, -0.9702148, 0.6885, 0.0537109, , , , , , , , , , , , , , , , , , , , , , 
0.027, 0.0104067, 0.702, -0.2299805, 0.702, -0.9682617, 0.702, 0.140625, 0.027, -0.0083925, 0.702, 0.3129883, 0.702, -0.9125977, 0.702, -0.2329102, 0.027, -0.0102388, 0.702, 0.1328125, 0.702, -0.9848633, 0.702, -0.0039062, 0.027, 0.0159457, 0.702, -0.1845703, 0.702, -0.9667969, 0.702, 0.0517578, , , , , , , , , , , , , , , , , , , , , , 
