Application:, Trigno Discover (2.0.1.2)
Date/Time:, 7/3/2025 10:45:47 AM
Collection Length (seconds):, 44.847
Bicep_R (83254), , , , , , , , , , , , , , Tricep_R (83087)
sensor mode: 50, , , , , , , , , , , , , , sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
, 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
30.6378529, -0.0681468, , , , , , , , , , , , , 30.6378529, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6386471, -0.0518654, , , , , , , , , , , , , 30.6386471, 0.0166171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6394412, -0.036759, , , , , , , , , , , , , 30.6394412, 0.0164492, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6402353, -0.0251774, , , , , , , , , , , , , 30.6402353, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6410294, -0.0109102, , , , , , , , , , , , , 30.6410294, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6418235, -0.0020142, , , , , , , , , , , , , 30.6418235, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6426176, 0.0005035, , , , , , , , , , , , , 30.6426176, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6434118, 0.0005035, , , , , , , , , , , , , 30.6434118, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6442059, 0.0082246, , , , , , , , , , , , , 30.6442059, 0.0077211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.645, 0.0172885, , , , , , , , , , , , , 30.645, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6457941, 0.0221561, , , , , , , , , , , , , 30.6457941, 0.0176242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6465882, 0.0203098, , , , , , , , , , , , , 30.6465882, 0.0172885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6473824, 0.0171206, , , , , , , , , , , , , 30.6473824, 0.0196384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6481765, 0.0018463, , , , , , , , , , , , , 30.6481765, 0.0213169, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6489706, -0.0031891, , , , , , , , , , , , , 30.6489706, 0.0172885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6497647, 0.0015106, , , , , , , , , , , , , 30.6497647, 0.0115816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6505588, 0.0135958, , , , , , , , , , , , , 30.6505588, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6513529, 0.021149, , , , , , , , , , , , , 30.6513529, 0.0095674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6521471, 0.0172885, , , , , , , , , , , , , 30.6521471, 0.011078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6529412, 0.0099031, , , , , , , , , , , , , 30.6529412, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6537353, 0.0011749, , , , , , , , , , , , , 30.6537353, 0.0075532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6545294, -0.0062104, , , , , , , , , , , , , 30.6545294, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6553235, -0.0135958, , , , , , , , , , , , , 30.6553235, 0.0087282, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6561176, -0.0182956, , , , , , , , , , , , , 30.6561176, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6569118, -0.0198062, , , , , , , , , , , , , 30.6569118, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6577059, -0.0132601, , , , , , , , , , , , , 30.6577059, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6585, -0.0090639, , , , , , , , , , , , , 30.6585, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6592941, -0.0135958, , , , , , , , , , , , , 30.6592941, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6600882, -0.0193027, , , , , , , , , , , , , 30.6600882, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6608824, -0.0077211, , , , , , , , , , , , , 30.6608824, 0.0075532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6616765, -0.0008392, , , , , , , , , , , , , 30.6616765, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6624706, -0.0011749, , , , , , , , , , , , , 30.6624706, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6632647, 0.0008392, , , , , , , , , , , , , 30.6632647, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6640588, -0.0031891, , , , , , , , , , , , , 30.6640588, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6648529, -0.0063783, , , , , , , , , , , , , 30.6648529, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6656471, -0.0057069, , , , , , , , , , , , , 30.6656471, 0.0206455, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6664412, -0.0062104, , , , , , , , , , , , , 30.6664412, 0.018967, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6672353, -0.0095674, , , , , , , , , , , , , 30.6672353, 0.0171206, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6680294, -0.0135958, , , , , , , , , , , , , 30.6680294, 0.0172885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6688235, -0.0117494, , , , , , , , , , , , , 30.6688235, 0.0209812, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6696176, -0.0132601, , , , , , , , , , , , , 30.6696176, 0.0203098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6704118, -0.0139315, , , , , , , , , , , , , 30.6704118, 0.0186313, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6712059, -0.0102388, , , , , , , , , , , , , 30.6712059, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.672, -0.0095674, , , , , , , , , , , , , 30.672, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6727941, -0.0115816, , , , , , , , , , , , , 30.6727941, 0.0117494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6735882, -0.010071, , , , , , , , , , , , , 30.6735882, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6743824, -0.0075532, , , , , , , , , , , , , 30.6743824, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6751765, -0.0083925, , , , , , , , , , , , , 30.6751765, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6759706, -0.0092317, , , , , , , , , , , , , 30.6759706, 0.0137636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6767647, -0.0082246, , , , , , , , , , , , , 30.6767647, 0.0090639, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6775588, -0.0130922, , , , , , , , , , , , , 30.6775588, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6783529, -0.0105745, , , , , , , , , , , , , 30.6783529, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6791471, -0.0075532, , , , , , , , , , , , , 30.6791471, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6799412, -0.008896, , , , , , , , , , , , , 30.6799412, 0.008896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6807353, -0.0125887, , , , , , , , , , , , , 30.6807353, 0.0038605, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6815294, -0.0162814, , , , , , , , , , , , , 30.6815294, 0.0031891, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6823235, -0.0162814, , , , , , , , , , , , , 30.6823235, 0.0058747, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6831176, -0.0137636, , , , , , , , , , , , , 30.6831176, 0.0082246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6839118, -0.0117494, , , , , , , , , , , , , 30.6839118, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6847059, -0.0139315, , , , , , , , , , , , , 30.6847059, 0.0135958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6855, -0.0149386, , , , , , , , , , , , , 30.6855, 0.0184634, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6862941, -0.0129244, , , , , , , , , , , , , 30.6862941, 0.0240024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6870882, -0.0109102, , , , , , , , , , , , , 30.6870882, 0.0216526, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6878824, -0.0072175, , , , , , , , , , , , , 30.6878824, 0.0176242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6886765, -0.0035248, , , , , , , , , , , , , 30.6886765, 0.0169528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6894706, 0.0003357, , , , , , , , , , , , , 30.6894706, 0.01561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6902647, -0.0018463, , , , , , , , , , , , , 30.6902647, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6910588, 0.0005035, , , , , , , , , , , , , 30.6910588, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6918529, 0.0119173, , , , , , , , , , , , , 30.6918529, 0.0082246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6926471, 0.0552224, , , , , , , , , , , , , 30.6926471, 0.0085603, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6934412, 0.1045701, , , , , , , , , , , , , 30.6934412, 0.0082246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6942353, 0.1005417, , , , , , , , , , , , , 30.6942353, 0.0095674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6950294, 0.0610971, , , , , , , , , , , , , 30.6950294, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6958235, 0.0011749, , , , , , , , , , , , , 30.6958235, 0.0117494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6966176, -0.0505226, , , , , , , , , , , , , 30.6966176, 0.0130922, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6974118, -0.0795605, , , , , , , , , , , , , 30.6974118, 0.0135958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6982059, -0.0861067, , , , , , , , , , , , , 30.6982059, 0.012253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.699, -0.103563, , , , , , , , , , , , , 30.699, 0.0124208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.6997941, -0.1300832, , , , , , , , , , , , , 30.6997941, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7005882, -0.1351186, , , , , , , , , , , , , 30.7005882, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7013824, -0.114641, , , , , , , , , , , , , 30.7013824, 0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7021765, -0.0867781, , , , , , , , , , , , , 30.7021765, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7029706, -0.0574044, , , , , , , , , , , , , 30.7029706, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7037647, -0.0409552, , , , , , , , , , , , , 30.7037647, 0.0117494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7045588, -0.0224918, , , , , , , , , , , , , 30.7045588, 0.008896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7053529, -0.0031891, , , , , , , , , , , , , 30.7053529, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7061471, 0.0038605, , , , , , , , , , , , , 30.7061471, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7069412, 0.0052033, , , , , , , , , , , , , 30.7069412, 0.0135958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7077353, 0.0130922, , , , , , , , , , , , , 30.7077353, 0.01561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7085294, 0.0213169, , , , , , , , , , , , , 30.7085294, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7093235, 0.0243381, , , , , , , , , , , , , 30.7093235, 0.0114137, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7101176, 0.0253452, , , , , , , , , , , , , 30.7101176, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7109118, 0.0253452, , , , , , , , , , , , , 30.7109118, 0.0099031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7117059, 0.0290379, , , , , , , , , , , , , 30.7117059, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7125, 0.0283665, , , , , , , , , , , , , 30.7125, 0.0068818, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7132941, 0.0276951, , , , , , , , , , , , , 30.7132941, 0.0072175, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7140882, 0.0256809, , , , , , , , , , , , , 30.7140882, 0.0075532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7148824, 0.0179599, , , , , , , , , , , , , 30.7148824, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7156765, 0.0169528, , , , , , , , , , , , , 30.7156765, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7164706, 0.0159457, , , , , , , , , , , , , 30.7164706, 0.0095674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7172647, 0.0125887, , , , , , , , , , , , , 30.7172647, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7180588, 0.0065461, , , , , , , , , , , , , 30.7180588, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7188529, -0.0036927, , , , , , , , , , , , , 30.7188529, 0.0142672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7196471, -0.005539, , , , , , , , , , , , , 30.7196471, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7204412, 0.0031891, , , , , , , , , , , , , 30.7204412, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7212353, 0.0125887, , , , , , , , , , , , , 30.7212353, 0.008896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7220294, 0.0092317, , , , , , , , , , , , , 30.7220294, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7228235, 0.0045319, , , , , , , , , , , , , 30.7228235, 0.0072175, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7236176, -0.0006714, , , , , , , , , , , , , 30.7236176, 0.0052033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7244118, -0.0078889, , , , , , , , , , , , , 30.7244118, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7252059, -0.0137636, , , , , , , , , , , , , 30.7252059, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.726, -0.01561, , , , , , , , , , , , , 30.726, 0.0179599, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7267941, -0.0181277, , , , , , , , , , , , , 30.7267941, 0.0199741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7275882, -0.0203098, , , , , , , , , , , , , 30.7275882, 0.0240024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7283824, -0.018967, , , , , , , , , , , , , 30.7283824, 0.0219883, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7291765, -0.0176242, , , , , , , , , , , , , 30.7291765, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7299706, 0.0075532, , , , , , , , , , , , , 30.7299706, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7307647, 0.0142672, , , , , , , , , , , , , 30.7307647, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7315588, -0.0115816, , , , , , , , , , , , , 30.7315588, 0.012253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7323529, -0.0293736, , , , , , , , , , , , , 30.7323529, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7331471, -0.0404517, , , , , , , , , , , , , 30.7331471, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7339412, -0.0402838, , , , , , , , , , , , , 30.7339412, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7347353, -0.0276951, , , , , , , , , , , , , 30.7347353, 0.0151064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7355294, -0.0152743, , , , , , , , , , , , , 30.7355294, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7363235, -0.0135958, , , , , , , , , , , , , 30.7363235, 0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7371176, -0.0117494, , , , , , , , , , , , , 30.7371176, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7379118, -0.0068818, , , , , , , , , , , , , 30.7379118, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7387059, -0.0041962, , , , , , , , , , , , , 30.7387059, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7395, -0.0077211, , , , , , , , , , , , , 30.7395, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7402941, -0.0043641, , , , , , , , , , , , , 30.7402941, 0.0046998, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7410882, -0.0028534, , , , , , , , , , , , , 30.7410882, 0.0057069, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7418824, -0.002182, , , , , , , , , , , , , 30.7418824, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7426765, -0.0038605, , , , , , , , , , , , , 30.7426765, 0.0052033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7434706, -0.0045319, , , , , , , , , , , , , 30.7434706, 0.0046998, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7442647, -0.0031891, , , , , , , , , , , , , 30.7442647, 0.0048676, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7450588, -0.0023499, , , , , , , , , , , , , 30.7450588, 0.0062104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7458529, -0.0035248, , , , , , , , , , , , , 30.7458529, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7466471, -0.0078889, , , , , , , , , , , , , 30.7466471, 0.011078, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7474412, -0.008896, , , , , , , , , , , , , 30.7474412, 0.0142672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7482353, -0.006714, , , , , , , , , , , , , 30.7482353, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7490294, -0.0099031, , , , , , , , , , , , , 30.7490294, 0.0151064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7498235, -0.0135958, , , , , , , , , , , , , 30.7498235, 0.0166171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7506176, -0.0139315, , , , , , , , , , , , , 30.7506176, 0.0117494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7514118, -0.0169528, , , , , , , , , , , , , 30.7514118, 0.0117494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7522059, -0.0169528, , , , , , , , , , , , , 30.7522059, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.753, -0.0146029, , , , , , , , , , , , , 30.753, 0.014435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7537941, -0.0124208, , , , , , , , , , , , , 30.7537941, 0.0132601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7545882, -0.0129244, , , , , , , , , , , , , 30.7545882, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7553824, -0.0105745, , , , , , , , , , , , , 30.7553824, 0.0172885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7561765, -0.0068818, , , , , , , , , , , , , 30.7561765, 0.0159457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7569706, -0.0043641, , , , , , , , , , , , , 30.7569706, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7577647, -0.0028534, , , , , , , , , , , , , 30.7577647, 0.0199741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7585588, -0.0062104, , , , , , , , , , , , , 30.7585588, 0.017792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7593529, -0.0050355, , , , , , , , , , , , , 30.7593529, 0.014435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7601471, -0.0031891, , , , , , , , , , , , , 30.7601471, 0.0105745, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7609412, -0.0035248, , , , , , , , , , , , , 30.7609412, 0.0135958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7617353, -0.0025177, , , , , , , , , , , , , 30.7617353, 0.0117494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7625294, -0.0035248, , , , , , , , , , , , , 30.7625294, 0.0082246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7633235, -0.0070497, , , , , , , , , , , , , 30.7633235, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7641176, -0.0028534, , , , , , , , , , , , , 30.7641176, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7649118, -0.0030213, , , , , , , , , , , , , 30.7649118, 0.0062104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7657059, -0.0068818, , , , , , , , , , , , , 30.7657059, 0.0075532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7665, -0.0083925, , , , , , , , , , , , , 30.7665, 0.0083925, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7672941, -0.0053712, , , , , , , , , , , , , 30.7672941, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7680882, 0.0028534, , , , , , , , , , , , , 30.7680882, 0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7688824, -0.0003357, , , , , , , , , , , , , 30.7688824, 0.0130922, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7696765, -0.0099031, , , , , , , , , , , , , 30.7696765, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7704706, -0.0176242, , , , , , , , , , , , , 30.7704706, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7712647, -0.0251774, , , , , , , , , , , , , 30.7712647, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7720588, -0.0243381, , , , , , , , , , , , , 30.7720588, 0.01561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7728529, -0.0203098, , , , , , , , , , , , , 30.7728529, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7736471, -0.0166171, , , , , , , , , , , , , 30.7736471, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7744412, -0.0166171, , , , , , , , , , , , , 30.7744412, 0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7752353, -0.0176242, , , , , , , , , , , , , 30.7752353, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7760294, -0.0199741, , , , , , , , , , , , , 30.7760294, 0.012253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7768235, -0.0208133, , , , , , , , , , , , , 30.7768235, 0.0112459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7776176, -0.0203098, , , , , , , , , , , , , 30.7776176, 0.0142672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7784118, -0.0125887, , , , , , , , , , , , , 30.7784118, 0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30.7792059, -0.0082246, , , , , , , , , , , , , 30.7792059, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
