Application:, Trigno Discover (2.0.1.2)
Date/Time:, 7/3/2025 10:45:47 AM
Collection Length (seconds):, 44.847
Bicep_R (83254), , , , , , , , , , , , , , Tricep_R (83087)
sensor mode: 50, , , , , , , , , , , , , , sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
, 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
4.8750882, -0.0169528, 41.43825, -0.0235596, 41.43825, -0.5119019, 41.43825, 0.8288574, 41.43825, -14.9770994, 41.43825, 11.3969469, 41.43825, -4.1679387, 4.8750882, 0.0132601, 41.43825, -0.65448, 41.43825, -0.7158203, 41.43825, -0.3305054, 41.43825, -23.7786255, 41.43825, 11.2900763, 41.43825, 1.8396946, , , , , , , , , , , , , , , , , , , , , , 
4.8758824, -0.0223239, 41.445, -0.0234985, 41.445, -0.5106812, 41.445, 0.828064, 41.445, -14.6946564, 41.445, 10.6564884, 41.445, -4.4656487, 4.8758824, 0.0132601, 41.445, -0.6615601, 41.445, -0.7168579, 41.445, -0.3323364, 41.445, -23.9083977, 41.445, 11.2061071, 41.445, 2.2290077, , , , , , , , , , , , , , , , , , , , , , 
4.8766765, -0.0250095, 41.45175, -0.0201416, 41.45175, -0.5120239, 41.45175, 0.8224487, 41.45175, -14.5572519, 41.45175, 10.7557249, 41.45175, -4.3435116, 4.8766765, 0.0129244, 41.45175, -0.6637573, 41.45175, -0.7179565, 41.45175, -0.336792, 41.45175, -24.1450386, 41.45175, 10.358779, 41.45175, 2.5038168, , , , , , , , , , , , , , , , , , , , , , 
4.8774706, -0.0226596, 41.4585, -0.0213623, 41.4585, -0.5119629, 41.4585, 0.814209, 41.4585, -14.5038166, 41.4585, 11.1068707, 41.4585, -3.9923663, 4.8774706, 0.0129244, 41.4585, -0.6606445, 41.4585, -0.7192993, 41.4585, -0.3336792, 41.4585, -24.1450386, 41.4585, 9.1297712, 41.4585, 2.8931298, , , , , , , , , , , , , , , , , , , , , , 
4.8782647, -0.0169528, 41.46525, -0.0236816, 41.46525, -0.5097046, 41.46525, 0.81073, 41.46525, -14.9694653, 41.46525, 11.5572519, 41.46525, -3.7938931, 4.8782647, 0.0104067, 41.46525, -0.6577148, 41.46525, -0.7201538, 41.46525, -0.3305054, 41.46525, -24.1755733, 41.46525, 8.5496187, 41.46525, 3.0687022, , , , , , , , , , , , , , , , , , , , , , 
4.8790588, -0.0135958, 41.472, -0.0249634, 41.472, -0.5076294, 41.472, 0.8126831, 41.472, -15.3435116, 41.472, 11.5725193, 41.472, -3.5267177, 4.8790588, 0.0082246, 41.472, -0.6525879, 41.472, -0.7195435, 41.472, -0.321167, 41.472, -24.0992374, 41.472, 8.4656487, 41.472, 3.0992367, , , , , , , , , , , , , , , , , , , , , , 
4.8798529, -0.0125887, 41.47875, -0.0235596, 41.47875, -0.5062866, 41.47875, 0.8145752, 41.47875, -15.5114508, 41.47875, 11.1526718, 41.47875, -3.4503818, 4.8798529, 0.0132601, 41.47875, -0.6521606, 41.47875, -0.7192383, 41.47875, -0.3203125, 41.47875, -23.9465656, 41.47875, 9.6946564, 41.47875, 3.2442749, , , , , , , , , , , , , , , , , , , , , , 
4.8806471, -0.0130922, 41.4855, -0.020874, 41.4855, -0.5045166, 41.4855, 0.8179321, 41.4855, -15.3969469, 41.4855, 11.1374044, 41.4855, -3.8167939, 4.8806471, 0.0129244, 41.4855, -0.6572266, 41.4855, -0.7194824, 41.4855, -0.3170166, 41.4855, -23.3053436, 41.4855, 10.7862597, 41.4855, 3.3664122, , , , , , , , , , , , , , , , , , , , , , 
4.8814412, -0.0109102, 41.49225, -0.0149536, 41.49225, -0.5053101, 41.49225, 0.8217163, 41.49225, -14.9007635, 41.49225, 11.160305, 41.49225, -3.9847329, 4.8814412, 0.0115816, 41.49225, -0.6658325, 41.49225, -0.7213745, 41.49225, -0.3186646, 41.49225, -23.0992374, 41.49225, 11.0534353, 41.49225, 3.2137403, , , , , , , , , , , , , , , , , , , , , , 
4.8822353, -0.0112459, 41.499, -0.0111084, 41.499, -0.5061646, 41.499, 0.8199463, 41.499, -14.7938929, 41.499, 11.358779, 41.499, -4.0763359, 4.8822353, 0.0129244, 41.499, -0.6692505, 41.499, -0.7177124, 41.499, -0.3262939, 41.499, -23.3435116, 41.499, 10.3740454, 41.499, 3.1832061, , , , , , , , , , , , , , , , , , , , , , 
4.8830294, -0.0068818, 41.50575, -0.0132446, 41.50575, -0.5028687, 41.50575, 0.8209229, 41.50575, -15.2671757, 41.50575, 11.9312973, 41.50575, -4.1755724, 4.8830294, 0.0132601, 41.50575, -0.6608276, 41.50575, -0.713562, 41.50575, -0.333374, 41.50575, -24.1221371, 41.50575, 9.5496187, 41.50575, 3.0229008, , , , , , , , , , , , , , , , , , , , , , 
4.8838235, -0.0041962, 41.5125, -0.0111084, 41.5125, -0.5048828, 41.5125, 0.8283081, 41.5125, -15.5954199, 41.5125, 13.3282442, 41.5125, -4.1068702, 4.8838235, 0.0105745, 41.5125, -0.6571045, 41.5125, -0.7095947, 41.5125, -0.3372803, 41.5125, -24.7175579, 41.5125, 8.8091602, 41.5125, 2.8778627, , , , , , , , , , , , , , , , , , , , , , 
4.8846176, -0.0015106, 41.51925, -0.0118408, 41.51925, -0.5070801, 41.51925, 0.8322144, 41.51925, -15.8167934, 41.51925, 14.9083967, 41.51925, -4.1297708, 4.8846176, 0.0112459, 41.51925, -0.6521606, 41.51925, -0.708252, 41.51925, -0.3321533, 41.51925, -25.1297703, 41.51925, 8.4274807, 41.51925, 2.6946564, , , , , , , , , , , , , , , , , , , , , , 
4.8854118, 0.0010071, 41.526, -0.0107422, 41.526, -0.5063477, 41.526, 0.8233643, 41.526, -15.961832, 41.526, 14.7557249, 41.526, -4, 4.8854118, 0.0112459, 41.526, -0.6540527, 41.526, -0.7155151, 41.526, -0.3265381, 41.526, -24.9083977, 41.526, 7.7480917, 41.526, 2.5343511, , , , , , , , , , , , , , , , , , , , , , 
4.8862059, 0.0011749, 41.53275, -0.0116577, 41.53275, -0.5078125, 41.53275, 0.8134766, 41.53275, -16.0305347, 41.53275, 13.1068707, 41.53275, -3.9236641, 4.8862059, 0.0142672, 41.53275, -0.6552124, 41.53275, -0.7198486, 41.53275, -0.3205566, 41.53275, -24.2137413, 41.53275, 7.4885497, 41.53275, 2.5801528, , , , , , , , , , , , , , , , , , , , , , 
4.887, 0.0018463, 41.5395, -0.0095825, 41.5395, -0.5116577, 41.5395, 0.807373, 41.5395, -15.8549614, 41.5395, 11.2137403, 41.5395, -3.8167939, 4.887, 0.0152743, 41.5395, -0.652832, 41.5395, -0.7219238, 41.5395, -0.3156738, 41.5395, -23.7633591, 41.5395, 7.6106873, 41.5395, 2.8396947, , , , , , , , , , , , , , , , , , , , , , 
4.8877941, 0.0020142, 41.54625, -0.0092163, 41.54625, -0.5105591, 41.54625, 0.8054199, 41.54625, -15.8091602, 41.54625, 10.8167934, 41.54625, -3.7328243, 4.8877941, 0.0112459, 41.54625, -0.6495972, 41.54625, -0.7260132, 41.54625, -0.3190918, 41.54625, -23.5725193, 41.54625, 8.2290077, 41.54625, 3.1603053, , , , , , , , , , , , , , , , , , , , , , 
4.8885882, -0.0028534, 41.553, -0.0098877, 41.553, -0.5130615, 41.553, 0.8084717, 41.553, -15.4198475, 41.553, 11.6030531, 41.553, -3.6335878, 4.8885882, 0.0115816, 41.553, -0.6477661, 41.553, -0.72229, 41.553, -0.3214111, 41.553, -23.5877857, 41.553, 8.7786255, 41.553, 3.6793892, , , , , , , , , , , , , , , , , , , , , , 
4.8893824, -0.0068818, 41.55975, -0.0085449, 41.55975, -0.5125122, 41.55975, 0.8062744, 41.55975, -15.3664122, 41.55975, 12.8854961, 41.55975, -3.740458, 4.8893824, 0.0176242, 41.55975, -0.6477051, 41.55975, -0.7230835, 41.55975, -0.3192139, 41.55975, -23.7328243, 41.55975, 9.6946564, 41.55975, 4.1908398, , , , , , , , , , , , , , , , , , , , , , 
4.8901765, -0.0082246, 41.5665, -0.0137329, 41.5665, -0.5095825, 41.5665, 0.8082275, 41.5665, -15.8854961, 41.5665, 13.4198475, 41.5665, -3.6564887, 4.8901765, 0.0201419, 41.5665, -0.6481323, 41.5665, -0.7269897, 41.5665, -0.3206787, 41.5665, -23.8320618, 41.5665, 11.1679392, 41.5665, 4.0687022, , , , , , , , , , , , , , , , , , , , , , 
4.8909706, -0.008896, 41.57325, -0.0143433, 41.57325, -0.508606, 41.57325, 0.8104858, 41.57325, -16.1679382, 41.57325, 12.8778629, 41.57325, -3.6259542, 4.8909706, 0.018967, 41.57325, -0.6470337, 41.57325, -0.725769, 41.57325, -0.321106, 41.57325, -23.9007626, 41.57325, 12.9236641, 41.57325, 3.8167939, , , , , , , , , , , , , , , , , , , , , , 
4.8917647, -0.0097353, 41.58, -0.0140381, 41.58, -0.5081787, 41.58, 0.8143921, 41.58, -16.2366409, 41.58, 12.2900763, 41.58, -3.6412213, 4.8917647, 0.0164492, 41.58, -0.6506348, 41.58, -0.7233887, 41.58, -0.321167, 41.58, -23.5725193, 41.58, 13.6106873, 41.58, 3.2824428, , , , , , , , , , , , , , , , , , , , , , 
4.8925588, -0.01561, 41.58675, -0.0181274, 41.58675, -0.5125732, 41.58675, 0.8134766, 41.58675, -16.2671757, 41.58675, 12.160305, 41.58675, -3.6259542, 4.8925588, 0.0152743, 41.58675, -0.6549072, 41.58675, -0.7211304, 41.58675, -0.3256836, 41.58675, -23.2977104, 41.58675, 13.5114508, 41.58675, 2.9847329, , , , , , , , , , , , , , , , , , , , , , 
4.8933529, -0.0142672, 41.5935, -0.0209961, 41.5935, -0.5111694, 41.5935, 0.8215332, 41.5935, -15.8091602, 41.5935, 12.198473, 41.5935, -3.8015268, 4.8933529, 0.0182956, 41.5935, -0.659668, 41.5935, -0.7169189, 41.5935, -0.3276978, 41.5935, -23.4122143, 41.5935, 12.8702288, 41.5935, 2.1374047, , , , , , , , , , , , , , , , , , , , , , 
4.8941471, -0.0119173, 41.60025, -0.0233765, 41.60025, -0.5154419, 41.60025, 0.8233032, 41.60025, -15.5725193, 41.60025, 11.6335878, 41.60025, -3.7557251, 4.8941471, 0.0209812, 41.60025, -0.6690674, 41.60025, -0.7160645, 41.60025, -0.3284912, 41.60025, -23.6641216, 41.60025, 11.519084, 41.60025, 1.7862595, , , , , , , , , , , , , , , , , , , , , , 
4.8949412, -0.0102388, 41.607, -0.0249023, 41.607, -0.5133057, 41.607, 0.8283691, 41.607, -15.5419846, 41.607, 11.5419846, 41.607, -3.7557251, 4.8949412, 0.0186313, 41.607, -0.6742554, 41.607, -0.7232666, 41.607, -0.324646, 41.607, -23.8549614, 41.607, 9.7480917, 41.607, 2.0763359, , , , , , , , , , , , , , , , , , , , , , 
4.8957353, -0.0078889, 41.61375, -0.0202026, 41.61375, -0.5134277, 41.61375, 0.8411865, 41.61375, -15.2671757, 41.61375, 11.4885492, 41.61375, -3.5496182, 4.8957353, 0.0162814, 41.61375, -0.6734619, 41.61375, -0.7229004, 41.61375, -0.3206787, 41.61375, -23.8778629, 41.61375, 8.6870232, 41.61375, 2.5267177, , , , , , , , , , , , , , , , , , , , , , 
4.8965294, -0.0075532, 41.6205, -0.0142822, 41.6205, -0.5149536, 41.6205, 0.843689, 41.6205, -14.3511448, 41.6205, 11.4885492, 41.6205, -3.5419848, 4.8965294, 0.0149386, 41.6205, -0.6738281, 41.6205, -0.7266846, 41.6205, -0.3238525, 41.6205, -23.7099228, 41.6205, 7.9312978, 41.6205, 3.0992367, , , , , , , , , , , , , , , , , , , , , , 
4.8973235, -0.0085603, 41.62725, -0.0108643, 41.62725, -0.512146, 41.62725, 0.8375854, 41.62725, -14.2213745, 41.62725, 11.1450386, 41.62725, -3.8854961, 4.8973235, 0.0125887, 41.62725, -0.6735229, 41.62725, -0.7224121, 41.62725, -0.3236084, 41.62725, -23.4961834, 41.62725, 7.5648856, 41.62725, 3.5725191, , , , , , , , , , , , , , , , , , , , , , 
4.8981176, -0.0068818, 41.634, -0.0090942, 41.634, -0.5125122, 41.634, 0.8283081, 41.634, -14.3358774, 41.634, 10.5343513, 41.634, -4.0839696, 4.8981176, 0.0072175, 41.634, -0.6703491, 41.634, -0.7216187, 41.634, -0.3250122, 41.634, -23.2595425, 41.634, 7.2671757, 41.634, 3.9160306, , , , , , , , , , , , , , , , , , , , , , 
4.8989118, -0.0078889, 41.64075, -0.0050049, 41.64075, -0.508667, 41.64075, 0.8182983, 41.64075, -13.8702288, 41.64075, 9.0152674, 41.64075, -3.9923663, 4.8989118, 0.0062104, 41.64075, -0.6680908, 41.64075, -0.7161865, 41.64075, -0.322998, 41.64075, -23.2366409, 41.64075, 6.9389315, 41.64075, 3.6030533, , , , , , , , , , , , , , , , , , , , , , 
4.8997059, -0.0068818, 41.6475, -0.0025635, 41.6475, -0.5062256, 41.6475, 0.8094482, 41.6475, -13.717557, 41.6475, 8.3435116, 41.6475, -4.3511453, 4.8997059, 0.0075532, 41.6475, -0.6605835, 41.6475, -0.7195435, 41.6475, -0.3206177, 41.6475, -23.3816795, 41.6475, 6.8396945, 41.6475, 3.8473282, , , , , , , , , , , , , , , , , , , , , , 
4.9005, -0.0065461, 41.65425, -0.0060425, 41.65425, -0.4985962, 41.65425, 0.8084106, 41.65425, -13.9694653, 41.65425, 8.8702288, 41.65425, -4.2137403, 4.9005, 0.0117494, 41.65425, -0.6566162, 41.65425, -0.7173462, 41.65425, -0.3174438, 41.65425, -23.4732819, 41.65425, 7.3969464, 41.65425, 3.6564887, , , , , , , , , , , , , , , , , , , , , , 
4.9012941, -0.0028534, 41.661, -0.008667, 41.661, -0.4979858, 41.661, 0.8103638, 41.661, -14.3511448, 41.661, 10.282443, 41.661, -4.0610685, 4.9012941, 0.0099031, 41.661, -0.6535645, 41.661, -0.7163086, 41.661, -0.3187866, 41.661, -23.3511448, 41.661, 7.8778625, 41.661, 3.3969467, , , , , , , , , , , , , , , , , , , , , , 
4.9020882, -0.0011749, 41.66775, -0.0070801, 41.66775, -0.4975586, 41.66775, 0.8145752, 41.66775, -14.8854961, 41.66775, 11.5801525, 41.66775, -4.3129773, 4.9020882, 0.0087282, 41.66775, -0.6504517, 41.66775, -0.7172241, 41.66775, -0.3226929, 41.66775, -23.5648861, 41.66775, 8.5419846, 41.66775, 3.0076337, , , , , , , , , , , , , , , , , , , , , , 
4.9028824, -0.005539, 41.6745, -0.012207, 41.6745, -0.49823, 41.6745, 0.8189697, 41.6745, -15.3511448, 41.6745, 11.6259546, 41.6745, -4.4961834, 4.9028824, 0.0065461, 41.6745, -0.6517944, 41.6745, -0.7114868, 41.6745, -0.3226318, 41.6745, -23.1679382, 41.6745, 8.8473282, 41.6745, 2.6870229, , , , , , , , , , , , , , , , , , , , , , 
4.9036765, -0.0125887, 41.68125, -0.015625, 41.68125, -0.50177, 41.68125, 0.8220215, 41.68125, -15.6106873, 41.68125, 11.1450386, 41.68125, -4.5954199, 4.9036765, 0.002182, 41.68125, -0.6511841, 41.68125, -0.7128296, 41.68125, -0.3278198, 41.68125, -23.3053436, 41.68125, 8.9236641, 41.68125, 2.610687, , , , , , , , , , , , , , , , , , , , , , 
4.9044706, -0.0149386, 41.688, -0.0194092, 41.688, -0.5043945, 41.688, 0.8218384, 41.688, -16, 41.688, 11.038168, 41.688, -4.5038166, 4.9044706, 0.0038605, 41.688, -0.6517944, 41.688, -0.7110596, 41.688, -0.3321533, 41.688, -23.0152664, 41.688, 9.0916033, 41.688, 2.8778627, , , , , , , , , , , , , , , , , , , , , , 
4.9052647, -0.0162814, 41.69475, -0.0193481, 41.69475, -0.5042114, 41.69475, 0.8182373, 41.69475, -16.5038166, 41.69475, 11.0763359, 41.69475, -4.2442746, 4.9052647, 0.0031891, 41.69475, -0.6586914, 41.69475, -0.7096558, 41.69475, -0.3375854, 41.69475, -23.2900772, 41.69475, 9.6641226, 41.69475, 3.5114503, , , , , , , , , , , , , , , , , , , , , , 
4.9060588, -0.0216526, 41.7015, -0.0154419, 41.7015, -0.5111084, 41.7015, 0.8140869, 41.7015, -16.9007626, 41.7015, 11.5877867, 41.7015, -3.9465649, 4.9060588, 0.0011749, 41.7015, -0.6584473, 41.7015, -0.7122803, 41.7015, -0.3346558, 41.7015, -23.8167934, 41.7015, 10.1297712, 41.7015, 4.0992365, , , , , , , , , , , , , , , , , , , , , , 
4.9068529, -0.0203098, 41.70825, -0.0186768, 41.70825, -0.5136108, 41.70825, 0.8092651, 41.70825, -17.1526718, 41.70825, 11.4122133, 41.70825, -3.9847329, 4.9068529, 0.0011749, 41.70825, -0.6594238, 41.70825, -0.7163696, 41.70825, -0.333313, 41.70825, -24.1526718, 41.70825, 10.4351149, 41.70825, 4.4961834, , , , , , , , , , , , , , , , , , , , , , 
4.9076471, -0.0149386, 41.715, -0.0184326, 41.715, -0.5123901, 41.715, 0.8078613, 41.715, -17.3358784, 41.715, 11.038168, 41.715, -3.7938931, 4.9076471, 0.0045319, 41.715, -0.6536865, 41.715, -0.7210693, 41.715, -0.3321533, 41.715, -24.4274807, 41.715, 10.5877867, 41.715, 4.4732823, , , , , , , , , , , , , , , , , , , , , , 
4.9084412, -0.0139315, 41.72175, -0.0147705, 41.72175, -0.5128784, 41.72175, 0.8053589, 41.72175, -18.1145039, 41.72175, 10.4961834, 41.72175, -3.389313, 4.9084412, 0.0035248, 41.72175, -0.6464844, 41.72175, -0.7275391, 41.72175, -0.333252, 41.72175, -24.4885502, 41.72175, 10.6106873, 41.72175, 4.0992365, , , , , , , , , , , , , , , , , , , , , , 
4.9092353, -0.0105745, 41.7285, -0.0087891, 41.7285, -0.5136108, 41.7285, 0.8045654, 41.7285, -19.6106873, 41.7285, 9.519084, 41.7285, -3.2824428, 4.9092353, 0.0082246, 41.7285, -0.6386108, 41.7285, -0.7360229, 41.7285, -0.3391724, 41.7285, -24.4580154, 41.7285, 10.6030531, 41.7285, 3.4274809, , , , , , , , , , , , , , , , , , , , , , 
4.9100294, -0.0072175, 41.73525, -0.0023193, 41.73525, -0.5232544, 41.73525, 0.8062744, 41.73525, -20.6641216, 41.73525, 8.7404585, 41.73525, -3.908397, 4.9100294, 0.012253, 41.73525, -0.6291504, 41.73525, -0.7484131, 41.73525, -0.3393555, 41.73525, -24.396946, 41.73525, 11.4580154, 41.73525, 3.2900763, , , , , , , , , , , , , , , , , , , , , , 
4.9108235, -0.0052033, 41.742, -0.0023193, 41.742, -0.5299683, 41.742, 0.8008423, 41.742, -21.6183205, 41.742, 9.6946564, 41.742, -5.0152674, 4.9108235, 0.0125887, 41.742, -0.6185913, 41.742, -0.75177, 41.742, -0.3432617, 41.742, -25.1450386, 41.742, 12.679389, 41.742, 3.5954199, , , , , , , , , , , , , , , , , , , , , , 
4.9116176, -0.0015106, 41.74875, -0.0102539, 41.74875, -0.5287476, 41.74875, 0.7919922, 41.74875, -21.7862587, 41.74875, 11.9312973, 41.74875, -5.3816795, 4.9116176, 0.0157778, 41.74875, -0.6099243, 41.74875, -0.7608032, 41.74875, -0.3377686, 41.74875, -25.67939, 41.74875, 14.5114508, 41.74875, 4, , , , , , , , , , , , , , , , , , , , , , 
4.9124118, -0.0016785, 41.7555, -0.0197144, 41.7555, -0.5211792, 41.7555, 0.7751465, 41.7555, -22.5877857, 41.7555, 13.9923668, 41.7555, -4.5648856, 4.9124118, 0.0179599, 41.7555, -0.6087646, 41.7555, -0.7710571, 41.7555, -0.3299561, 41.7555, -25.5496178, 41.7555, 14.5725193, 41.7555, 4.0610685, , , , , , , , , , , , , , , , , , , , , , 
4.9132059, -0.0018463, 41.76225, -0.0280762, 41.76225, -0.52771, 41.76225, 0.7750244, 41.76225, -25.4961834, 41.76225, 14.4503813, 41.76225, -4.0763359, 4.9132059, 0.0162814, 41.76225, -0.6118164, 41.76225, -0.7791748, 41.76225, -0.3213501, 41.76225, -24.0992374, 41.76225, 12.1832066, 41.76225, 4.0152674, , , , , , , , , , , , , , , , , , , , , , 
4.914, -0.002182, 41.769, -0.0380249, 41.769, -0.5562744, 41.769, 0.7749023, 41.769, -27.9389305, 41.769, 13.6870232, 41.769, -4.5343513, 4.914, 0.0203098, 41.769, -0.6150513, 41.769, -0.7897949, 41.769, -0.3200073, 41.769, -20.6641216, 41.769, 7.2900763, 41.769, 3.6717558, , , , , , , , , , , , , , , , , , , , , , 
4.9147941, -0.005539, 41.77575, -0.0444336, 41.77575, -0.5725708, 41.77575, 0.7713013, 41.77575, -28.519083, 41.77575, 12.6030531, 41.77575, -5.3740458, 4.9147941, 0.0179599, 41.77575, -0.6123047, 41.77575, -0.8012695, 41.77575, -0.3269653, 41.77575, -15.9160309, 41.77575, 2.259542, 41.77575, 3.3053436, , , , , , , , , , , , , , , , , , , , , , 
4.9155882, -0.0068818, 41.7825, -0.0430298, 41.7825, -0.6118164, 41.7825, 0.7703857, 41.7825, -28.8931293, 41.7825, 10.0076332, 41.7825, -4.961832, 4.9155882, 0.0159457, 41.7825, -0.6090698, 41.7825, -0.8121338, 41.7825, -0.3370361, 41.7825, -11.9923668, 41.7825, 0.1755725, 41.7825, 2.9389312, , , , , , , , , , , , , , , , , , , , , , 
4.9163824, -0.0068818, 41.78925, -0.0384521, 41.78925, -0.6553345, 41.78925, 0.7860718, 41.78925, -27.7862587, 41.78925, 6.6259542, 41.78925, -2.8854961, 4.9163824, 0.0176242, 41.78925, -0.5997314, 41.78925, -0.833252, 41.78925, -0.3508301, 41.78925, -10.4580154, 41.78925, 2.1068702, 41.78925, 3.4503818, , , , , , , , , , , , , , , , , , , , , , 
4.9171765, -0.0065461, 41.796, -0.0167847, 41.796, -0.6922607, 41.796, 0.7995605, 41.796, -25.6335869, 41.796, 4.6870227, 41.796, -0.3053435, 4.9171765, 0.0199741, 41.796, -0.5835571, 41.796, -0.8728027, 41.796, -0.3598022, 41.796, -11.9694653, 41.796, 7.9236641, 41.796, 5.4503818, , , , , , , , , , , , , , , , , , , , , , 
4.9179706, -0.0082246, 41.80275, -0.0092163, 41.80275, -0.715271, 41.80275, 0.8060303, 41.80275, -25.3435116, 41.80275, 4.9923663, 41.80275, 0.7251908, 4.9179706, 0.0191348, 41.80275, -0.5709839, 41.80275, -0.9273071, 41.80275, -0.3608398, 41.80275, -14.6946564, 41.80275, 15.3969469, 41.80275, 6.7862597, , , , , , , , , , , , , , , , , , , , , , 
4.9187647, -0.0142672, 41.8095, -0.0131226, 41.8095, -0.7214966, 41.8095, 0.8079834, 41.8095, -28.3358784, 41.8095, 6.9007635, 41.8095, -0.5572519, 4.9187647, 0.0166171, 41.8095, -0.5692139, 41.8095, -0.9584351, 41.8095, -0.3597412, 41.8095, -15.6870232, 41.8095, 21.0229015, 41.8095, 6.7557254, , , , , , , , , , , , , , , , , , , , , , 
4.9195588, -0.0149386, 41.81625, -0.0286865, 41.81625, -0.7185059, 41.81625, 0.8052368, 41.81625, -33.0228996, 41.81625, 9.8473282, 41.81625, -3.8396947, 4.9195588, 0.012253, 41.81625, -0.5843506, 41.81625, -1.0076294, 41.81625, -0.3485718, 41.81625, -13.1297712, 41.81625, 21.4045811, 41.81625, 4.6412215, , , , , , , , , , , , , , , , , , , , , , 
4.9203529, -0.0135958, 41.823, -0.0460205, 41.823, -0.7305298, 41.823, 0.8101196, 41.823, -35.6183205, 41.823, 13.8320608, 41.823, -7.6106873, 4.9203529, 0.0105745, 41.823, -0.6206055, 41.823, -1.0315552, 41.823, -0.3432007, 41.823, -7.8396945, 41.823, 15.358779, 41.823, 0.7557252, , , , , , , , , , , , , , , , , , , , , , 
4.9211471, -0.0104067, 41.82975, -0.0692749, 41.82975, -0.7369995, 41.82975, 0.81073, 41.82975, -35.5801544, 41.82975, 15.4198475, 41.82975, -9.5954199, 4.9211471, 0.0119173, 41.82975, -0.6760864, 41.82975, -1.019104, 41.82975, -0.3388672, 41.82975, -1.2061069, 41.82975, 3.3435113, 41.82975, -4.3816795, , , , , , , , , , , , , , , , , , , , , , 
4.9219412, -0.0097353, 41.8365, -0.1123047, 41.8365, -0.7434692, 41.8365, 0.793396, 41.8365, -34.0839691, 41.8365, 16.2061062, 41.8365, -12.6946564, 4.9219412, 0.008896, 41.8365, -0.72052, 41.8365, -0.9849854, 41.8365, -0.331604, 41.8365, 2.3664122, 41.8365, -3.7862597, 41.8365, -6.9465647, , , , , , , , , , , , , , , , , , , , , , 
4.9227353, -0.0102388, 41.84325, -0.1450806, 41.84325, -0.788269, 41.84325, 0.7593384, 41.84325, -32.2977104, 41.84325, 12.7328243, 41.84325, -14, 4.9227353, 0.0068818, 41.84325, -0.6738892, 41.84325, -1.0056152, 41.84325, -0.3462524, 41.84325, 6.778626, 41.84325, -18.6717548, 41.84325, -15.1908398, , , , , , , , , , , , , , , , , , , , , , 
4.9235294, -0.0082246, 41.85, -0.1181641, 41.85, -0.8206177, 41.85, 0.7424316, 41.85, -34.6412201, 41.85, -5.038168, 41.85, -20.7175579, 4.9235294, 0.0041962, 41.85, -0.6451416, 41.85, -1.050354, 41.85, -0.3254395, 41.85, 1.9160305, 41.85, -31.4503822, 41.85, -27.4503822, , , , , , , , , , , , , , , , , , , , , , 
4.9243235, -0.0052033, 41.85675, -0.0539551, 41.85675, -0.8049316, 41.85675, 0.7351685, 41.85675, -36.0992355, 41.85675, -26.3816795, 41.85675, -23.2137413, 4.9243235, 0.0052033, 41.85675, -0.6154785, 41.85675, -1.0565186, 41.85675, -0.2949829, 41.85675, 0.3740458, 41.85675, -26.1755733, 41.85675, -29.1679382, , , , , , , , , , , , , , , , , , , , , , 
4.9251176, -0.0063783, 41.8635, 0.0134277, 41.8635, -0.7658081, 41.8635, 0.7341309, 41.8635, -36.6717567, 41.8635, -36.3358765, 41.8635, -19.9312973, 4.9251176, 0.0092317, 41.8635, -0.5756226, 41.8635, -1.0415039, 41.8635, -0.303833, 41.8635, 4.0076337, 41.8635, -10.0305347, 41.8635, -27.4580154, , , , , , , , , , , , , , , , , , , , , , 
4.9259118, -0.0085603, 41.87025, 0.0610352, 41.87025, -0.7348633, 41.87025, 0.7559204, 41.87025, -38.1908379, 41.87025, -39.8320618, 41.87025, -17.1832066, 4.9259118, 0.0065461, 41.87025, -0.5641479, 41.87025, -1.0298462, 41.87025, -0.3023682, 41.87025, 6.9847326, 41.87025, 0.2671756, 41.87025, -26.5725193, , , , , , , , , , , , , , , , , , , , , , 
