Application:, Trigno Discover (2.0.1.2)
Date/Time:, 7/3/2025 11:51:17 AM
Collection Length (seconds):, 44.9955
Bicep_R (83254), , , , , , , , , , , , , , Tricep_R (83087)
sensor mode: 50, , , , , , , , , , , , , , sensor mode: 50
EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), ACC X Time Series (s), ACC X (G), ACC Y Time Series (s), ACC Y (G), ACC Z Time Series (s), ACC Z (G), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 1259.2593 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz, , 148.1481 Hz
, 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.0007941176470588235 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , 0.00675 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
26.6188235, 0.0428016, , , , , , , , , , , , , 26.6188235, 0.0058747, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6196176, 0.1119554, , , , , , , , , , , , , 26.6196176, 0.0018463, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6204118, 0.1022202, , , , , , , , , , , , , 26.6204118, 0.0052033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6212059, 0.043473, , , , , , , , , , , , , 26.6212059, 0.0092317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.622, -0.0270237, , , , , , , , , , , , , 26.622, 0.0186313, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6227941, -0.064622, , , , , , , , , , , , , 26.6227941, 0.0166171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6235882, -0.0955062, , , , , , , , , , , , , 26.6235882, 0.0240024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6243824, -0.1277333, , , , , , , , , , , , , 26.6243824, 0.036759, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6251765, -0.1190051, , , , , , , , , , , , , 26.6251765, 0.0243381, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6259706, -0.0908064, , , , , , , , , , , , , 26.6259706, -0.0041962, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6267647, -0.054551, , , , , , , , , , , , , 26.6267647, -0.0229953, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6275588, -0.0337377, , , , , , , , , , , , , 26.6275588, -0.0384375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6283529, -0.0344091, , , , , , , , , , , , , 26.6283529, -0.0471656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6291471, -0.0325628, , , , , , , , , , , , , 26.6291471, -0.0538796, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6299412, -0.0125887, , , , , , , , , , , , , 26.6299412, -0.0538796, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6307353, 0.0078889, , , , , , , , , , , , , 26.6307353, -0.0508583, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6315294, 0.0256809, , , , , , , , , , , , , 26.6315294, -0.0381018, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6323235, 0.0454871, , , , , , , , , , , , , 26.6323235, -0.0005035, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6331176, 0.0547189, , , , , , , , , , , , , 26.6331176, 0.0508583, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6339118, 0.0501869, , , , , , , , , , , , , 26.6339118, 0.100206, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6347059, 0.0431373, , , , , , , , , , , , , 26.6347059, 0.1388113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6355, 0.0639506, , , , , , , , , , , , , 26.6355, 0.1579461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6362941, 0.0693217, , , , , , , , , , , , , 26.6362941, 0.1529107, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6370882, 0.0508583, , , , , , , , , , , , , 26.6370882, 0.1166552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6378824, 0.0082246, , , , , , , , , , , , , 26.6378824, 0.0636149, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6386765, -0.030045, , , , , , , , , , , , , 26.6386765, 0.0327306, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6394706, -0.0344091, , , , , , , , , , , , , 26.6394706, 0.0243381, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6402647, -0.0028534, , , , , , , , , , , , , 26.6402647, 0.0236667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6410588, -0.1515679, , , , , , , , , , , , , 26.6410588, 0.0246738, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6418529, -0.3835355, , , , , , , , , , , , , 26.6418529, 0.0146029, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6426471, -0.4359045, , , , , , , , , , , , , 26.6426471, -0.0015106, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6434412, -0.3231098, , , , , , , , , , , , , 26.6434412, -0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6442353, -0.093492, , , , , , , , , , , , , 26.6442353, -0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6450294, 0.1435111, , , , , , , , , , , , , 26.6450294, -0.0035248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6458235, 0.2784619, , , , , , , , , , , , , 26.6458235, -0.005539, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6466176, 0.2178683, , , , , , , , , , , , , 26.6466176, -0.0199741, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6474118, 0.0522011, , , , , , , , , , , , , 26.6474118, -0.0374304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6482059, -0.0431373, , , , , , , , , , , , , 26.6482059, -0.0515297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.649, -0.0431373, , , , , , , , , , , , , 26.649, -0.0565652, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6497941, 0.0396124, , , , , , , , , , , , , 26.6497941, -0.0449836, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6505882, 0.1136339, , , , , , , , , , , , , 26.6505882, -0.0218204, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6513824, 0.1448539, , , , , , , , , , , , , 26.6513824, -0.0062104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6521765, 0.1512322, , , , , , , , , , , , , 26.6521765, 0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6529706, 0.1582818, , , , , , , , , , , , , 26.6529706, 0.0256809, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6537647, 0.1502251, , , , , , , , , , , , , 26.6537647, 0.0102388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6545588, 0.0626078, , , , , , , , , , , , , 26.6545588, -0.0015106, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6553529, 0.0263523, , , , , , , , , , , , , 26.6553529, 0.0031891, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6561471, 0.040116, , , , , , , , , , , , , 26.6561471, 0.0115816, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6569412, 0.0360876, , , , , , , , , , , , , 26.6569412, -0.0001678, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6577353, -0.051194, , , , , , , , , , , , , 26.6577353, -0.0182956, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6585294, -0.1438468, , , , , , , , , , , , , 26.6585294, -0.035584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6593235, -0.1666743, , , , , , , , , , , , , 26.6593235, -0.0580758, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6601176, -0.0525368, , , , , , , , , , , , , 26.6601176, -0.0538796, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6609118, 0.0936599, , , , , , , , , , , , , 26.6609118, -0.01561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6617059, 0.1367971, , , , , , , , , , , , , 26.6617059, 0.0330663, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6625, 0.0715038, , , , , , , , , , , , , 26.6625, 0.0730144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6632941, -0.0176242, , , , , , , , , , , , , 26.6632941, 0.1109483, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6640882, -0.1005417, , , , , , , , , , , , , 26.6640882, 0.114641, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6648824, -0.1688563, , , , , , , , , , , , , 26.6648824, 0.093492, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6656765, -0.1827878, , , , , , , , , , , , , 26.6656765, 0.0891279, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6664706, -0.1646601, , , , , , , , , , , , , 26.6664706, 0.0844282, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6672647, -0.1663386, , , , , , , , , , , , , 26.6672647, 0.0574044, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6680588, -0.1263905, , , , , , , , , , , , , 26.6680588, 0.0374304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6688529, -0.0370947, , , , , , , , , , , , , 26.6688529, 0.0213169, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6696471, 0.0441444, , , , , , , , , , , , , 26.6696471, 0.0011749, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6704412, 0.0918135, , , , , , , , , , , , , 26.6704412, -0.0036927, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6712353, 0.0981918, , , , , , , , , , , , , 26.6712353, -0.0119173, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6720294, 0.0931563, , , , , , , , , , , , , 26.6720294, -0.0260166, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6728235, 0.0359197, , , , , , , , , , , , , 26.6728235, -0.0315557, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6736176, -0.0162814, , , , , , , , , , , , , 26.6736176, -0.0386053, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6744118, -0.0327306, , , , , , , , , , , , , 26.6744118, -0.0438087, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6752059, -0.023331, , , , , , , , , , , , , 26.6752059, -0.0505226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.676, -0.0238346, , , , , , , , , , , , , 26.676, -0.0501869, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6767941, -0.0359197, , , , , , , , , , , , , 26.6767941, -0.0347448, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6775882, -0.0461585, , , , , , , , , , , , , 26.6775882, -0.0104067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6783824, -0.0453193, , , , , , , , , , , , , 26.6783824, -0.0015106, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6791765, -0.0359197, , , , , , , , , , , , , 26.6791765, 0.0073854, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6799706, -0.0152743, , , , , , , , , , , , , 26.6799706, 0.0194705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6807647, 0.0065461, , , , , , , , , , , , , 26.6807647, 0.0454871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6815588, 0.0891279, , , , , , , , , , , , , 26.6815588, 0.0693217, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6823529, 0.2207218, , , , , , , , , , , , , 26.6823529, 0.0599222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6831471, 0.2279393, , , , , , , , , , , , , 26.6831471, 0.0428016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6839412, 0.0983597, , , , , , , , , , , , , 26.6839412, 0.0475013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6847353, -0.0916457, , , , , , , , , , , , , 26.6847353, 0.0428016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6855294, -0.2344854, , , , , , , , , , , , , 26.6855294, 0.0256809, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6863235, -0.233814, , , , , , , , , , , , , 26.6863235, 0.0172885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6871176, -0.1490501, , , , , , , , , , , , , 26.6871176, 0.0193027, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6879118, -0.0498512, , , , , , , , , , , , , 26.6879118, 0.0135958, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6887059, 0.0072175, , , , , , , , , , , , , 26.6887059, 0.0058747, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6895, -0.0008392, , , , , , , , , , , , , 26.6895, 0.0045319, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6902941, -0.0538796, , , , , , , , , , , , , 26.6902941, 0.0035248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6910882, -0.1445182, , , , , , , , , , , , , 26.6910882, 0.0045319, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6918824, -0.1883268, , , , , , , , , , , , , 26.6918824, 0.0065461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6926765, -0.1334401, , , , , , , , , , , , , 26.6926765, -0.0036927, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6934706, -0.0605936, , , , , , , , , , , , , 26.6934706, -0.0253452, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6942647, 0.0052033, , , , , , , , , , , , , 26.6942647, -0.0293736, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6950588, 0.0582437, , , , , , , , , , , , , 26.6950588, -0.0285344, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6958529, 0.072343, , , , , , , , , , , , , 26.6958529, -0.0320592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6966471, 0.0525368, , , , , , , , , , , , , 26.6966471, -0.0424659, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6974412, 0.066804, , , , , , , , , , , , , 26.6974412, -0.0481727, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6982353, 0.0963455, , , , , , , , , , , , , 26.6982353, -0.0488441, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6990294, 0.0475013, , , , , , , , , , , , , 26.6990294, -0.0328985, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.6998235, -0.0998703, , , , , , , , , , , , , 26.6998235, -0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7006176, -0.1253834, , , , , , , , , , , , , 26.7006176, 0.0216526, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7014118, -0.0223239, , , , , , , , , , , , , 26.7014118, 0.064622, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7022059, 0.1435111, , , , , , , , , , , , , 26.7022059, 0.0911421, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.703, 0.2774548, , , , , , , , , , , , , 26.703, 0.0797284, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7037941, 0.2979324, , , , , , , , , , , , , 26.7037941, 0.0446479, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7045882, 0.25832, , , , , , , , , , , , , 26.7045882, 0.0129244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7053824, 0.1765774, , , , , , , , , , , , , 26.7053824, -0.0152743, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7061765, 0.1045701, , , , , , , , , , , , , 26.7061765, -0.0137636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7069706, 0.026688, , , , , , , , , , , , , 26.7069706, 0.0240024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7077647, -0.0485084, , , , , , , , , , , , , 26.7077647, 0.0528725, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7085588, -0.0867781, , , , , , , , , , , , , 26.7085588, 0.0463264, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7093529, -0.1183337, , , , , , , , , , , , , 26.7093529, 0.0412909, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7101471, -0.209308, , , , , , , , , , , , , 26.7101471, 0.0572366, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7109412, -0.2458991, , , , , , , , , , , , , 26.7109412, 0.072343, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7117353, -0.2145113, , , , , , , , , , , , , 26.7117353, 0.0787213, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7125294, -0.1594568, , , , , , , , , , , , , 26.7125294, 0.0958419, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7133235, -0.109102, , , , , , , , , , , , , 26.7133235, 0.0951705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7141176, -0.0303807, , , , , , , , , , , , , 26.7141176, 0.0632792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7149118, 0.0159457, , , , , , , , , , , , , 26.7149118, 0.026688, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7157059, 0.0777142, , , , , , , , , , , , , 26.7157059, 0.0057069, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7165, 0.1310903, , , , , , , , , , , , , 26.7165, -0.0035248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7172941, 0.1273976, , , , , , , , , , , , , 26.7172941, -0.0070497, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7180882, 0.0814069, , , , , , , , , , , , , 26.7180882, -0.0172885, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7188824, 0.0052033, , , , , , , , , , , , , 26.7188824, -0.0391089, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7196765, -0.0582437, , , , , , , , , , , , , 26.7196765, -0.0500191, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7204706, -0.096849, , , , , , , , , , , , , 26.7204706, -0.0565652, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7212647, -0.1052415, , , , , , , , , , , , , 26.7212647, -0.054551, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7220588, -0.090135, , , , , , , , , , , , , 26.7220588, -0.0515297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7228529, -0.0488441, , , , , , , , , , , , , 26.7228529, -0.0379339, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7236471, -0.0243381, , , , , , , , , , , , , 26.7236471, -0.0276951, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7244412, -0.0146029, , , , , , , , , , , , , 26.7244412, -0.0196384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7252353, 0.0045319, , , , , , , , , , , , , 26.7252353, 0.0052033, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7260294, 0.0172885, , , , , , , , , , , , , 26.7260294, 0.0280308, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7268235, 0.01561, , , , , , , , , , , , , 26.7268235, 0.0337377, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7276176, 0.0137636, , , , , , , , , , , , , 26.7276176, 0.0419623, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7284118, 0.0085603, , , , , , , , , , , , , 26.7284118, 0.0488441, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7292059, 0.0041962, , , , , , , , , , , , , 26.7292059, 0.0344091, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.73, -0.0038605, , , , , , , , , , , , , 26.73, 0.0258488, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7307941, -0.057908, , , , , , , , , , , , , 26.7307941, 0.0240024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7315882, -0.0632792, , , , , , , , , , , , , 26.7315882, 0.0253452, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7323824, 0.0325628, , , , , , , , , , , , , 26.7323824, 0.0528725, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7331765, 0.1884947, , , , , , , , , , , , , 26.7331765, 0.0763714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7339706, 0.2260929, , , , , , , , , , , , , 26.7339706, 0.0817426, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7347647, 0.0552224, , , , , , , , , , , , , 26.7347647, 0.0706645, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7355588, -0.1811093, , , , , , , , , , , , , 26.7355588, 0.0441444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7363529, -0.3118639, , , , , , , , , , , , , 26.7363529, 0.0176242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7371471, -0.2239109, , , , , , , , , , , , , 26.7371471, 0.0028534, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7379412, -0.026688, , , , , , , , , , , , , 26.7379412, -0.005539, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7387353, 0.139147, , , , , , , , , , , , , 26.7387353, -0.0203098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7395294, 0.1680171, , , , , , , , , , , , , 26.7395294, -0.0270237, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7403235, 0.0938277, , , , , , , , , , , , , 26.7403235, -0.0203098, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7411176, 0.0218204, , , , , , , , , , , , , 26.7411176, -0.0179599, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7419118, -0.0132601, , , , , , , , , , , , , 26.7419118, -0.0154421, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7427059, -0.056733, , , , , , , , , , , , , 26.7427059, -0.0028534, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7435, -0.1121233, , , , , , , , , , , , , 26.7435, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7442941, -0.1117876, , , , , , , , , , , , , 26.7442941, 0.0139315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7450882, -0.0842603, , , , , , , , , , , , , 26.7450882, 0.0166171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7458824, -0.0743572, , , , , , , , , , , , , 26.7458824, 0.0125887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7466765, -0.0783856, , , , , , , , , , , , , 26.7466765, 0.0078889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7474706, -0.0753643, , , , , , , , , , , , , 26.7474706, -0.0109102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7482647, -0.047837, , , , , , , , , , , , , 26.7482647, -0.0370947, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7490588, -0.0090639, , , , , , , , , , , , , 26.7490588, -0.0431373, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7498529, 0.0433051, , , , , , , , , , , , , 26.7498529, -0.0505226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7506471, 0.0746929, , , , , , , , , , , , , 26.7506471, -0.0532082, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7514412, 0.0904707, , , , , , , , , , , , , 26.7514412, -0.0461585, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7522353, 0.0886244, , , , , , , , , , , , , 26.7522353, -0.0221561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7530294, 0.0569009, , , , , , , , , , , , , 26.7530294, 0.0169528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7538235, -0.0250095, , , , , , , , , , , , , 26.7538235, 0.0621042, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7546176, -0.090135, , , , , , , , , , , , , 26.7546176, 0.0869459, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7554118, -0.0673075, , , , , , , , , , , , , 26.7554118, 0.0787213, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7562059, -0.008896, , , , , , , , , , , , , 26.7562059, 0.0736858, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.757, 0.0483406, , , , , , , , , , , , , 26.757, 0.0679789, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7577941, 0.0782177, , , , , , , , , , , , , 26.7577941, 0.0636149, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7585882, 0.0641184, , , , , , , , , , , , , 26.7585882, 0.0387732, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7593824, 0.0325628, , , , , , , , , , , , , 26.7593824, -0.0048676, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26.7601765, -0.0229953, , , , , , , , , , , , , 26.7601765, -0.0243381, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
