,MVC
channel_1,26.46508227429225
channel_2,13.856125179519307
channel_3,64.164484243077
channel_4,79.91073457937807
channel_5,88.79189287823588
channel_6,69.6107697161174
channel_7,50.24097298416037
channel_8,21.501897278104337
