Timestamps,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z
10_46_48_994,-4.0,2.0,-3.0,3.0,-3.0,1.0,0.0,3.0,0.0615234375,-0.298828125,0.775390625,57.19512195121952,-132.25609756097563,-63.90243902439025
10_46_48_994,1.0,-2.0,2.0,-4.0,-7.0,-4.0,1.0,-2.0,0.0654296875,-0.4326171875,0.8310546875,62.25609756097562,-120.85365853658537,-72.98780487804879
10_46_48_994,1.0,0.0,-2.0,-3.0,2.0,-1.0,-2.0,0.0,0.08544921875,-0.55517578125,0.84375,28.475609756097562,-120.1829268292683,-75.48780487804879
10_46_48_994,0.0,-5.0,-1.0,-1.0,0.0,-2.0,-4.0,-3.0,-0.00048828125,-0.5146484375,0.83251953125,0.24390243902439027,-124.02439024390245,-64.45121951219512
10_46_48_994,-1.0,-3.0,-7.0,-10.0,-5.0,-3.0,-6.0,-3.0,-0.0751953125,-0.423828125,0.78662109375,5.365853658536586,-117.37804878048782,-51.463414634146346
10_46_48_994,-2.0,3.0,9.0,5.0,2.0,-2.0,3.0,0.0,-0.0859375,-0.39697265625,0.767578125,21.707317073170735,-107.31707317073172,-52.6829268292683
10_46_48_994,0.0,-1.0,0.0,-9.0,-4.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10_46_48_994,0.0,1.0,0.0,22.0,8.0,3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
10_46_48_994,-1.0,-3.0,7.0,4.0,0.0,0.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
10_46_48_994,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10_46_49_049,0.0,1.0,2.0,3.0,3.0,-1.0,2.0,0.0,0.4453125,-0.43603515625,0.81396484375,26.28048780487805,-150.6707317073171,-68.04878048780489
10_46_49_049,-2.0,1.0,-2.0,-6.0,-1.0,-1.0,-4.0,0.0,0.28271484375,-0.396484375,0.833984375,15.670731707317074,-158.84146341463415,-64.45121951219512
10_46_49_049,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.11865234375,-0.29931640625,0.78857421875,27.5609756097561,-147.37804878048783,-61.707317073170735
10_46_49_049,1.0,-4.0,-1.0,-5.0,-4.0,-2.0,-1.0,-1.0,0.0615234375,-0.298828125,0.775390625,57.19512195121952,-132.25609756097563,-63.90243902439025
10_46_49_049,-2.0,1.0,8.0,0.0,-1.0,-3.0,-1.0,-1.0,0.0654296875,-0.4326171875,0.8310546875,62.25609756097562,-120.85365853658537,-72.98780487804879
10_46_49_049,-1.0,-3.0,0.0,-4.0,-4.0,0.0,1.0,-1.0,0.08544921875,-0.55517578125,0.84375,28.475609756097562,-120.1829268292683,-75.48780487804879
10_46_49_049,-2.0,-8.0,-5.0,-9.0,-1.0,-2.0,-2.0,-2.0,-0.00048828125,-0.5146484375,0.83251953125,0.24390243902439027,-124.02439024390245,-64.45121951219512
10_46_49_049,-3.0,-1.0,6.0,1.0,8.0,4.0,-3.0,0.0,-0.0751953125,-0.423828125,0.78662109375,5.365853658536586,-117.37804878048782,-51.463414634146346
10_46_49_049,0.0,5.0,-3.0,-2.0,-4.0,-5.0,-1.0,-2.0,-0.0859375,-0.39697265625,0.767578125,21.707317073170735,-107.31707317073172,-52.6829268292683
10_46_49_049,0.0,0.0,-8.0,5.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
10_46_49_099,-1.0,-4.0,2.0,7.0,-2.0,-5.0,0.0,-2.0,0.28271484375,-0.396484375,0.833984375,15.670731707317074,-158.84146341463415,-64.45121951219512
10_46_49_099,0.0,1.0,2.0,3.0,3.0,-1.0,2.0,0.0,0.11865234375,-0.29931640625,0.78857421875,27.5609756097561,-147.37804878048783,-61.707317073170735
10_46_49_099,-2.0,1.0,-2.0,-6.0,-1.0,-1.0,-4.0,0.0,0.0615234375,-0.298828125,0.775390625,57.19512195121952,-132.25609756097563,-63.90243902439025
10_46_49_099,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0654296875,-0.4326171875,0.8310546875,62.25609756097562,-120.85365853658537,-72.98780487804879
10_46_49_099,1.0,-4.0,-1.0,-5.0,-4.0,-2.0,-1.0,-1.0,0.08544921875,-0.55517578125,0.84375,28.475609756097562,-120.1829268292683,-75.48780487804879
10_46_49_099,-2.0,1.0,8.0,0.0,-1.0,-3.0,-1.0,-1.0,-0.00048828125,-0.5146484375,0.83251953125,0.24390243902439027,-124.02439024390245,-64.45121951219512
10_46_49_099,-1.0,-3.0,0.0,-4.0,-4.0,0.0,1.0,-1.0,-0.0751953125,-0.423828125,0.78662109375,5.365853658536586,-117.37804878048782,-51.463414634146346
10_46_49_099,-2.0,-8.0,-5.0,-9.0,-1.0,-2.0,-2.0,-2.0,-0.0859375,-0.39697265625,0.767578125,21.707317073170735,-107.31707317073172,-52.6829268292683
10_46_49_099,-3.0,-1.0,6.0,1.0,8.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10_46_49_151,1.0,-3.0,-7.0,-2.0,-2.0,0.0,2.0,0.0,0.4453125,-0.3056640625,0.81103515625,37.743902439024396,-137.9268292682927,-58.53658536585366
