,MVC
channel_1,60.302921354059286
channel_2,51.164372493577
channel_3,60.08731725089516
channel_4,71.8466808801081
channel_5,76.70709962389917
channel_6,73.10112961454583
channel_7,61.75312863985355
channel_8,63.23124224326765
