IAV_biceps,ISD_biceps,KURT_biceps,LD_biceps,MAV_biceps,MNF_biceps,MNP_biceps,MPK_biceps,RMS_biceps,SAMPEN_biceps,SKEW_biceps,SM_biceps,SSC_biceps,VAR_biceps,WAMP_biceps,WL_biceps,ZC_biceps,IAV_triceps,ISD_triceps,KURT_triceps,LD_triceps,MAV_triceps,MNF_triceps,MNP_triceps,MPK_triceps,RMS_triceps,SAMPEN_triceps,SKEW_triceps,SM_triceps,SSC_triceps,VAR_triceps,WAMP_triceps,WL_triceps,ZC_triceps,label
3.981210021743352,0.06329970612277938,2.79564298979778,1.015861096145383,0.015861394508937657,0.8249559680038963,1.9874744196197203e-06,0.01724592300080122,0.015880493198707046,0.010795240476837418,0.011357736304264683,0.03749213930281391,119,6.062284660231311e-07,56,0.0030348420882506024,61,18.789439266563186,1.4153732365102556,3.4148270206390596,1.074841957854045,0.07485832377116806,0.7835211325284532,4.435527524323837e-05,0.08387145936321125,0.07509285716532575,0.007897483505112142,0.1538280528189278,0.7736396667258059,91,3.516855942298709e-05,122,0.02147401521725091,45,no weight
3.9760932884218536,0.06319043623550917,2.7253150156628694,1.015840607080812,0.01584100911721854,0.8956682423286869,1.9832141144772748e-06,0.0178839849978114,0.01586678058201742,0.0241372816112215,-0.24275910025005784,0.04070676073554297,103,8.17156186084271e-07,55,0.004403785361601756,58,19.53755575606155,1.5244951914918876,4.055532919602136,1.077831997400232,0.07783886755403008,0.693291378327362,4.786516533243294e-05,0.08387145936321125,0.0779338567111883,0.03789261773065395,0.10250632026876058,0.7457628179114886,93,1.4796719786193202e-05,102,0.023227993554210777,42,no weight
4.485112424589571,0.08077827757982323,2.872125881928794,1.017867733123287,0.0178689738031457,0.812024997157048,2.529421588362463e-06,0.020311967131355982,0.01793950409267015,0.002890226957653962,-0.17289657903723227,0.045683225787860174,98,2.5255823134218822e-06,64,0.005210485228439117,42,17.45216456459,1.226208948338039,2.9282286395735193,1.0695067895746526,0.06953053611390438,0.8438461307473818,3.8347770451817034e-05,0.08188854341698142,0.06989488260876175,0.0015935651591886212,-0.18321291689908942,0.717269824636559,98,5.079916260562644e-05,85,0.024001639367613868,36,no weight
5.001492166731326,0.09985605719342949,3.202747593318793,1.0199258825512794,0.019926263612475403,0.760132773463024,3.1359682505022778e-06,0.020908543011837373,0.019945748849942387,0.0030380259445610884,0.17698941573989904,0.05398939865290986,106,7.76915631116738e-07,80,0.0030245580140259715,37,14.723756170722305,0.8715024713069072,2.840220023699998,1.0586457187127474,0.05866038315028807,0.8597141634403359,2.7274495918450643e-05,0.06949531875304499,0.058924709584597126,0.0010039012910953594,0.060250718881633955,0.5228094089110442,106,3.1080848290511356e-05,86,0.019490690927169742,40,no weight
5.2523200885492205,0.1099439836624446,4.46923406831727,1.0209255075130612,0.020925578042028766,0.8048701265307706,3.4555552380716256e-06,0.021959974928629934,0.02092901907143782,0.0004566676395500462,0.4617112305173862,0.06383798291717994,100,1.4402289957159456e-07,66,0.0016480077972739517,48,12.603457104583685,0.6374943143253982,2.6551395906967588,1.050204183422588,0.050212976512285595,0.8817474123508942,1.996762031498264e-05,0.05788690404936755,0.050396606883401904,0.015686288229100027,0.06545410718757161,0.40073579275671367,117,1.8474975136806914e-05,89,0.01881007387462326,65,no weight
5.660005170556767,0.1282224683642381,4.688207809305555,1.022548672030991,0.022549821396640506,0.859863453899141,4.021517609018043e-06,0.025748416387965635,0.022601913359424346,0.007552704953361626,1.0584862812957172,0.07848062494074876,105,2.3520424865386366e-06,71,0.004839873376128262,48,13.658392842968823,0.7686813087081454,6.163232771168093,1.0543680754230618,0.054415907740911644,1.1655805046944057,2.3767607632698407e-05,0.0770337198186958,0.05533963618870825,0.014749706998767176,-0.35619041076293173,0.6021238668928115,105,0.00010138431823117967,90,0.0403974324678635,61,no weight
6.484008361158178,0.168896264495322,3.5461103258042055,1.0258299913823417,0.025832702634096327,0.8973829565175366,5.287557302504207e-06,0.031917815132176425,0.025940190516746547,0.0004250300737726781,0.42365767581541247,0.10714349690258401,108,5.564958663460083e-06,89,0.009957840203546491,41,19.286673472162093,1.552634792342144,4.514935268115789,1.07670853473125,0.07683933654247846,0.9502072522485697,4.7707870157644625e-05,0.10225972722181885,0.07864983143927817,0.0039223979615737375,-0.4610391698660622,0.8925217111866672,80,0.00028151234513860415,112,0.05563739131999621,36,no weight
8.849509794550789,0.3311171320463836,3.6718058092468575,1.0352203671014686,0.035257011133668484,1.223218386634647,1.0111337708103762e-05,0.05343614494849568,0.03632067952476895,0.006537814634478272,0.1290158141198207,0.25099038703403775,91,7.613492706134718e-05,106,0.027687728560530048,37,23.742541332100377,2.257067289890993,3.667913502947417,1.094571289472632,0.09459179813585808,0.6756373216131758,7.0777036804351e-05,0.10225972722181885,0.09482773834551297,0.020971159255249592,-0.20452869058547155,1.058566957350764,71,4.469168515014879e-05,120,0.03309238223959174,27,no weight
13.377571667877936,0.7506870109423038,7.503836104509048,1.05322576252714,0.05329709827839815,0.9673167671055143,2.301133230407104e-05,0.07202798190979551,0.05468806912071961,0.004025939242661449,0.8138735533179644,0.4318777932556782,75,0.00015020421925537446,157,0.04111749365989034,44,23.698068533794007,2.241419324440149,3.6937997124284205,1.094407380315914,0.09441461567248609,0.8010838611672223,7.039774355123543e-05,0.10131797812167823,0.09449845219837752,0.001985423966013942,0.10430415833017347,1.285121140835639,89,1.583781530578289e-05,101,0.01327675611723847,29,no weight
16.435496506316724,1.081795911718756,6.014992114406218,1.0654695735437243,0.06548006576221803,0.6520343803571436,3.3919470545521816e-05,0.07202798190979551,0.06565016276742554,0.031353447464496385,0.6447553397044338,0.48801956830532506,71,2.230485916506829e-05,158,0.02746890511131541,39,22.286058737310718,1.980532191274067,3.3617863047857885,1.0887858366697536,0.08878907863470406,0.8099778686999703,6.223094409897252e-05,0.09439335238535015,0.08882886073287144,0.0017798946723246037,0.28784517096498813,1.152849812204435,104,7.066014300208909e-06,100,0.009236925261558393,37,no weight
15.868450059379029,1.0081997977150434,3.063539012137084,1.0632115842555294,0.06322091657123119,0.8305142198775413,3.161549065064243e-05,0.07102065502752425,0.06337769530215596,0.005769494950426918,0.13559051704068256,0.5950452623576507,81,1.9847969706347082e-05,114,0.015858209050087578,36,21.384086265715837,1.8224843580322354,4.996562970855363,1.0851943603928258,0.08519556281161687,0.7994114925081639,5.728007924237068e-05,0.08804122200443976,0.08521087874621487,0.008854634909414917,-0.4140277820285402,1.0500599091958547,100,2.609933913976905e-06,107,0.006235886118318074,43,no weight
15.246789269292655,0.9281152445059988,5.71326880994852,1.0607404987467495,0.060744180355747635,0.8991589835489173,2.914498999907591e-05,0.06679833107842902,0.06080847224554033,0.038949213675837084,0.6726282242140622,0.602967935301324,90,7.814849745051265e-06,123,0.01737224608959516,44,21.431009112378643,1.8310482901177467,4.539340460556703,1.0853802788442433,0.0853825064238193,0.8334307137336526,5.754055511947992e-05,0.09043935360415355,0.08541084888958095,0.021961563823725275,-0.5807739006053787,1.1008221979775317,99,4.840704825288376e-06,109,0.010314008752211903,38,no weight
16.80993951077778,1.1341785605067205,2.887904991858286,1.066956228579434,0.06697187056086765,0.889155232410746,3.5522682641294054e-05,0.08206496762441863,0.0672208277492453,0.00039129169827163706,-0.052768948514871544,0.7162201299063796,79,3.340823687209586e-05,166,0.02465041485324152,38,22.786102353819466,2.074446867545246,3.7232212096130968,1.0907705462765616,0.0907812842781652,0.8926672749550602,6.511898196764977e-05,0.10890125434906896,0.09091055250056043,0.00046132258773479227,-0.46750492126288673,1.3451277985224528,92,2.3486980764107774e-05,126,0.025424818259457235,30,no weight
23.251959907412818,2.3057478819385877,2.9335132186543538,1.0923633043256875,0.09263729046778015,1.2871507190990468,7.012003450962403e-05,0.14464453579948955,0.09584490879325828,0.007495901870137057,-0.04915394212475382,1.8107945297353285,66,0.0006045789563761259,197,0.07784620472106053,37,32.47067874966675,4.634362452316298,4.55343476856584,1.128613093215304,0.12936525398273607,1.486821739961265,0.0001389311830589699,0.21903101624298515,0.1358808133165053,0.008950803002428554,0.41016268263975547,4.006569428937231,73,0.0017282264895371608,168,0.1285916626388316,30,no weight
36.3190491144684,5.5871975779568475,4.6355545934040405,1.1441195018932522,0.14469740683055138,1.0908246572800058,0.0001704694253848754,0.20962054463375016,0.14919702177523847,0.0003966345549800733,0.589977906707832,3.612224733748209,70,0.001322411763114883,215,0.1275555770093315,44,54.846385322956095,12.981221709933195,3.226010022625045,1.216877249495526,0.21851149531058206,1.0895743625867569,0.0003925579220792675,0.3168262448047827,0.2274159510250113,0.0036132118015259887,0.31395766923196666,7.7486217036805405,59,0.003970741197743822,190,0.2133379553188985,30,no weight
54.08103603851362,12.173419963747474,3.0051778621113687,1.2146123953698187,0.21546229497415786,1.0374668278476389,0.0003745665148911365,0.3000566243914197,0.2202264314982832,0.0011606908881332436,0.37346887809128665,7.911015576937501,72,0.0020756805749370067,227,0.15541208859193018,42,70.05333572324713,19.70656977907482,4.052139048212914,1.2788539625850013,0.2790969550726977,0.6138638147611822,0.0006170719700957994,0.3168262448047827,0.28020033939222344,0.037843820461939265,-0.11490224878281603,8.219387315502896,69,0.0006171198646657785,190,0.15525593249406638,36,no weight
75.25949652726106,23.246167196308146,2.729294485979392,1.2987941552464324,0.2998386315827134,0.9078578317949381,0.0007201598916794355,0.3827983166355651,0.3043258318603313,0.0020103934123109107,0.23627754175747415,13.576665708568774,70,0.002711006948088541,228,0.17317777200181492,34,65.12412018222534,17.123178210880823,3.097192611443542,1.2591008941690462,0.25945864614432407,0.8573265133649877,0.0005347519561497058,0.311413279941598,0.2611892676001167,0.0015303174622708074,0.373545583419687,10.076757348291643,67,0.0009010444504397865,181,0.10091656417005127,33,no weight
92.42250172022301,34.25601122823845,2.727297236538016,1.3678861431150222,0.36821713832758174,0.7501039968422365,0.0010733544229122234,0.4006208664404955,0.36942946875340105,0.0035507179294700254,-0.005768303347823091,17.86496438887123,73,0.0008942714252666299,229,0.10056424204907577,29,54.27041358336392,11.843440894560779,3.018593136129232,1.2160388233712456,0.21621678718471682,0.8816489863706424,0.00037060106438184753,0.2593655408725139,0.2172211395889127,0.001686195724170293,0.23041863073012128,7.298961721699975,64,0.00043532442382477823,167,0.0721401885912566,33,heavy
