Timestamps,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_10_389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,-2.0,0.0,-2.0,-4.0,-3.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_202,-1.0,0.0,-1.0,0.0,-4.0,-4.0,-2.0,1.0,0.96044921875,-0.1484375,0.181640625,0.853658536585366,0.24390243902439027,-0.12195121951219513
17_02_13_202,-3.0,-2.0,-1.0,0.0,-1.0,-3.0,-2.0,0.0,0.96728515625,-0.142578125,0.18212890625,0.9756097560975611,0.1829268292682927,-0.06097560975609757
17_02_13_202,1.0,0.0,2.0,-2.0,-2.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_202,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_202,-2.0,0.0,2.0,2.0,-5.0,1.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_202,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_202,-2.0,0.0,2.0,2.0,-5.0,1.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_202,-3.0,-5.0,-1.0,0.0,-2.0,-1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_202,2.0,-2.0,1.0,-3.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_252,0.0,0.0,-2.0,-1.0,-2.0,2.0,2.0,-2.0,0.96923828125,-0.146484375,0.1796875,0.06097560975609757,0.0,-0.1829268292682927
17_02_13_252,-2.0,0.0,-4.0,1.0,-1.0,-2.0,0.0,1.0,0.9677734375,-0.140625,0.1826171875,0.853658536585366,0.12195121951219513,-0.12195121951219513
17_02_13_252,-2.0,5.0,-1.0,-1.0,4.0,8.0,-1.0,-4.0,0.96044921875,-0.1484375,0.181640625,0.853658536585366,0.24390243902439027,-0.12195121951219513
17_02_13_252,0.0,-1.0,-5.0,-4.0,-1.0,-1.0,4.0,-1.0,0.96728515625,-0.142578125,0.18212890625,0.9756097560975611,0.1829268292682927,-0.06097560975609757
17_02_13_252,0.0,1.0,1.0,-2.0,1.0,-1.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_252,0.0,-1.0,-5.0,-4.0,-1.0,-1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_252,0.0,1.0,1.0,-2.0,1.0,-1.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_252,2.0,-1.0,-3.0,1.0,-3.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_252,-5.0,0.0,-1.0,-1.0,0.0,-3.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_310,2.0,-1.0,-2.0,1.0,6.0,4.0,4.0,3.0,1.34130859375,0.01220703125,1.02197265625,-4.573170731707317,0.7317073170731708,0.7926829268292683
17_02_13_310,0.0,3.0,0.0,-1.0,-1.0,6.0,-1.0,-5.0,0.41357421875,-0.39697265625,-0.248046875,4.51219512195122,-0.30487804878048785,-2.073170731707317
17_02_13_310,1.0,-3.0,-3.0,-5.0,-3.0,-1.0,4.0,5.0,1.5615234375,0.04443359375,0.68212890625,-0.6707317073170732,0.6097560975609757,-1.829268292682927
17_02_13_310,-5.0,4.0,-3.0,-1.0,0.0,7.0,1.0,-1.0,0.62646484375,-0.2021484375,0.13037109375,1.5853658536585367,2.3170731707317076,-3.353658536585366
17_02_13_310,1.0,-2.0,1.0,0.0,6.0,1.0,1.0,3.0,0.96484375,-0.140625,0.177734375,-0.24390243902439027,-0.1829268292682927,-0.24390243902439027
17_02_13_310,1.0,2.0,-5.0,2.0,3.0,4.0,-3.0,-2.0,0.96923828125,-0.146484375,0.1796875,0.06097560975609757,0.0,-0.1829268292682927
17_02_13_310,-1.0,-2.0,-2.0,-4.0,-2.0,-3.0,-3.0,1.0,0.9677734375,-0.140625,0.1826171875,0.853658536585366,0.12195121951219513,-0.12195121951219513
17_02_13_310,-2.0,0.0,-5.0,-3.0,-1.0,7.0,1.0,-3.0,0.96044921875,-0.1484375,0.181640625,0.853658536585366,0.24390243902439027,-0.12195121951219513
17_02_13_310,-3.0,-1.0,-1.0,-1.0,3.0,-4.0,1.0,-2.0,0.96728515625,-0.142578125,0.18212890625,0.9756097560975611,0.1829268292682927,-0.06097560975609757
17_02_13_310,0.0,1.0,1.0,-1.0,1.0,1.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
17_02_13_349,0.0,-5.0,3.0,1.0,-5.0,-3.0,1.0,-1.0,0.56591796875,-0.3291015625,-0.7001953125,3.4756097560975614,-0.30487804878048785,-0.5487804878048781
17_02_13_349,-2.0,0.0,-5.0,0.0,3.0,2.0,-4.0,-2.0,1.41748046875,0.072265625,0.43701171875,-5.7926829268292686,0.7926829268292683,0.5487804878048781
17_02_13_349,3.0,-4.0,0.0,0.0,-2.0,-7.0,-3.0,4.0,1.34130859375,0.01220703125,1.02197265625,-4.573170731707317,0.7317073170731708,0.7926829268292683
17_02_13_349,-3.0,3.0,-2.0,-2.0,1.0,4.0,1.0,-2.0,0.41357421875,-0.39697265625,-0.248046875,4.51219512195122,-0.30487804878048785,-2.073170731707317
17_02_13_349,-1.0,-1.0,-1.0,-1.0,-4.0,-3.0,-5.0,1.0,1.5615234375,0.04443359375,0.68212890625,-0.6707317073170732,0.6097560975609757,-1.829268292682927
17_02_13_349,-2.0,4.0,-5.0,-4.0,3.0,7.0,1.0,-1.0,0.62646484375,-0.2021484375,0.13037109375,1.5853658536585367,2.3170731707317076,-3.353658536585366
