,MVC
channel_1,23.13979007507821
channel_2,27.150501054725055
channel_3,32.610057025894136
channel_4,74.04169839339914
channel_5,102.81130077338318
channel_6,79.85197519981534
channel_7,49.5254758852921
channel_8,19.342155815004276
