Latency_ms
229.500032
372.00012799999996
1386.428736
604.000064
180.999936
1069.500096
887.749952
626.600064
703.999872
674.0000640000001
220.000064
698.399872
1411.833344
203.999872
188.199936
769.1429119999999
432.50016000000005
260.000128
179.250112
125.80006399999999
125.19980799999999
603.400064
735.3331840000001
108.00006400000001
250.0
221.99993600000002
115.66656
1224.0
619.999936
162.199808
